StopNumber,Location,StreetNumber,Street,City,State,Zip
32753,TIMBER PATH OPPOSITE CLIFF PATH,6035,Old Chimney,San Antonio,TX,78250
32759,TIMBER PATH & CLIFF PATH,5802,Cliff Path,San Antonio,TX,78250
32763,PORTER & S. WALTERS,839,Porter St,San Antonio,TX,78210
32766,WALTERS AND PORTER,900,Porter St,San Antonio,TX,78210
32767,WALTERS & PORTER,1324,S Walters St,San Antonio,TX,78210
32769,PORTER & S. WALTERS,901,Porter St,San Antonio,TX,78210
32776,COMMERCIAL & PYRON,945,W Pyron Ave,San Antonio,TX,78221
32777,COMMERCIAL & PYRON,1572,Commercial Ave,San Antonio,TX,78221
32787,GUNSMOKE & AIRLIFT,2411,Gunsmoke,San Antonio,TX,78227
32846,S.NEW BRAUNFELS/FRONT OF DPS OFFICE,6502,S New Braunfels Ave,San Antonio,TX,78223
32847,S. NEW BRAUNFELS OPP. DPS OFFICE,6502,S New Braunfels Ave,San Antonio,TX,78223
32849,FRIO CITY RD. & CERALVO,219,Frio City Rd,San Antonio,TX,78207
32853,CULEBRA & CONSUELO,4002,Culebra Rd,San Antonio,TX,78228
32859,CULEBRA IN FRONT OF 4005,1800,Grandstand Dr,San Antonio,TX,78238
32863,CINCINNATI AND SABINAS,606,Cincinnati Ave,San Antonio,TX,78201
32866,HWY. 181 N IN FRONT OF 14420,,US 181,San Antonio,TX,78223
32869,CINCINNATI AND SABINAS,559,Cincinnati Ave,San Antonio,TX,78201
32876,S. PRESA & LOTUS,1600,S Presa St,San Antonio,TX,78210
32877,S. PRESA & LOTUS,139,Lotus St,San Antonio,TX,78210
32886,GUNSMOKE & AIRLIFT,7918,Airlift Ave,San Antonio,TX,78227
32923,FRIO CITY RD. & PENDLETON,313,Frio City Rd,San Antonio,TX,78207
32967,HWY. 181 S IN FRONT OF 14391,,US 181,San Antonio,TX,78223
33123,ENRIQUE BARRERA PKWY IN FRONT OF 6123,6123,Enrique M Barrera Pkwy,San Antonio,TX,78227
33129,ENRIQUE BARRERA PKWY IN FRONT OF 6123,6123,Enrique M Barrera Pkwy,San Antonio,TX,78227
33136,FREDERICKSBURG RD. OPPOSITE RESEARCH,10400,Fredericksburg Rd,San Antonio,TX,78240
33143,IH-35 N ACCESS RD. IN FRONT OF 4030,4034,Ih 35 N,San Antonio,TX,78219
33167,BABCOCK AND PEMOAK,10506,Pembriar Cir,San Antonio,TX,78240
33176,BABCOCK IN FRONT OF 6257,10402,Angel Path Dr,San Antonio,TX,78240
33213,CINCINNATI & BANDERA,451,Bandera Rd,San Antonio,TX,78228
33216,CUPPLES AND CERALVO,600,Cupples Rd,San Antonio,TX,78237
33217,CUPPLES AND CERALVO,546,Cupples Rd,San Antonio,TX,78237
33219,CINCINNATI & BANDERA,520,Bandera Rd,San Antonio,TX,78228
33223,BANDERA & CINCINNATI,520,Bandera Rd,San Antonio,TX,78228
33229,BANDERA & CINCINNATI,444,Bandera Rd,San Antonio,TX,78228
33233,ADAMS HILL & FARMSVILLE,2103,Farmsville Dr,San Antonio,TX,78245
33239,ADAMS HILL BLVD. & FARMSVILLE,2046,Farmsville Dr,San Antonio,TX,78245
33246,3RD. ST. WEST RAND. BASE EXCHANGE,10759,3rd St W,Jbsa Randolph,TX,78150
33253,CINCINNATI AND EPWORTH,2202,Cincinnati Ave,San Antonio,TX,78228
