from_stop_id,to_stop_id,transfer_type,min_transfer_time
49516,59416,,
49517,59416,,
49529,59416,,
49516,49916,,
48993,49916,,
49517,49916,,
49529,49916,,
49516,49116,,
49517,49116,,
49529,49116,,
49516,39716,,
49517,39716,,
49529,39716,,
78797,88496,,
78797,78996,,
78797,69716,,
28763,28656,,
28779,28656,,
28137,28656,,
28696,28136,,
28779,28136,,
28137,28136,,
97117,97116,,
94516,97116,,
69933,69939,,
69933,69719,,
69939,69933,,
69719,69933,,
28763,28137,,
28696,28137,,
28779,28137,,
28656,28137,,
28136,28137,,
28763,29933,,
28696,29933,,
28779,29933,,
39499,31843,,
39746,49387,,
39707,49387,,
78797,69717,,
78797,88497,,
78896,88497,,
49516,39817,,
49517,39817,,
49529,39817,,
49516,48197,,
49517,48197,,
49529,48197,,
49516,48897,,
49916,48897,,
48993,48897,,
49517,48897,,
49529,48897,,
49516,59417,,
10109,11753,,
10103,11753,,
56239,45987,,
56227,45987,,
56126,45987,,
45959,45987,,
45983,45987,,
56127,45987,,
78116,78347,,
78466,78347,,
81226,78347,,
79877,78887,,
78899,78887,,
78889,78887,,
78883,78887,,
79823,78887,,
81226,78887,,
88586,78887,,
11216,19397,,
99986,19397,,
11219,19397,,
11223,19397,,
19197,19397,,
21356,21357,,
52626,52627,,
62426,62427,,
82589,82387,,
82583,82387,,
82586,82387,,
93226,93437,,
23753,23967,,
23759,23967,,
43366,43457,,
93833,93867,,
93839,93867,,
16689,16659,,
56136,46936,,
56137,46936,,
56143,46936,,
26739,26736,,
26733,26736,,
26739,26426,,
26733,26426,,
76743,76746,,
86236,76746,,
76549,76546,,
36277,36586,,
36397,36586,,
27727,27726,,
27527,27726,,
28947,28933,,
28819,28933,,
29547,29636,,
86926,86927,,
86883,86927,,
61637,86927,,
96339,96127,,
96333,96127,,
13147,13259,,
13146,13259,,
96339,96426,,
96333,96426,,
29196,29197,,
29636,29547,,
27446,27759,,
27787,27759,,
27527,27759,,
28819,27759,,
27726,27727,,
27527,27727,,
76549,76547,,
76746,76747,,
76743,76747,,
86236,76747,,
26739,26637,,
26733,26637,,
46949,46437,,
56143,46627,,
16659,16537,,
29717,29719,,
28793,29719,,
91356,91393,,
91359,91393,,
76746,76743,,
76747,76743,,
28933,28956,,
28819,28956,,
11726,29196,,
29197,29196,,
11717,29196,,
11727,11866,,
11726,11866,,
11569,11866,,
11367,11866,,
11269,11866,,
91383,91276,,
99496,91276,,
89277,91139,,
81926,91139,,
81726,91139,,
81929,91139,,
91223,91139,,
81226,91139,,
53261,91139,,
91186,91139,,
99496,91139,,
56239,66166,,
66167,66166,,
56239,56846,,
56227,56846,,
56847,56846,,
56239,45959,,
56227,45959,,
45766,45959,,
45987,45959,,
45316,45379,,
45219,44249,,
45217,44249,,
44273,44249,,
31997,41189,,
41196,41189,,
41183,41189,,
95289,95386,,
95269,95386,,
95383,95386,,
88986,99353,,
52963,41183,,
31997,41183,,
41196,41183,,
41189,41183,,
44273,44243,,
56239,45983,,
56227,45983,,
45766,45983,,
45987,45983,,
56239,66167,,
66166,66167,,
28933,28947,,
28819,28947,,
76746,76549,,
76546,76549,,
76547,76549,,
76747,76549,,
91356,91457,,
91359,91457,,
28793,29717,,
22779,22773,,
52183,52597,,
52463,53456,,
54169,53156,,
53153,53156,,
53147,53156,,
17136,97746,,
97937,97746,,
62187,62196,,
62183,62196,,
35923,35926,,
27726,27446,,
27727,27446,,
27527,27446,,
44897,54289,,
54283,54289,,
54299,54289,,
51277,51273,,
41699,41886,,
54283,54293,,
54299,54293,,
54297,54293,,
65976,65753,,
65767,65753,,
79977,78883,,
79877,78883,,
89277,78883,,
79487,78883,,
71926,78883,,
79486,78883,,
78889,78883,,
78887,78883,,
79823,78883,,
81226,78883,,
71826,78883,,
78897,78883,,
88586,78883,,
88973,79823,,
79977,79823,,
76647,79823,,
79877,79823,,
99396,79823,,
89277,79823,,
89869,79823,,
78899,79823,,
71726,79823,,
79487,79823,,
71926,79823,,
79486,79823,,
79739,79823,,
78889,79823,,
78887,79823,,
78883,79823,,
79257,79823,,
87799,79823,,
79266,79823,,
91223,79823,,
81226,79823,,
71826,79823,,
89913,79823,,
79973,79823,,
88976,79823,,
89963,79823,,
99496,79823,,
88586,79823,,
18539,79823,,
58679,79823,,
98833,98837,,
98849,98837,,
36277,36357,,
53646,53457,,
17136,97757,,
97937,97757,,
43979,53157,,
52463,53157,,
52469,53757,,
74136,74117,,
35926,35923,,
36277,36436,,
36397,36436,,
27446,27753,,
27787,27753,,
27527,27753,,
27753,27786,,
27787,27786,,
28819,27786,,
28127,28126,,
79977,79879,,
79877,79879,,
89277,79879,,
71926,79879,,
71839,79879,,
79739,79879,,
79823,79879,,
81226,79879,,
71826,79879,,
79973,79879,,
71833,79879,,
57989,79879,,
77893,78819,,
77879,78819,,
81226,78819,,
99629,98969,,
10209,98969,,
10203,98969,,
92666,92569,,
92467,92569,,
44627,44556,,
44556,44627,,
92666,92563,,
92467,92563,,
99629,98963,,
10209,98963,,
10203,98963,,
10109,22563,,
10103,22563,,
76647,76713,,
28126,28127,,
27759,27787,,
27753,27787,,
27786,27787,,
28819,27787,,
35923,35927,,
23626,23543,,
23627,23543,,
23427,23543,,
23549,23543,,
16917,26136,,
97296,97676,,
97779,97676,,
97773,97676,,
38799,38796,,
38783,38796,,
27947,27959,,
27946,27959,,
25916,25929,,
25917,25929,,
76769,75836,,
87113,75836,,
87119,75836,,
76667,75836,,
35799,35793,,
35589,35793,,
45399,46573,,
87113,75833,,
87119,75833,,
76276,75833,,
76667,75833,,
25916,25923,,
25917,25923,,
27947,27953,,
27946,27953,,
38799,38797,,
38783,38797,,
97779,17147,,
97773,17147,,
97779,97296,,
87993,87996,,
16633,16943,,
16949,16943,,
28169,28163,,
28166,28163,,
32126,32213,,
32127,32213,,
79977,79257,,
79877,79257,,
79126,79257,,
71926,79257,,
71839,79257,,
79823,79257,,
79266,79257,,
81226,79257,,
61566,79257,,
68887,79257,,
87993,87799,,
87597,87799,,
88913,87799,,
86883,87639,,
87993,87639,,
87996,87639,,
87597,87639,,
87833,87639,,
93257,93356,,
92483,93356,,
68887,68796,,
56227,45426,,
56126,45426,,
45427,45426,,
56127,45426,,
45317,45426,,
45226,45426,,
33223,33219,,
33229,33219,,
32126,32219,,
32127,32219,,
28169,28166,,
28163,28166,,
16633,16949,,
16943,16949,,
99899,91816,,
99893,91816,,
91817,91816,,
77683,77443,,
77689,77443,,
88973,88953,,
81226,88953,,
79977,79266,,
79877,79266,,
79126,79266,,
71926,79266,,
71839,79266,,
79823,79266,,
79257,79266,,
81226,79266,,
68887,79266,,
56227,46336,,
10109,11999,,
10103,11999,,
99729,99969,,
99629,99969,,
10209,99969,,
10203,99969,,
87673,87699,,
99213,87699,,
10209,87699,,
87673,87569,,
87113,87119,,
75836,87119,,
75833,87119,,
87673,87119,,
10303,87119,,
10503,42669,,
10509,42669,,
10503,42993,,
87113,76643,,
56239,57567,,
56489,57567,,
57553,57567,,
68887,68327,,
86883,87619,,
74853,74899,,
74859,74899,,
77689,78519,,
77683,77459,,
53641,87597,,
87799,88913,,
88973,91223,,
79877,91223,,
11726,91223,,
99396,91223,,
81926,91223,,
89869,91223,,
81726,91223,,
71926,91223,,
81929,91223,,
91139,91223,,
78883,91223,,
87799,91223,,
81226,91223,,
88976,91223,,
89963,91223,,
99157,91223,,
99496,91223,,
88586,91223,,
88973,81226,,
79977,81226,,
79877,81226,,
99396,81226,,
89277,81226,,
79126,81226,,
81926,81226,,
89869,81226,,
72396,81226,,
78899,81226,,
71726,81226,,
79487,81226,,
92453,81226,,
61866,81226,,
61867,81226,,
61987,81226,,
71237,81226,,
99357,81226,,
81726,81226,,
71926,81226,,
79486,81226,,
71236,81226,,
61986,81226,,
61997,81226,,
79477,81226,,
99586,81226,,
72727,81226,,
81526,81226,,
71997,81226,,
71839,81226,,
88977,81226,,
72646,81226,,
81929,81226,,
91383,81226,,
89839,81226,,
77893,81226,,
79739,81226,,
89377,81226,,
78889,81226,,
78466,81226,,
78347,81226,,
78887,81226,,
91139,81226,,
78883,81226,,
79823,81226,,
79879,81226,,
78819,81226,,
79257,81226,,
88953,81226,,
79266,81226,,
91223,81226,,
71826,81226,,
89913,81226,,
53261,81226,,
91277,81226,,
70941,81226,,
71101,81226,,
91186,81226,,
53961,81226,,
98833,81226,,
68887,81226,,
79973,81226,,
88976,81226,,
89963,81226,,
99157,81226,,
71823,81226,,
72717,81226,,
99496,81226,,
78897,81226,,
88576,81226,,
88586,81226,,
72643,81226,,
71833,81226,,
99559,81226,,
99579,81226,,
57989,81226,,
79977,71826,,
79877,71826,,
71926,71826,,
71839,71826,,
78887,71826,,
78883,71826,,
79823,71826,,
79879,71826,,
81226,71826,,
79973,71826,,
71823,71826,,
88586,71826,,
72643,71826,,
71833,71826,,
57989,71826,,
79126,68776,,
68767,68776,,
68887,68776,,
56239,56489,,
56227,56489,,
47947,56489,,
56126,56489,,
57566,56489,,
57567,56489,,
57553,56489,,
56127,56489,,
47846,56489,,
54933,54939,,
18727,18559,,
18696,18559,,
64987,64999,,
64986,64999,,
64987,64869,,
64986,64869,,
43293,43299,,
21193,11917,,
43283,43293,,
64987,64993,,
64986,64993,,
86417,85597,,
56239,57553,,
47947,57553,,
57566,57553,,
57567,57553,,
56489,57553,,
47846,57553,,
11907,11636,,
88973,89913,,
79877,89913,,
89277,89913,,
81726,89913,,
88977,89913,,
89839,89913,,
79823,89913,,
81226,89913,,
88976,89913,,
99496,89913,,
88777,89913,,
87597,53641,,
79877,53261,,
81926,53261,,
81726,53261,,
91383,53261,,
91139,53261,,
79823,53261,,
81226,53261,,
70941,53261,,
91186,53261,,
99496,53261,,
91383,91277,,
91276,91277,,
91139,91277,,
81226,91277,,
99496,91277,,
91383,70941,,
81226,70941,,
53961,70941,,
99496,70941,,
81226,71101,,
99496,71101,,
92453,54751,,
81226,54751,,
99496,54751,,
81926,91186,,
81726,91186,,
91383,91186,,
92399,91186,,
91276,91186,,
91139,91186,,
81226,91186,,
53261,91186,,
99496,91186,,
99986,57961,,
11269,57961,,
11219,57961,,
11263,57961,,
11223,57961,,
91957,57961,,
99496,57961,,
19197,57961,,
89277,53961,,
81226,53961,,
70941,53961,,
99496,53961,,
22177,22153,,
22346,22153,,
17426,17323,,
17327,17323,,
17426,17339,,
17327,17339,,
22177,22189,,
22346,22189,,
66373,57847,,
66379,57847,,
56557,56443,,
49516,48953,,
49517,48953,,
49516,48993,,
49916,48993,,
49517,48993,,
49516,49593,,
49517,49593,,
41556,41553,,
41657,41553,,
43447,43553,,
43446,43553,,
45517,45513,,
45506,45513,,
49656,49653,,
49657,49653,,
27937,27933,,
27936,27933,,
24579,24676,,
42219,42237,,
32257,42237,,
32266,42237,,
32253,42237,,
32166,42237,,
32167,42237,,
10503,42237,,
10509,42237,,
24579,24677,,
27937,27949,,
27936,27949,,
27937,27939,,
27936,27939,,
49656,49659,,
49657,49659,,
45517,45519,,
45506,45519,,
43447,43559,,
43446,43559,,
41556,41559,,
41657,41559,,
49516,49599,,
49517,49599,,
49516,48969,,
49517,48969,,
46966,46959,,
46966,56257,,
72633,72667,,
22269,22267,,
22263,22267,,
13266,22267,,
99629,99283,,
10203,99283,,
91257,91253,,
81856,91253,,
95226,95213,,
85927,95213,,
99457,99243,,
99256,99243,,
88887,97363,,
98346,97363,,
98467,97363,,
97369,97363,,
98249,99223,,
99217,99223,,
88887,99223,,
98346,99223,,
88846,99223,,
98467,99223,,
26727,26526,,
88887,97369,,
98346,97369,,
98467,97369,,
97363,97369,,
93856,94329,,
99457,99249,,
99256,99249,,
95226,95219,,
85927,95219,,
95226,94269,,
91257,91159,,
81856,91159,,
99629,91119,,
10203,91119,,
99213,99219,,
99629,99219,,
10209,99219,,
10203,99219,,
29537,29536,,
29533,29536,,
19127,19126,,
69919,69826,,
69913,69826,,
59329,59326,,
59323,59326,,
39729,39726,,
39723,39726,,
29423,29626,,
29427,29626,,
89713,89726,,
89719,89726,,
69113,69126,,
69113,69127,,
59839,69127,,
89713,89727,,
89719,89727,,
39729,39627,,
39723,39627,,
59329,59327,,
59323,59327,,
69919,69827,,
69913,69827,,
89316,89327,,
89313,89327,,
89983,99117,,
89826,99117,,
29536,29537,,
29533,29537,,
25736,25723,,
25727,25723,,
29717,28793,,
28646,28643,,
28647,28643,,
93946,93953,,
93947,93953,,
19126,19129,,
28646,28649,,
28647,28649,,
22773,22779,,
25736,25729,,
25727,25729,,
95646,95659,,
95647,95659,,
93946,93959,,
93947,93959,,
18253,19127,,
19129,19127,,
35889,35576,,
15173,15186,,
54276,44679,,
44683,44679,,
44796,44679,,
44797,44679,,
44667,44679,,
39756,39849,,
39747,39849,,
38796,38799,,
38797,38799,,
39756,39843,,
39747,39843,,
54276,44683,,
44679,44683,,
44796,44683,,
44797,44683,,
44667,44683,,
95646,95653,,
95647,95653,,
56189,56186,,
56183,56186,,
49533,49346,,
98379,88929,,
87673,88929,,
99213,88929,,
99629,88929,,
10209,88929,,
10203,88929,,
10503,42999,,
42219,42146,,
32266,42146,,
10503,42146,,
98379,87673,,
87113,87673,,
87699,87673,,
87569,87673,,
87119,87673,,
88929,87673,,
88933,87673,,
98379,98253,,
99213,98253,,
99629,98253,,
10209,98253,,
10203,98253,,
49533,49547,,
49539,49547,,
56189,56387,,
56183,56387,,
73423,66787,,
29523,28596,,
13259,13146,,
74183,64976,,
64969,64976,,
64173,64176,,
45219,45316,,
45229,45316,,
45379,45316,,
44249,45316,,
45217,45316,,
44273,45316,,
45213,45316,,
35437,35436,,
62983,62769,,
62753,62769,,
45399,46239,,
46523,46239,,
35793,35799,,
78933,78839,,
31713,39597,,
31619,39597,,
20087,99346,,
46523,46233,,
35437,35827,,
45219,45217,,
45229,45217,,
45379,45217,,
44249,45217,,
45316,45217,,
44273,45217,,
45213,45217,,
64173,64177,,
74183,64977,,
64969,64977,,
64976,64977,,
28596,28497,,
29523,28497,,
29299,29266,,
12439,99896,,
99193,91216,,
91219,91216,,
71639,71646,,
71613,71646,,
61859,61756,,
52963,51976,,
51273,51276,,
51277,51276,,
32213,32126,,
32219,32126,,
22729,22836,,
22723,22836,,
22349,22336,,
22343,22336,,
92569,92666,,
92563,92666,,
42219,42329,,
32166,42329,,
10503,42329,,
10509,42329,,
92569,92467,,
92563,92467,,
22349,22337,,
22343,22337,,
22729,22727,,
22723,22727,,
32213,32127,,
32219,32127,,
41699,41687,,
41886,41687,,
51273,51277,,
51276,51277,,
52963,51587,,
61859,61757,,
71639,71647,,
71673,71647,,
71613,71647,,
99193,91117,,
91219,91117,,
59737,59827,,
59736,59827,,
46253,46276,,
46269,46276,,
94693,94656,,
95729,94656,,
94656,94693,,
94657,94693,,
17826,17823,,
16997,17823,,
39499,39493,,
57847,66373,,
67156,66373,,
57847,66379,,
67156,66379,,
28763,29939,,
28696,29939,,
28779,29939,,
28763,27289,,
28696,27289,,
28779,27289,,
27283,27289,,
17826,17829,,
16997,17829,,
94656,95729,,
94693,94657,,
95729,94657,,
83343,83267,,
46253,46257,,
46269,46257,,
16767,16367,,
96766,16367,,
26263,26177,,
36169,26967,,
36163,26967,,
58956,58939,,
58957,58939,,
56937,62159,,
53367,53369,,
53366,53369,,
49977,49989,,
59196,49989,,
56136,46949,,
56137,46949,,
56436,46949,,
46936,46949,,
46437,46949,,
46627,46949,,
56143,46949,,
52197,42989,,
52196,42989,,
53156,43979,,
53147,43979,,
42973,42889,,
52483,42889,,
92229,88986,,
99353,88986,,
91616,88986,,
58119,58453,,
11326,58453,,
58113,58453,,
11237,58453,,
86856,86683,,
86947,86683,,
86647,86683,,
78797,78693,,
78769,78693,,
78896,78693,,
79117,78693,,
77696,78643,,
77787,78643,,
72487,71773,,
82127,71773,,
72746,71773,,
71243,71233,,
74587,75723,,
74296,75723,,
74797,75723,,
74896,75723,,
74587,74589,,
74296,74589,,
74896,74589,,
79146,71559,,
71233,71559,,
71566,71559,,
72487,71599,,
72486,71599,,
72746,71599,,
86456,85799,,
86647,85799,,
86683,85799,,
46239,45399,,
46233,45399,,
58119,58229,,
11336,58229,,
58113,58229,,
57573,58229,,
69536,69537,,
26946,26563,,
48729,48723,,
48626,48723,,
48727,48723,,
42889,42973,,
53156,53153,,
53147,53153,,
43387,53153,,
52197,52183,,
52196,52183,,
49977,59173,,
59196,59173,,
53367,53363,,
53366,53363,,
53976,54943,,
53977,54943,,
58956,68153,,
58957,68153,,
51649,51733,,
16289,16296,,
16383,16296,,
77719,76596,,
77713,76596,,
56383,56396,,
56389,56396,,
36169,36176,,
36163,36176,,
26263,16566,,
66553,66566,,
66667,66566,,
57269,56476,,
56593,56476,,
95589,95343,,
95336,95343,,
39597,31713,,
73896,73793,,
73897,73793,,
10709,85943,,
10703,85943,,
55657,55446,,
44727,44526,,
17823,17826,,
17829,17826,,
28763,29436,,
28779,29436,,
28763,29327,,
28779,29327,,
17823,16997,,
17829,16997,,
85943,85947,,
10709,85947,,
10703,85947,,
95387,95376,,
85947,85949,,
73896,74829,,
73897,74829,,
39686,31619,,
22387,31256,,
21193,31256,,
95589,95139,,
95583,95139,,
95527,95139,,
67687,69839,,
67696,69839,,
89986,99499,,
91237,99499,,
99593,99499,,
20087,88886,,
67687,69833,,
67696,69833,,
61736,61539,,
61623,61539,,
20097,98293,,
20087,98293,,
89986,99593,,
91237,99593,,
99499,99593,,
29516,29517,,
75223,74586,,
74577,74586,,
97869,97677,,
97753,97677,,
97869,97686,,
97753,97686,,
75223,74577,,
74586,74577,,
29516,28593,,
29517,28593,,
58453,58119,,
58229,58119,,
48839,58119,,
11336,58119,,
58113,58119,,
57573,58119,,
18466,18543,,
18727,18543,,
10603,18543,,
18999,18983,,
42219,31739,,
32166,31739,,
10509,31739,,
58119,48839,,
11336,48839,,
58113,48839,,
57573,48839,,
91237,91227,,
42219,29653,,
47199,56273,,
99417,98596,,
98596,99417,,
41316,37697,,
56273,47199,,
96263,65247,,
19449,19337,,
19433,19337,,
19546,19337,,
53637,53736,,
85349,85566,,
73247,63683,,
55649,55653,,
32236,22556,,
32627,22556,,
12453,12449,,
11867,12449,,
11896,12449,,
32236,32237,,
85349,85567,,
76627,75897,,
85566,85349,,
22556,32236,,
33353,32236,,
32236,33353,,
32627,33353,,
36533,36536,,
36539,36536,,
19337,19449,,
19433,19449,,
19546,19449,,
11429,19449,,
18443,18449,,
19337,19433,,
19449,19433,,
19737,19433,,
19546,19433,,
36533,36527,,
36539,36527,,
22556,32627,,
33353,32627,,
62826,62336,,
52213,52646,,
52236,52646,,
52237,52646,,
52647,52646,,
19433,19737,,
19337,19546,,
19449,19546,,
19433,19546,,
11867,11473,,
11896,11473,,
85757,84999,,
62826,62337,,
71926,98833,,
79823,98833,,
98837,98833,,
81226,98833,,
89963,98833,,
98836,98833,,
98849,98833,,
75886,75493,,
69293,69299,,
69179,69299,,
46986,46987,,
69299,69293,,
52216,52333,,
96877,96486,,
83859,83853,,
43796,43696,,
43687,43696,,
47157,47169,,
47156,47169,,
47163,47169,,
47157,37756,,
23799,24823,,
27653,26793,,
27639,26793,,
47157,47163,,
47156,47163,,
47169,47163,,
66373,67156,,
63687,63786,,
22346,22347,,
63786,63687,,
91766,99689,,
91827,99689,,
92909,99689,,
99427,99429,,
29247,29333,,
79146,79547,,
38326,27937,,
38327,27937,,
27933,27937,,
27949,27937,,
27939,27937,,
28279,28213,,
28213,28279,,
38326,38826,,
38327,38826,,
38327,27936,,
27933,27936,,
27949,27936,,
27939,27936,,
98583,98669,,
29536,29533,,
29537,29533,,
21667,21666,,
49977,49986,,
28643,28646,,
28649,28646,,
28643,28647,,
28649,28647,,
28596,29523,,
28497,29523,,
11727,11736,,
11726,11736,,
11737,11736,,
11717,11736,,
13249,13246,,
13243,13246,,
13249,13247,,
13243,13247,,
95899,15256,,
16659,16689,,
16537,16689,,
17417,16689,,
97746,17136,,
97757,17136,,
97937,17136,,
49657,19256,,
19863,19869,,
21233,21113,,
21219,21113,,
21769,21756,,
21763,21756,,
21757,21756,,
22177,22346,,
22153,22346,,
22189,22346,,
22347,22346,,
22386,22377,,
22387,22377,,
22396,22377,,
22386,22387,,
22377,22387,,
21193,22387,,
22396,22387,,
23626,23427,,
23627,23427,,
23543,23427,,
23549,23427,,
23626,23549,,
23627,23549,,
23543,23549,,
23427,23549,,
23933,23923,,
23939,23923,,
10103,23923,,
23929,23933,,
23923,23933,,
23939,23933,,
10109,23933,,
10103,23933,,
23929,23939,,
33263,23939,,
23923,23939,,
23933,23939,,
10109,23939,,
10103,23939,,
25317,24393,,
25447,25446,,
25549,25446,,
25543,25446,,
26556,26559,,
26557,26559,,
26336,26559,,
26867,26559,,
26739,26733,,
26736,26733,,
26426,26733,,
26637,26733,,
26789,26783,,
20306,26783,,
20307,26783,,
27653,27639,,
27757,27639,,
27636,27639,,
26793,27639,,
28383,28386,,
28476,28386,,
28389,28387,,
28383,28387,,
28476,28387,,
28989,28983,,
28996,28983,,
28997,28983,,
28989,28996,,
28983,28996,,
28997,28996,,
28989,28997,,
28983,28997,,
28996,28997,,
42219,31853,,
42237,31853,,
42329,31853,,
29653,31853,,
29569,31853,,
10503,31853,,
10509,31853,,
32617,32629,,
32767,32763,,
32767,32769,,
35589,35473,,
35793,35589,,
36296,36397,,
36277,36397,,
36586,36397,,
36436,36397,,
37116,36397,,
35973,36823,,
35979,36823,,
35889,36823,,
35976,36823,,
36829,36823,,
36296,37116,,
36277,37116,,
36397,37116,,
39329,38297,,
39163,39166,,
39169,39166,,
44727,43396,,
44526,43396,,
45219,44273,,
45316,44273,,
46183,46186,,
47647,47356,,
56127,47356,,
47746,47543,,
47549,47543,,
47546,47543,,
47547,47543,,
47549,47546,,
47747,47546,,
47543,47546,,
47547,47546,,
47549,47547,,
47543,47547,,
47546,47547,,
48729,48626,,
48727,48626,,
48729,48727,,
48626,48727,,
49516,49517,,
59416,49517,,
49916,49517,,
49116,49517,,
39716,49517,,
39817,49517,,
48197,49517,,
48897,49517,,
48953,49517,,
48993,49517,,
49593,49517,,
49599,49517,,
48969,49517,,
49529,49517,,
52197,52196,,
42989,52196,,
52183,52196,,
52213,52236,,
52646,52236,,
52237,52236,,
52213,52237,,
52646,52237,,
52236,52237,,
53976,53977,,
62153,53977,,
55373,55376,,
56497,56389,,
57679,57663,,
57663,57679,,
58279,58367,,
58263,58367,,
58376,58367,,
58279,58376,,
58263,58376,,
58367,58376,,
62187,62183,,
62196,62183,,
66527,66346,,
67153,67159,,
66596,67159,,
79126,68887,,
68767,68887,,
68547,68887,,
79487,68887,,
79486,68887,,
79257,68887,,
68796,68887,,
79266,68887,,
68327,68887,,
81226,68887,,
68776,68887,,
69413,69419,,
22006,69419,,
22007,69419,,
71646,71613,,
71647,71613,,
72357,72457,,
72356,72457,,
72357,72466,,
72356,72466,,
72487,72746,,
82127,72746,,
71773,72746,,
74857,74853,,
74899,74853,,
74856,74853,,
74859,74853,,
74857,74856,,
74853,74856,,
74859,74856,,
74857,74859,,
74899,74859,,
74853,74859,,
74856,74859,,
76759,76646,,
76647,76646,,
76753,76646,,
76773,76646,,
76779,76646,,
76759,76753,,
76647,76753,,
76646,76753,,
76773,76753,,
76779,76753,,
76759,76773,,
76647,76773,,
76646,76773,,
76753,76773,,
76779,76773,,
77537,77723,,
79619,79626,,
79613,79626,,
79977,79973,,
79877,79973,,
89277,79973,,
71926,79973,,
71839,79973,,
79739,79973,,
78883,79973,,
79823,79973,,
79879,79973,,
81226,79973,,
71826,79973,,
89963,79973,,
71823,79973,,
71833,79973,,
82589,82586,,
82583,82586,,
82897,82586,,
82387,82586,,
84133,84139,,
85273,85279,,
86157,86236,,
76746,86236,,
76747,86236,,
86237,86236,,
86276,86236,,
86157,86237,,
86236,86237,,
86276,86237,,
86967,86943,,
86949,86943,,
96186,86943,,
97259,87956,,
97253,87956,,
97256,87956,,
97157,87956,,
21806,88289,,
21807,88289,,
88973,88976,,
79977,88976,,
79877,88976,,
11726,88976,,
99396,88976,,
81926,88976,,
89869,88976,,
71926,88976,,
88977,88976,,
78883,88976,,
79823,88976,,
87799,88976,,
91223,88976,,
81226,88976,,
89913,88976,,
89963,88976,,
99157,88976,,
99496,88976,,
88586,88976,,
18539,88976,,
88993,89926,,
79977,89963,,
79877,89963,,
99396,89963,,
89277,89963,,
81926,89963,,
89869,89963,,
99357,89963,,
81726,89963,,
71926,89963,,
81929,89963,,
89839,89963,,
81226,89963,,
98833,89963,,
99157,89963,,
99496,89963,,
99347,89963,,
91666,91667,,
99357,91667,,
99496,91667,,
91766,91827,,
62787,91827,,
99689,91827,,
92743,91827,,
82933,92129,,
81659,92129,,
82913,92129,,
92329,92323,,
84859,94156,,
84853,94156,,
95319,95423,,
94487,95423,,
95619,95613,,
95176,95613,,
95517,95613,,
95899,95893,,
97777,97679,,
97673,97679,,
97746,97937,,
97757,97937,,
17136,97937,,
20406,97937,,
20407,97937,,
98729,98527,,
98723,98527,,
99457,99256,,
89957,99256,,
99243,99256,,
99249,99256,,
91766,99683,,
99689,99683,,
91827,99683,,
99917,99816,,
99929,99816,,
99923,99816,,
99899,99893,,
91816,99893,,
91817,99893,,
56239,56127,,
56227,56127,,
56126,56127,,
56477,56127,,
57523,56127,,
45766,56127,,
45987,56127,,
45426,56127,,
56489,56127,,
33343,33339,,
33339,33343,,
28763,27283,,
28696,27283,,
28779,27283,,
45427,45317,,
45426,45317,,
19449,11429,,
97777,97673,,
96899,97673,,
97679,97673,,
88973,99157,,
99396,99157,,
89277,99157,,
89869,99157,,
99357,99157,,
81726,99157,,
88977,99157,,
81929,99157,,
81226,99157,,
88976,99157,,
89963,99157,,
99496,99157,,
99347,99157,,
65976,65767,,
65753,65767,,
56239,56426,,
56227,56426,,
92229,91616,,
99353,91616,,
54539,54663,,
28763,28533,,
28696,28533,,
28779,28533,,
49516,49529,,
59416,49529,,
49916,49529,,
49116,49529,,
39716,49529,,
39817,49529,,
48197,49529,,
48897,49529,,
49517,49529,,
67273,57643,,
67179,57643,,
74587,74896,,
74797,74896,,
75723,74896,,
46579,46639,,
46573,46639,,
84139,84133,,
46526,46427,,
26749,26743,,
44679,44796,,
44683,44796,,
44797,44796,,
45723,44796,,
45729,44796,,
44679,44797,,
44683,44797,,
44796,44797,,
45723,44797,,
45729,44797,,
16289,96897,,
16383,96897,,
67179,64547,,
55663,56729,,
55419,56729,,
67179,56729,,
56653,56729,,
55663,56653,,
67273,56653,,
49587,49676,,
49676,49587,,
65566,65289,,
65627,65289,,
72269,47697,,
72263,47697,,
72269,47696,,
56383,56497,,
56389,56497,,
92776,92887,,
12177,92887,,
12176,92887,,
97259,97157,,
97253,97157,,
97256,97157,,
87956,97157,,
92129,82933,,
81659,82933,,
82913,82933,,
23217,23216,,
23216,23217,,
97116,97117,,
94516,97117,,
49977,59196,,
49989,59196,,
59173,59196,,
99166,92916,,
71559,71566,,
71243,71566,,
11727,11737,,
11726,11737,,
11569,11737,,
11736,11737,,
11717,11737,,
14387,14586,,
14396,14586,,
14396,14587,,
78797,78896,,
89123,78896,,
89483,78896,,
89489,78896,,
79919,78896,,
78769,78896,,
88497,78896,,
78693,78896,,
78549,78896,,
68996,68983,,
21769,21757,,
21763,21757,,
21997,21757,,
21756,21757,,
59839,59516,,
32169,32156,,
32163,32156,,
32257,32156,,
32266,32156,,
32253,32156,,
32256,32156,,
32166,32156,,
32167,32156,,
32179,32156,,
32169,32257,,
32163,32257,,
42237,32257,,
32156,32257,,
32266,32257,,
32253,32257,,
32256,32257,,
32166,32257,,
32167,32257,,
32179,32257,,
32169,32266,,
42237,32266,,
42146,32266,,
32156,32266,,
32257,32266,,
32253,32266,,
32256,32266,,
32166,32266,,
32167,32266,,
32179,32266,,
32169,32253,,
