from_stop_id,to_stop_id,transfer_type,min_transfer_time
86276,86157,,
56136,56137,,
46936,56137,,
46949,56137,,
56143,56137,,
49989,49977,,
59173,49977,,
49986,49977,,
59196,49977,,
91359,91356,,
91393,91356,,
91457,91356,,
77537,77336,,
45219,45229,,
45417,45229,,
45416,45229,,
45316,45229,,
45217,45229,,
45213,45229,,
36713,36719,,
36913,35989,,
35989,36913,,
25393,36913,,
36719,36713,,
16943,36713,,
77336,77537,,
77723,77537,,
91356,91359,,
91393,91359,,
91457,91359,,
42989,52197,,
52183,52197,,
52196,52197,,
69419,69413,,
22006,69413,,
22007,69413,,
53113,53119,,
95176,95619,,
95613,95619,,
95517,95619,,
76853,76859,,
76859,76853,,
62196,62187,,
62183,62187,,
93837,93756,,
58489,58483,,
23933,23929,,
23939,23929,,
88973,79126,,
76647,79126,,
79877,79126,,
89869,79126,,
68767,79126,,
68547,79126,,
79487,79126,,
71926,79126,,
79486,79126,,
78883,79126,,
79257,79126,,
87799,79126,,
79266,79126,,
81226,79126,,
68776,79126,,
68887,79126,,
88976,79126,,
89963,79126,,
88586,79126,,
58483,58489,,
93756,93837,,
21406,28433,,
21407,28433,,
21406,28349,,
21407,28349,,
91219,99193,,
91216,99193,,
91117,99193,,
89869,81926,,
81726,81926,,
81929,81926,,
91139,81926,,
91223,81926,,
81226,81926,,
53261,81926,,
91277,81926,,
91186,81926,,
89963,81926,,
99496,81926,,
74853,74857,,
74856,74857,,
74859,74857,,
99193,91219,,
91216,91219,,
91117,91219,,
49547,49533,,
22206,49533,,
22207,49533,,
49547,49539,,
22206,49539,,
22207,49539,,
42237,42219,,
42146,42219,,
42329,42219,,
29653,42219,,
31853,42219,,
32253,42219,,
32166,42219,,
32167,42219,,
41116,42219,,
10503,42219,,
10509,42219,,
33343,33136,,
21193,12947,,
22396,12947,,
31256,22386,,
22377,22386,,
22387,22386,,
21193,22386,,
22396,22386,,
94549,54641,,
79977,89869,,
89277,89869,,
81926,89869,,
99357,89869,,
81726,89869,,
71926,89869,,
89839,89869,,
91139,89869,,
81226,89869,,
89963,89869,,
99157,89869,,
99496,89869,,
99347,89869,,
41556,41657,,
41553,41657,,
41559,41657,,
97253,97259,,
97256,97259,,
87956,97259,,
97157,97259,,
47746,47549,,
47543,47549,,
47546,47549,,
47547,47549,,
79619,79627,,
79613,79627,,
82589,82897,,
82583,82897,,
82586,82897,,
62153,53976,,
53977,53976,,
36296,36277,,
36586,36277,,
36357,36277,,
36436,36277,,
36397,36277,,
37116,36277,,
48723,48729,,
48626,48729,,
48727,48729,,
23626,23627,,
23543,23627,,
23427,23627,,
23549,23627,,
39163,39167,,
39169,39167,,
25549,25447,,
25543,25447,,
25446,25447,,
95619,95176,,
95613,95176,,
89123,78797,,
89483,78797,,
89489,78797,,
79919,78797,,
78769,78797,,
88496,78797,,
78996,78797,,
69716,78797,,
69717,78797,,
88497,78797,,
78693,78797,,
78896,78797,,
79117,78797,,
78549,78797,,
35739,35613,,
95423,95319,,
94487,95319,,
35613,35739,,
15256,95899,,
95893,95899,,
63826,62787,,
97259,97253,,
97256,97253,,
87956,97253,,
97157,97253,,
58279,58263,,
58367,58263,,
58376,58263,,
26526,26727,,
88887,98249,,
98346,98249,,
88846,98249,,
98467,98249,,
99223,98249,,
99929,99917,,
99923,99917,,
99816,99917,,
98729,98723,,
98527,98723,,
26736,26739,,
26426,26739,,
26637,26739,,
26733,26739,,
26783,26789,,
20306,26789,,
20307,26789,,
55373,45467,,
73129,62983,,
62769,62983,,
41196,31997,,
41189,31997,,
41183,31997,,
11449,19677,,
19676,19677,,
19783,19677,,
11527,19677,,
59736,59737,,
59827,59737,,
59737,59736,,
59827,59736,,
11449,19676,,
19677,19676,,
19783,19676,,
11527,19676,,
31997,41196,,
41189,41196,,
41183,41196,,
64986,64987,,
64993,64987,,
55426,55427,,
55413,55427,,
55419,55427,,
55427,55426,,
55413,55426,,
55419,55426,,
64987,64986,,
64993,64986,,
86969,86967,,
86949,86967,,
86893,86967,,
86943,86967,,
96186,86967,,
56183,56189,,
11137,56189,,
12177,92776,,
12176,92776,,
92887,92776,,
56189,56183,,
56186,56183,,
56387,56183,,
11137,56183,,
67159,67153,,
66477,67153,,
66596,67153,,
66496,67153,,
14396,14387,,
14586,14387,,
14587,14387,,
28763,28696,,
28779,28696,,
28136,28696,,
28137,28696,,
29933,28696,,
29939,28696,,
27283,28696,,
28533,28696,,
61623,61736,,
61539,61736,,
61736,61623,,
61539,61623,,
28763,28779,,
28696,28779,,
28656,28779,,
28136,28779,,
28137,28779,,
29933,28779,,
29939,28779,,
27289,28779,,
29436,28779,,
29327,28779,,
27283,28779,,
28533,28779,,
14387,14396,,
14586,14396,,
14587,14396,,
99499,89986,,
99593,89986,,
92323,92329,,
99499,91237,,
99593,91237,,
91227,91237,,
74586,75223,,
74577,75223,,
46276,46253,,
46257,46253,,
46269,46253,,
89576,89787,,
89787,89576,,
83976,83887,,
57636,57637,,
57637,57636,,
28389,28476,,
28383,28476,,
28387,28476,,
83887,83976,,
32617,31693,,
78949,78943,,
85756,85757,,
78943,78949,,
92887,12177,,
52646,52213,,
52236,52213,,
52237,52213,,
72356,72357,,
72457,72357,,
72466,72357,,
72457,72356,,
92887,12176,,
12449,12453,,
11867,12453,,
11896,12453,,
16327,16336,,
16336,16327,,
61613,69173,,
69179,69173,,
46186,46183,,
84853,84859,,
94156,84859,,
84859,84853,,
94156,84853,,
28113,27199,,
24116,24117,,
24117,24116,,
27199,28113,,
27757,27653,,
27636,27653,,
26793,27653,,
27639,27653,,
22153,22177,,
22189,22177,,
22346,22177,,
33433,33213,,
33229,33213,,
86883,86926,,
86927,86926,,
56239,47947,,
56227,47947,,
57887,47947,,
56477,47947,,
57523,47947,,
56489,47947,,
57553,47947,,
47846,47947,,
44683,54267,,
78797,89123,,
78896,89123,,
78797,89483,,
78896,89483,,
15516,14593,,
15517,14593,,
43553,43447,,
43559,43447,,
56239,46337,,
56227,46337,,
56239,46637,,
56227,46637,,
56239,56427,,
56227,56427,,
56239,55887,,
56227,55887,,
81226,72396,,
63697,63696,,
29279,63696,,
59757,59856,,
82127,82126,,
71599,72486,,
55493,56616,,
72487,82127,,
82126,82127,,
82227,82127,,
72746,82127,,
82127,82227,,
19157,99867,,
19176,99867,,
59856,59757,,
59636,59757,,
99223,99217,,
54556,54647,,
63696,63697,,
65753,65976,,
65167,65146,,
56239,56126,,
56227,56126,,
56477,56126,,
57523,56126,,
45766,56126,,
45987,56126,,
45426,56126,,
56489,56126,,
56127,56126,,
56239,46636,,
56227,46636,,
43553,43446,,
43559,43446,,
15516,14499,,
15517,14499,,
78797,89489,,
78896,89489,,
78797,79919,,
78896,79919,,
78797,78769,,
78896,78769,,
95659,95646,,
95653,95646,,
69826,69919,,
35973,45276,,
35889,45276,,
35976,45276,,
35977,45276,,
32456,32259,,
32357,32259,,
11726,11569,,
11967,11569,,
11367,11569,,
11269,11569,,
11866,11569,,
11717,11569,,
79877,78899,,
78887,78899,,
79823,78899,,
81226,78899,,
25929,25916,,
25923,25916,,
14593,15516,,
14499,15516,,
75637,75636,,
65283,65566,,
65289,65566,,
33636,33627,,
65283,65627,,
65289,65627,,
14593,15517,,
14499,15517,,
25929,25917,,
25923,25917,,
67516,67517,,
78116,78117,,
11967,11367,,
11569,11367,,
11269,11367,,
11866,11367,,
32357,32267,,
32456,32463,,
69826,69913,,
69827,69913,,
95659,95647,,
95653,95647,,
51536,51649,,
78533,77683,,
77459,77683,,
86639,86883,,
86927,86883,,
87799,87993,,
88913,87993,,
12976,66976,,
12993,66976,,
27959,27947,,
27953,27947,,
79126,68767,,
68776,68767,,
68887,68767,,
86883,86639,,
61636,86639,,
61637,86639,,
60019,86639,,
60029,86639,,
60027,86639,,
78533,77689,,
78519,77689,,
86943,86949,,
97673,96899,,
99917,99929,,
99816,99929,,
93296,94429,,
79977,71726,,
79877,71726,,
71926,71726,,
71839,71726,,
79823,71726,,
81226,71726,,
72643,71726,,
56489,57566,,
57553,57566,,
37759,37746,,
37773,37746,,
27959,27946,,
27953,27946,,
97259,97256,,
97253,97256,,
87956,97256,,
97157,97256,,
47546,47747,,
37759,37747,,
37773,37747,,
47947,57887,,
79126,68547,,
68887,68547,,
79977,79487,,
79877,79487,,
79126,79487,,
71926,79487,,
79486,79487,,
79477,79487,,
71839,79487,,
78883,79487,,
79823,79487,,
81226,79487,,
68887,79487,,
88586,79487,,
92399,92453,,
81226,92453,,
54751,92453,,
99496,92453,,
94429,93296,,
94549,93296,,
93287,93296,,
84746,93296,,
83819,93296,,
95783,96823,,
95789,96823,,
99917,99923,,
99816,99923,,
93977,93993,,
89926,88993,,
59326,59329,,
59327,59329,,
21357,21356,,
99986,11216,,
11219,11216,,
11223,11216,,
19397,11216,,
19197,11216,,
11216,99986,,
11219,99986,,
11223,99986,,
91957,99986,,
19397,99986,,
57961,99986,,
99496,99986,,
81226,61866,,
58196,59156,,
39849,39756,,
39843,39756,,
28993,29956,,
99457,99656,,
49657,49656,,
49653,49656,,
49659,49656,,
49657,19456,,
19257,19457,,
49657,19457,,
19257,49657,,
49656,49657,,
19456,49657,,
19457,49657,,
49653,49657,,
49659,49657,,
19256,49657,,
99243,89957,,
99249,89957,,
99256,89957,,
99457,99657,,
28993,29957,,
38796,39557,,
38497,39557,,
39849,39747,,
39843,39747,,
48297,49257,,
48696,49647,,
58196,49957,,
58996,59867,,
81226,61867,,
61986,61987,,
61997,61987,,
81226,61987,,
79877,71237,,
71236,71237,,
81226,71237,,
99396,99357,,
99586,99357,,
81226,99357,,
89963,99357,,
99157,99357,,
99496,99357,,
99579,99357,,
58416,58413,,
57397,58333,,
58357,58363,,
19677,19783,,
19676,19783,,
19677,11527,,
19676,11527,,
19287,11527,,
79977,81726,,
99396,81726,,
81926,81726,,
89869,81726,,
71926,81726,,
81929,81726,,
91139,81726,,
91223,81726,,
81226,81726,,
89913,81726,,
53261,81726,,
91186,81726,,
89963,81726,,
99157,81726,,
99496,81726,,
99347,81726,,
79977,71926,,
79877,71926,,
89277,71926,,
89869,71926,,
71726,71926,,
79487,71926,,
81726,71926,,
79486,71926,,
71839,71926,,
78887,71926,,
78883,71926,,
79823,71926,,
79879,71926,,
79257,71926,,
79266,71926,,
81226,71926,,
71826,71926,,
98833,71926,,
79973,71926,,
89963,71926,,
71823,71926,,
88586,71926,,
71833,71926,,
57989,71926,,
79977,79486,,
79877,79486,,
79126,79486,,
79487,79486,,
71926,79486,,
79477,79486,,
71839,79486,,
78883,79486,,
79823,79486,,
79257,79486,,
81226,79486,,
68887,79486,,
88586,79486,,
79877,71236,,
71237,71236,,
81226,71236,,
61987,61986,,
61997,61986,,
81226,61986,,
52227,52226,,
31867,31766,,
31639,31766,,
23619,23613,,
95963,95969,,
94323,94519,,
94329,94519,,
93856,94519,,
93599,94519,,
23613,23619,,
52226,52227,,
52437,52227,,
61987,61997,,
61986,61997,,
81226,61997,,
79877,79477,,
79487,79477,,
79486,79477,,
81226,79477,,
93356,93257,,
92483,93257,,
16383,16289,,
96897,16289,,
36997,47226,,
39726,39729,,
35889,36829,,
36823,36829,,
35377,35176,,
25473,25479,,
11569,11269,,
11367,11269,,
11263,11269,,
91957,11269,,
11866,11269,,
57961,11269,,
11216,11219,,
99986,11219,,
11223,11219,,
19397,11219,,
19197,11219,,
99396,99586,,
99357,99586,,
81226,99586,,
99496,99586,,
63947,63946,,
64127,64126,,
35557,35646,,
26627,26626,,
17527,17626,,
88587,88546,,
68496,68536,,
68497,68536,,
97529,97556,,
77696,77787,,
78643,77787,,
78449,77787,,
97529,97557,,
97523,97557,,
27653,27757,,
27636,27757,,
27639,27757,,
78166,78197,,
88546,88587,,
98249,88887,,
98346,88887,,
88846,88887,,
98467,88887,,
97363,88887,,
99223,88887,,
17716,16977,,
35276,35277,,
63946,63947,,
71997,72727,,
71839,72727,,
72646,72727,,
81226,72727,,
72643,72727,,
11269,11263,,
91957,11263,,
57961,11263,,
12559,12553,,
12553,13823,,
25479,25473,,
25286,25473,,
39726,39723,,
39627,39723,,
32767,33743,,
58413,57397,,
16289,16383,,
96897,16383,,
16319,16383,,
25723,25736,,
18539,17866,,
79877,81526,,
81226,81526,,
99496,81526,,
27653,27636,,
27757,27636,,
27639,27636,,
79877,71997,,
81226,71997,,
49439,71997,,
79977,71839,,
79877,71839,,
89277,71839,,
71726,71839,,
79487,71839,,
71926,71839,,
79486,71839,,
79823,71839,,
79879,71839,,
79257,71839,,
79266,71839,,
81226,71839,,
71826,71839,,
79973,71839,,
71823,71839,,
71833,71839,,
57989,71839,,
88973,88977,,
89869,88977,,
99586,88977,,
88953,88977,,
81226,88977,,
89913,88977,,
88976,88977,,
99157,88977,,
99496,88977,,
97773,98567,,
25723,25727,,
25729,25727,,
71839,72646,,
81226,72646,,
72643,72646,,
54267,54276,,
44679,54276,,
44683,54276,,
45137,45136,,
26357,26366,,
16977,17716,,
17157,17266,,
98467,98526,,
98249,98346,,
88887,98346,,
88846,98346,,
98467,98346,,
97363,98346,,
99223,98346,,
98249,88846,,
88887,88846,,
98346,88846,,
98467,88846,,
99223,88846,,
79517,78366,,
68577,78166,,
78197,78166,,
68577,68496,,
59757,59836,,
43687,43796,,
43696,43796,,
44567,44566,,
27937,37466,,
37657,38326,,
38826,38326,,
38847,38326,,
75723,74296,,
74589,74296,,
17323,17426,,
17323,17327,,
17339,17327,,
74896,74797,,
27937,38327,,
38826,38327,,
27936,38327,,
38847,38327,,
38847,37467,,
44566,44567,,
43796,43687,,
43696,43687,,
53197,43687,,
59757,59647,,
68536,68497,,
98249,98467,,
88887,98467,,
98526,98467,,
98346,98467,,
88846,98467,,
97363,98467,,
99223,98467,,
17266,17157,,
17626,17527,,
26366,26357,,
26626,26627,,
26616,26627,,
35646,35557,,
45136,45137,,
64126,64127,,
84439,84569,,
84623,84569,,
36163,36169,,
23239,22269,,
22263,22269,,
22267,22269,,
13266,22269,,
29226,29119,,
54641,94549,,
93296,94549,,
99396,81929,,
81926,81929,,
89869,81929,,
81726,81929,,
91139,81929,,
91223,81929,,
81226,81929,,
89963,81929,,
99157,81929,,
99496,81929,,
41926,59483,,
51317,59483,,
59483,41926,,
59483,51317,,
59489,51317,,
29427,29226,,
22269,22263,,
22267,22263,,
13266,22263,,
48217,48223,,
36169,36163,,
79877,91383,,
99396,91383,,
81926,91383,,
99357,91383,,
91276,91383,,
91139,91383,,
81226,91383,,
53261,91383,,
91277,91383,,
70941,91383,,
91186,91383,,
99496,91383,,
31206,29993,,
55427,55413,,
55426,55413,,
55419,55413,,
56729,55663,,
56653,55663,,
57643,67273,,
69126,69113,,
69127,69113,,
59516,69113,,
69179,61613,,
39329,39433,,
22559,22643,,
22643,22559,,
39433,39329,,
38297,39329,,
75493,75497,,
75886,75497,,
92397,92399,,
89869,89839,,
81226,89839,,
89913,89839,,
89963,89839,,
99496,89839,,
88777,89839,,
22836,22729,,
22727,22729,,
21239,21349,,
21233,21349,,
55427,55419,,
55426,55419,,
55413,55419,,
56729,55419,,
64176,64173,,
64177,64173,,
64976,74183,,
78819,77893,,
77879,77893,,
81226,77893,,
79619,78653,,
79613,78653,,
79619,79653,,
79613,79653,,
72667,72633,,
79613,79659,,
79613,78659,,
92399,92397,,
76759,76719,,
76647,76719,,
64476,64969,,
19507,11249,,
22836,22723,,
22727,22723,,
33213,33223,,
33219,33433,,
54289,54283,,
54293,54283,,
54416,54283,,
22106,59533,,
22107,59533,,
56239,55963,,
56227,55963,,
89726,89713,,
89727,89713,,
67737,67776,,
89726,89719,,
89727,89719,,
93296,93287,,
79977,79739,,
79877,79739,,
78889,79739,,
78887,79739,,
79823,79739,,
79879,79739,,
81226,79739,,
79973,79739,,
76427,76216,,
65467,65466,,
56239,55969,,
56227,55969,,
22106,59539,,
22107,59539,,
54289,54299,,
54293,54299,,
54416,54299,,
33213,33229,,
33219,33229,,
57643,67179,,
56653,67179,,
19507,11236,,
11206,11236,,
11216,11223,,
99986,11223,,
11219,11223,,
91957,11223,,
19397,11223,,
57961,11223,,
19197,11223,,
55376,55373,,
59326,59323,,
59327,59323,,
58277,58379,,
58357,58379,,
58416,58419,,
57397,58419,,
12553,12559,,
58957,58956,,
93953,93946,,
93959,93946,,
81939,81949,,
89313,89316,,
89327,89316,,
84146,84129,,
84137,84129,,
72737,72736,,
42627,42626,,
25447,25549,,
25446,25549,,
22336,22349,,
22337,22349,,
28163,28169,,
28166,28169,,
92993,92999,,
95383,95289,,
95386,95289,,
95383,95269,,
95386,95269,,
88986,92229,,
91256,92229,,
91616,92229,,
98547,99513,,
91616,92283,,
95289,95383,,
95269,95383,,
95386,95383,,
16943,16633,,
16949,16633,,
22336,22343,,
22337,22343,,
25447,25543,,
25446,25543,,
45426,45427,,
45317,45427,,
45226,45427,,
56239,56477,,
56227,56477,,
47947,56477,,
56126,56477,,
56127,56477,,
47846,56477,,
56239,57523,,
56227,57523,,
47947,57523,,
56126,57523,,
56127,57523,,
47846,57523,,
79877,89377,,
89277,89377,,
81526,89377,,
81226,89377,,
99496,89377,,
42626,42627,,
52936,52937,,
62726,62727,,
72736,72737,,
84146,84123,,
84137,84123,,
89316,89313,,
89327,89313,,
81939,81943,,
93953,93947,,
93959,93947,,
58956,58957,,
26557,26336,,
26559,26336,,
15887,15886,,
15447,15446,,
63876,63366,,
63877,63366,,
79877,78889,,
78899,78889,,
78887,78889,,
78883,78889,,
79823,78889,,
81226,78889,,
78897,78889,,
88586,78889,,
78117,78116,,
67517,67516,,
56239,45766,,
56227,45766,,
56126,45766,,
45959,45766,,
45983,45766,,
56127,45766,,
99213,99729,,
99629,99729,,
10209,99729,,
10203,99729,,
46959,46966,,
56257,46966,,
85799,86456,,
76257,76346,,
76159,76346,,
55446,55766,,
95336,95589,,
95343,95589,,
95589,95336,,
95343,95336,,
95139,95336,,
95527,95336,,
55766,55657,,
55446,55657,,
76346,76257,,
76159,76257,,
85799,86647,,
75836,87113,,
75833,87113,,
87119,87113,,
87673,87113,,
99729,99943,,
99213,99943,,
99629,99943,,
98947,99943,,
10209,99943,,
10203,99943,,
56239,56847,,
56227,56847,,
56846,56847,,
66376,66487,,
67866,67867,,
11367,91957,,
99986,91957,,
11269,91957,,
11263,91957,,
11223,91957,,
57961,91957,,
99496,91957,,
19197,91957,,
21357,21377,,
32259,32557,,
63876,63567,,
63876,63987,,
15446,15447,,
15886,15887,,
26559,26867,,
69129,68197,,
69213,69216,,
84129,84146,,
84123,84146,,
84129,84137,,
84123,84137,,
93833,93866,,
93839,93866,,
23753,23966,,
23759,23966,,
62727,62726,,
62427,62426,,
52627,52626,,
79877,78466,,
78347,78466,,
81226,78466,,
67867,67866,,
66487,66376,,
10103,11669,,
22506,11319,,
22507,11319,,
