block_group,B08301_001E,B08301_002E,B08301_003E,B08301_004E,B08301_011E,B08301_021E
480291817113,1620.0,1549.0,1398.0,151.0,0.0,71.0
480291817153,789.0,757.0,474.0,283.0,0.0,32.0
480291817162,839.0,839.0,583.0,256.0,0.0,0.0
480291817163,1579.0,1512.0,1409.0,103.0,6.0,61.0
480291817164,679.0,669.0,596.0,73.0,0.0,10.0
480291817183,945.0,907.0,845.0,62.0,0.0,38.0
480291817201,2233.0,1902.0,1686.0,216.0,8.0,246.0
480291817202,388.0,339.0,265.0,74.0,12.0,37.0
480291817211,1248.0,1126.0,953.0,173.0,0.0,108.0
480291817212,989.0,859.0,748.0,111.0,110.0,7.0
480291817231,963.0,915.0,863.0,52.0,0.0,42.0
480291817221,1137.0,1014.0,919.0,95.0,0.0,111.0
480291817222,794.0,736.0,676.0,60.0,1.0,57.0
480291817223,930.0,851.0,757.0,94.0,0.0,79.0
480291817232,513.0,504.0,493.0,11.0,0.0,9.0
480291817233,1076.0,993.0,836.0,157.0,21.0,62.0
480291817241,1566.0,1433.0,1306.0,127.0,0.0,128.0
480291817242,1229.0,1150.0,1023.0,127.0,0.0,79.0
480291817251,1101.0,1036.0,944.0,92.0,65.0,0.0
480291817261,1079.0,1022.0,934.0,88.0,0.0,45.0
480291817262,1826.0,1727.0,1554.0,173.0,0.0,99.0
480291817271,1576.0,1447.0,1371.0,76.0,32.0,48.0
480291817272,463.0,374.0,325.0,49.0,0.0,72.0
480291817282,2278.0,1952.0,1721.0,231.0,16.0,222.0
480291817291,4746.0,4364.0,3878.0,486.0,14.0,368.0
480291817302,1424.0,1248.0,1121.0,127.0,0.0,176.0
480291817311,981.0,966.0,898.0,68.0,0.0,15.0
480291817313,1185.0,1084.0,997.0,87.0,0.0,31.0
480291817314,964.0,902.0,794.0,108.0,2.0,60.0
480291818131,1621.0,1447.0,1288.0,159.0,16.0,128.0
480291818133,1360.0,1056.0,971.0,85.0,154.0,36.0
480291818141,2465.0,2299.0,2105.0,194.0,0.0,58.0
480291818151,558.0,505.0,480.0,25.0,0.0,48.0
480291818152,1266.0,1042.0,992.0,50.0,0.0,25.0
480291818162,1762.0,1559.0,1425.0,134.0,22.0,137.0
480291818171,1257.0,1188.0,1084.0,104.0,0.0,46.0
480291818181,1012.0,851.0,836.0,15.0,17.0,91.0
480291818182,825.0,722.0,697.0,25.0,0.0,49.0
480291818191,574.0,574.0,520.0,54.0,0.0,0.0
480291818192,3257.0,2943.0,2798.0,145.0,49.0,220.0
480291818202,3090.0,2368.0,2242.0,126.0,167.0,112.0
480291818211,513.0,474.0,428.0,46.0,0.0,39.0
480291818221,678.0,621.0,559.0,62.0,0.0,35.0
480291818222,796.0,764.0,689.0,75.0,0.0,32.0
480291818231,2066.0,1605.0,1517.0,88.0,46.0,252.0
480291818241,661.0,591.0,546.0,45.0,12.0,32.0
480291912012,890.0,829.0,772.0,57.0,0.0,39.0
480291910064,715.0,642.0,460.0,182.0,68.0,0.0
480291912011,671.0,564.0,525.0,39.0,91.0,16.0
480291912021,613.0,513.0,444.0,69.0,0.0,74.0
480291912022,1026.0,959.0,927.0,32.0,24.0,0.0
480291912023,289.0,275.0,275.0,0.0,0.0,14.0
480291912024,587.0,526.0,526.0,0.0,0.0,34.0
480291913031,993.0,899.0,813.0,86.0,0.0,42.0
480291913041,380.0,348.0,342.0,6.0,0.0,0.0
480291913042,957.0,755.0,499.0,256.0,98.0,10.0
480291914062,961.0,821.0,811.0,10.0,0.0,125.0
480291914063,841.0,754.0,715.0,39.0,0.0,71.0
480291914082,682.0,634.0,486.0,148.0,19.0,6.0
480291914101,731.0,677.0,634.0,43.0,54.0,0.0
480291914102,1503.0,1415.0,1307.0,108.0,54.0,34.0
480291914103,1138.0,934.0,892.0,42.0,187.0,0.0
480291914111,1031.0,972.0,898.0,74.0,35.0,0.0
480291914112,1860.0,1601.0,1570.0,31.0,0.0,199.0
480291818242,1368.0,1353.0,1170.0,183.0,2.0,13.0
480291818251,955.0,920.0,860.0,60.0,0.0,19.0
480291818252,1880.0,1660.0,1493.0,167.0,0.0,136.0
480291818261,1116.0,1020.0,984.0,36.0,0.0,78.0
480291818262,1599.0,1498.0,1201.0,297.0,0.0,80.0
480291818263,701.0,597.0,566.0,31.0,0.0,104.0
480291818264,866.0,845.0,732.0,113.0,0.0,21.0
480291819011,1900.0,1448.0,1366.0,82.0,144.0,0.0
480291819012,1683.0,1555.0,1306.0,249.0,18.0,82.0
480291819021,3065.0,2545.0,2237.0,308.0,0.0,506.0
480291819022,1332.0,1215.0,1141.0,74.0,0.0,104.0
480291820011,1155.0,1098.0,1033.0,65.0,0.0,41.0
480291820012,1768.0,1628.0,1410.0,218.0,0.0,140.0
480291820021,2525.0,2189.0,2021.0,168.0,0.0,322.0
480291820023,1748.0,1625.0,1379.0,246.0,0.0,112.0
480291820032,972.0,878.0,832.0,46.0,0.0,94.0
480291821012,758.0,665.0,633.0,32.0,0.0,74.0
480291821022,994.0,842.0,776.0,66.0,0.0,152.0
480291821023,1915.0,1731.0,1580.0,151.0,0.0,184.0
480291821061,1761.0,1554.0,1399.0,155.0,0.0,176.0
480291918142,1184.0,1084.0,949.0,135.0,0.0,88.0
480291918151,1375.0,1242.0,1150.0,92.0,0.0,105.0
480291918161,694.0,615.0,604.0,11.0,0.0,51.0
480291918162,486.0,460.0,460.0,0.0,0.0,26.0
480291918172,1648.0,1519.0,1264.0,255.0,0.0,129.0
480291919001,366.0,297.0,262.0,35.0,41.0,19.0
480291919003,346.0,190.0,136.0,54.0,73.0,54.0
480291919004,211.0,178.0,169.0,9.0,0.0,33.0
480291920001,867.0,653.0,618.0,35.0,2.0,67.0
480291920002,807.0,676.0,470.0,206.0,76.0,0.0
480291920004,261.0,224.0,224.0,0.0,0.0,15.0
480291920005,212.0,152.0,109.0,43.0,40.0,0.0
480291921002,551.0,541.0,525.0,16.0,0.0,10.0
480291922001,821.0,799.0,706.0,93.0,22.0,0.0
480291923001,179.0,177.0,141.0,36.0,0.0,0.0
480291923002,1587.0,1490.0,1417.0,73.0,0.0,97.0
480291923003,539.0,488.0,488.0,0.0,0.0,51.0
480291923004,488.0,473.0,473.0,0.0,0.0,0.0
480299800011,0.0,0.0,0.0,0.0,0.0,0.0
480299800021,0.0,0.0,0.0,0.0,0.0,0.0
480299800031,696.0,316.0,298.0,18.0,47.0,159.0
480299800041,0.0,0.0,0.0,0.0,0.0,0.0
480299800051,8.0,8.0,8.0,0.0,0.0,0.0
480299801001,509.0,262.0,199.0,63.0,0.0,33.0
480291805033,1042.0,993.0,815.0,178.0,18.0,31.0
480291704011,466.0,427.0,401.0,26.0,22.0,17.0
480291914081,998.0,917.0,903.0,14.0,33.0,11.0
480291914091,2386.0,2091.0,1727.0,364.0,130.0,107.0
480291412006,571.0,512.0,410.0,102.0,0.0,59.0
480291412003,641.0,561.0,493.0,68.0,0.0,0.0
480291501002,898.0,855.0,699.0,156.0,16.0,17.0
480291407002,387.0,367.0,335.0,32.0,13.0,0.0
480291413002,1160.0,1114.0,972.0,142.0,26.0,20.0
480291414021,1543.0,1509.0,1336.0,173.0,0.0,10.0
480291806022,734.0,669.0,578.0,91.0,12.0,0.0
480291101003,717.0,488.0,467.0,21.0,7.0,12.0
480291211121,1056.0,999.0,858.0,141.0,48.0,9.0
480291519002,2217.0,2139.0,1835.0,304.0,0.0,39.0
480291409001,347.0,297.0,270.0,27.0,16.0,0.0
480291505011,356.0,356.0,323.0,33.0,0.0,0.0
480291505013,357.0,317.0,251.0,66.0,16.0,9.0
480291110001,425.0,350.0,326.0,24.0,65.0,0.0
480291204002,322.0,274.0,274.0,0.0,28.0,20.0
480291204006,126.0,125.0,124.0,1.0,1.0,0.0
480291204004,434.0,355.0,303.0,52.0,0.0,66.0
480291710005,184.0,176.0,156.0,20.0,0.0,0.0
480291710003,684.0,599.0,390.0,209.0,51.0,22.0
480291717005,449.0,415.0,376.0,39.0,0.0,34.0
480291213004,705.0,633.0,500.0,133.0,43.0,29.0
480291215012,1063.0,1049.0,856.0,193.0,0.0,14.0
480291215073,562.0,492.0,442.0,50.0,34.0,26.0
480291312001,556.0,408.0,352.0,56.0,127.0,21.0
480291404003,529.0,456.0,336.0,120.0,73.0,0.0
480291101001,389.0,256.0,249.0,7.0,0.0,35.0
480291209023,1048.0,818.0,629.0,189.0,49.0,7.0
480291214032,583.0,550.0,408.0,142.0,0.0,3.0
480291216041,2097.0,1931.0,1735.0,196.0,0.0,63.0
480291216044,1036.0,949.0,937.0,12.0,0.0,87.0
480291207023,616.0,536.0,497.0,39.0,80.0,0.0
480291213002,527.0,495.0,425.0,70.0,0.0,0.0
480291703001,789.0,523.0,386.0,137.0,8.0,18.0
480291704022,524.0,464.0,444.0,20.0,51.0,9.0
480291704023,535.0,452.0,344.0,108.0,83.0,0.0
480291706002,588.0,473.0,390.0,83.0,86.0,0.0
480291707001,565.0,544.0,422.0,122.0,21.0,0.0
480291212041,751.0,661.0,644.0,17.0,75.0,15.0
480291212045,1222.0,1057.0,910.0,147.0,84.0,34.0
480291416001,1234.0,1195.0,903.0,292.0,0.0,26.0
480291215051,1370.0,1239.0,1151.0,88.0,67.0,54.0
480291403001,389.0,346.0,226.0,120.0,25.0,0.0
480291701013,497.0,459.0,328.0,131.0,38.0,0.0
480291718021,384.0,358.0,358.0,0.0,0.0,0.0
480291718024,370.0,370.0,318.0,52.0,0.0,0.0
480291507005,493.0,493.0,317.0,176.0,0.0,0.0
480291507002,486.0,398.0,363.0,35.0,47.0,0.0
480291507004,560.0,544.0,432.0,112.0,0.0,16.0
480291601002,756.0,688.0,574.0,114.0,15.0,12.0
480291813021,1396.0,1188.0,1132.0,56.0,86.0,9.0
480291815063,1036.0,833.0,719.0,114.0,108.0,0.0
480291809024,822.0,822.0,561.0,261.0,0.0,0.0
480291810032,534.0,534.0,534.0,0.0,0.0,0.0
480291810053,966.0,783.0,759.0,24.0,41.0,28.0
480291817152,721.0,709.0,520.0,189.0,0.0,12.0
480291203001,987.0,896.0,859.0,37.0,0.0,47.0
480291205011,351.0,285.0,273.0,12.0,0.0,66.0
480291205016,679.0,402.0,402.0,0.0,11.0,186.0
480291205017,749.0,590.0,345.0,245.0,66.0,20.0
480291211151,681.0,597.0,494.0,103.0,0.0,0.0
480291211173,775.0,702.0,616.0,86.0,28.0,45.0
480291815031,1734.0,1593.0,1529.0,64.0,22.0,32.0
480291215082,1072.0,893.0,730.0,163.0,179.0,0.0
