block_group,B24080_001E,B24080_001E_03,B24080_001E_06,B24080_001E_09,B24080_001E_10,B24080_001E_11,B24080_002E,B24080_003E,B24080_006E,B24080_009E_M,B24080_010E,B24080_011E,B24080_012E,B24080_013E,B24080_016E,B24080_019E_M,B24080_020E,B24080_021E
480291207022,325.0,233.0,37.0,41.0,14.0,0.0,72.0,17.0,0.0,41.0,14.0,0.0,253.0,216.0,37.0,0.0,0.0,0.0
480291213003,299.0,261.0,0.0,24.0,14.0,0.0,187.0,187.0,0.0,0.0,0.0,0.0,112.0,74.0,0.0,24.0,14.0,0.0
480291213001,1432.0,1185.0,28.0,151.0,68.0,0.0,745.0,627.0,0.0,97.0,21.0,0.0,687.0,558.0,28.0,54.0,47.0,0.0
480291703004,234.0,201.0,0.0,14.0,19.0,0.0,132.0,99.0,0.0,14.0,19.0,0.0,102.0,102.0,0.0,0.0,0.0,0.0
480291703002,147.0,113.0,14.0,0.0,20.0,0.0,104.0,78.0,6.0,0.0,20.0,0.0,43.0,35.0,8.0,0.0,0.0,0.0
480291703006,312.0,276.0,0.0,21.0,15.0,0.0,143.0,114.0,0.0,14.0,15.0,0.0,169.0,162.0,0.0,7.0,0.0,0.0
480291703005,727.0,621.0,44.0,55.0,7.0,0.0,522.0,438.0,44.0,33.0,7.0,0.0,205.0,183.0,0.0,22.0,0.0,0.0
480291703003,247.0,196.0,15.0,23.0,13.0,0.0,98.0,70.0,15.0,0.0,13.0,0.0,149.0,126.0,0.0,23.0,0.0,0.0
480291704024,257.0,246.0,11.0,0.0,0.0,0.0,148.0,148.0,0.0,0.0,0.0,0.0,109.0,98.0,11.0,0.0,0.0,0.0
480291704021,714.0,633.0,28.0,53.0,0.0,0.0,395.0,350.0,0.0,45.0,0.0,0.0,319.0,283.0,28.0,8.0,0.0,0.0
480291706001,675.0,461.0,108.0,93.0,13.0,0.0,354.0,283.0,31.0,34.0,6.0,0.0,321.0,178.0,77.0,59.0,7.0,0.0
480291706004,594.0,443.0,21.0,117.0,13.0,0.0,287.0,221.0,5.0,54.0,7.0,0.0,307.0,222.0,16.0,63.0,6.0,0.0
480291706003,618.0,493.0,36.0,81.0,8.0,0.0,329.0,289.0,0.0,40.0,0.0,0.0,289.0,204.0,36.0,41.0,8.0,0.0
480291707003,920.0,700.0,3.0,65.0,152.0,0.0,573.0,428.0,3.0,53.0,89.0,0.0,347.0,272.0,0.0,12.0,63.0,0.0
480291707002,462.0,325.0,28.0,52.0,57.0,0.0,219.0,162.0,0.0,0.0,57.0,0.0,243.0,163.0,28.0,52.0,0.0,0.0
480291212044,575.0,415.0,25.0,111.0,24.0,0.0,341.0,260.0,13.0,68.0,0.0,0.0,234.0,155.0,12.0,43.0,24.0,0.0
480291212043,483.0,368.0,0.0,115.0,0.0,0.0,180.0,180.0,0.0,0.0,0.0,0.0,303.0,188.0,0.0,115.0,0.0,0.0
480291404001,368.0,263.0,8.0,46.0,51.0,0.0,156.0,129.0,7.0,14.0,6.0,0.0,212.0,134.0,1.0,32.0,45.0,0.0
480291404002,631.0,414.0,65.0,91.0,53.0,8.0,378.0,278.0,9.0,41.0,42.0,8.0,253.0,136.0,56.0,50.0,11.0,0.0
480291504003,1334.0,1080.0,49.0,84.0,121.0,0.0,725.0,625.0,25.0,32.0,43.0,0.0,609.0,455.0,24.0,52.0,78.0,0.0
480291215052,357.0,228.0,17.0,66.0,46.0,0.0,156.0,108.0,0.0,48.0,0.0,0.0,201.0,120.0,17.0,18.0,46.0,0.0
480291403002,450.0,293.0,111.0,36.0,10.0,0.0,253.0,161.0,71.0,16.0,5.0,0.0,197.0,132.0,40.0,20.0,5.0,0.0
480291403003,503.0,428.0,0.0,28.0,47.0,0.0,247.0,191.0,0.0,9.0,47.0,0.0,256.0,237.0,0.0,19.0,0.0,0.0
480291520001,1130.0,874.0,59.0,86.0,111.0,0.0,630.0,495.0,7.0,42.0,86.0,0.0,500.0,379.0,52.0,44.0,25.0,0.0
480291701011,322.0,257.0,39.0,6.0,20.0,0.0,245.0,216.0,9.0,0.0,20.0,0.0,77.0,41.0,30.0,6.0,0.0,0.0
480291701012,666.0,524.0,52.0,22.0,68.0,0.0,383.0,320.0,13.0,0.0,50.0,0.0,283.0,204.0,39.0,22.0,18.0,0.0
480291718022,621.0,440.0,0.0,60.0,121.0,0.0,420.0,295.0,0.0,45.0,80.0,0.0,201.0,145.0,0.0,15.0,41.0,0.0
480291718025,340.0,325.0,0.0,0.0,15.0,0.0,125.0,125.0,0.0,0.0,0.0,0.0,215.0,200.0,0.0,0.0,15.0,0.0
480291718023,752.0,656.0,16.0,80.0,0.0,0.0,510.0,437.0,0.0,73.0,0.0,0.0,242.0,219.0,16.0,7.0,0.0,0.0
480291408004,231.0,179.0,14.0,32.0,6.0,0.0,116.0,84.0,0.0,32.0,0.0,0.0,115.0,95.0,14.0,0.0,6.0,0.0
480291408001,667.0,541.0,13.0,39.0,74.0,0.0,300.0,243.0,0.0,26.0,31.0,0.0,367.0,298.0,13.0,13.0,43.0,0.0
480291408005,755.0,713.0,24.0,18.0,0.0,0.0,392.0,362.0,12.0,18.0,0.0,0.0,363.0,351.0,12.0,0.0,0.0,0.0
480291408003,215.0,174.0,29.0,0.0,12.0,0.0,71.0,40.0,19.0,0.0,12.0,0.0,144.0,134.0,10.0,0.0,0.0,0.0
480291408002,600.0,505.0,30.0,9.0,56.0,0.0,405.0,321.0,30.0,9.0,45.0,0.0,195.0,184.0,0.0,0.0,11.0,0.0
480291505023,400.0,318.0,0.0,82.0,0.0,0.0,214.0,164.0,0.0,50.0,0.0,0.0,186.0,154.0,0.0,32.0,0.0,0.0
480291505022,611.0,496.0,0.0,79.0,36.0,0.0,399.0,335.0,0.0,28.0,36.0,0.0,212.0,161.0,0.0,51.0,0.0,0.0
480291505021,475.0,320.0,40.0,105.0,10.0,0.0,255.0,206.0,0.0,39.0,10.0,0.0,220.0,114.0,40.0,66.0,0.0,0.0
480291507006,137.0,72.0,15.0,13.0,37.0,0.0,60.0,24.0,0.0,13.0,23.0,0.0,77.0,48.0,15.0,0.0,14.0,0.0
480291507001,375.0,227.0,0.0,121.0,27.0,0.0,177.0,127.0,0.0,50.0,0.0,0.0,198.0,100.0,0.0,71.0,27.0,0.0
480291507003,886.0,741.0,0.0,18.0,127.0,0.0,414.0,370.0,0.0,0.0,44.0,0.0,472.0,371.0,0.0,18.0,83.0,0.0
480291601004,803.0,631.0,18.0,107.0,47.0,0.0,552.0,436.0,8.0,71.0,37.0,0.0,251.0,195.0,10.0,36.0,10.0,0.0
480291601003,423.0,408.0,6.0,0.0,9.0,0.0,313.0,304.0,0.0,0.0,9.0,0.0,110.0,104.0,6.0,0.0,0.0,0.0
480291601001,468.0,412.0,24.0,32.0,0.0,0.0,255.0,241.0,0.0,14.0,0.0,0.0,213.0,171.0,24.0,18.0,0.0,0.0
480291813023,1162.0,870.0,109.0,114.0,69.0,0.0,532.0,475.0,12.0,28.0,17.0,0.0,630.0,395.0,97.0,86.0,52.0,0.0
480291809021,444.0,341.0,16.0,54.0,33.0,0.0,276.0,203.0,0.0,40.0,33.0,0.0,168.0,138.0,16.0,14.0,0.0,0.0
480291809023,773.0,583.0,16.0,72.0,102.0,0.0,396.0,275.0,0.0,61.0,60.0,0.0,377.0,308.0,16.0,11.0,42.0,0.0
480291809022,748.0,484.0,43.0,187.0,34.0,0.0,101.0,85.0,0.0,0.0,16.0,0.0,647.0,399.0,43.0,187.0,18.0,0.0
480291809025,1048.0,754.0,69.0,138.0,87.0,0.0,428.0,297.0,0.0,73.0,58.0,0.0,620.0,457.0,69.0,65.0,29.0,0.0
480291810031,990.0,778.0,28.0,112.0,17.0,55.0,502.0,418.0,0.0,12.0,17.0,55.0,488.0,360.0,28.0,100.0,0.0,0.0
480291810051,935.0,879.0,0.0,19.0,37.0,0.0,592.0,553.0,0.0,11.0,28.0,0.0,343.0,326.0,0.0,8.0,9.0,0.0
480291810052,334.0,268.0,0.0,52.0,14.0,0.0,164.0,142.0,0.0,22.0,0.0,0.0,170.0,126.0,0.0,30.0,14.0,0.0
480291815061,290.0,151.0,0.0,107.0,32.0,0.0,145.0,52.0,0.0,61.0,32.0,0.0,145.0,99.0,0.0,46.0,0.0,0.0
480291815062,639.0,499.0,53.0,50.0,37.0,0.0,403.0,325.0,28.0,19.0,31.0,0.0,236.0,174.0,25.0,31.0,6.0,0.0
480291817151,544.0,457.0,13.0,29.0,45.0,0.0,301.0,278.0,0.0,13.0,10.0,0.0,243.0,179.0,13.0,16.0,35.0,0.0
480291203002,386.0,333.0,0.0,53.0,0.0,0.0,216.0,195.0,0.0,21.0,0.0,0.0,170.0,138.0,0.0,32.0,0.0,0.0
480291203003,686.0,355.0,70.0,219.0,42.0,0.0,241.0,102.0,21.0,97.0,21.0,0.0,445.0,253.0,49.0,122.0,21.0,0.0
480291203005,431.0,272.0,73.0,59.0,27.0,0.0,220.0,126.0,73.0,10.0,11.0,0.0,211.0,146.0,0.0,49.0,16.0,0.0
480291205013,675.0,599.0,0.0,45.0,31.0,0.0,311.0,282.0,0.0,16.0,13.0,0.0,364.0,317.0,0.0,29.0,18.0,0.0
480291205015,529.0,444.0,16.0,49.0,20.0,0.0,313.0,276.0,0.0,17.0,20.0,0.0,216.0,168.0,16.0,32.0,0.0,0.0
480291205012,656.0,412.0,90.0,129.0,25.0,0.0,370.0,241.0,0.0,129.0,0.0,0.0,286.0,171.0,90.0,0.0,25.0,0.0
480291205014,664.0,557.0,22.0,60.0,25.0,0.0,457.0,437.0,13.0,0.0,7.0,0.0,207.0,120.0,9.0,60.0,18.0,0.0
480291211152,1442.0,1015.0,80.0,204.0,143.0,0.0,715.0,521.0,0.0,76.0,118.0,0.0,727.0,494.0,80.0,128.0,25.0,0.0
480291211153,863.0,534.0,130.0,164.0,35.0,0.0,463.0,322.0,28.0,78.0,35.0,0.0,400.0,212.0,102.0,86.0,0.0,0.0
480291211172,799.0,575.0,113.0,77.0,34.0,0.0,416.0,278.0,62.0,60.0,16.0,0.0,383.0,297.0,51.0,17.0,18.0,0.0
480291211171,912.0,615.0,113.0,105.0,79.0,0.0,479.0,360.0,62.0,24.0,33.0,0.0,433.0,255.0,51.0,81.0,46.0,0.0
480291720021,2147.0,1451.0,128.0,359.0,209.0,0.0,1284.0,765.0,56.0,296.0,167.0,0.0,863.0,686.0,72.0,63.0,42.0,0.0
480291817031,1647.0,1264.0,147.0,205.0,31.0,0.0,990.0,822.0,51.0,86.0,31.0,0.0,657.0,442.0,96.0,119.0,0.0,0.0
480291817032,1233.0,1006.0,46.0,57.0,124.0,0.0,627.0,537.0,0.0,15.0,75.0,0.0,606.0,469.0,46.0,42.0,49.0,0.0
480291803003,445.0,358.0,7.0,26.0,54.0,0.0,285.0,232.0,0.0,11.0,42.0,0.0,160.0,126.0,7.0,15.0,12.0,0.0
480291803001,488.0,383.0,18.0,77.0,10.0,0.0,308.0,243.0,0.0,55.0,10.0,0.0,180.0,140.0,18.0,22.0,0.0,0.0
480291803002,674.0,560.0,51.0,44.0,19.0,0.0,290.0,265.0,13.0,0.0,12.0,0.0,384.0,295.0,38.0,44.0,7.0,0.0
480291817161,1997.0,1843.0,32.0,115.0,7.0,0.0,1258.0,1172.0,13.0,66.0,7.0,0.0,739.0,671.0,19.0,49.0,0.0,0.0
480291910034,391.0,250.0,55.0,27.0,59.0,0.0,276.0,199.0,29.0,18.0,30.0,0.0,115.0,51.0,26.0,9.0,29.0,0.0
480291910035,372.0,303.0,0.0,22.0,47.0,0.0,168.0,168.0,0.0,0.0,0.0,0.0,204.0,135.0,0.0,22.0,47.0,0.0
480291910033,296.0,225.0,0.0,71.0,0.0,0.0,133.0,133.0,0.0,0.0,0.0,0.0,163.0,92.0,0.0,71.0,0.0,0.0
480291910031,279.0,202.0,0.0,77.0,0.0,0.0,60.0,37.0,0.0,23.0,0.0,0.0,219.0,165.0,0.0,54.0,0.0,0.0
480291910032,1950.0,1622.0,73.0,128.0,127.0,0.0,1315.0,1094.0,17.0,77.0,127.0,0.0,635.0,528.0,56.0,51.0,0.0,0.0
480291214041,931.0,806.0,10.0,46.0,69.0,0.0,569.0,520.0,0.0,10.0,39.0,0.0,362.0,286.0,10.0,36.0,30.0,0.0
480291214042,661.0,489.0,46.0,99.0,27.0,0.0,290.0,245.0,0.0,26.0,19.0,0.0,371.0,244.0,46.0,73.0,8.0,0.0
480291214043,467.0,404.0,0.0,37.0,26.0,0.0,341.0,290.0,0.0,25.0,26.0,0.0,126.0,114.0,0.0,12.0,0.0,0.0
480291313001,406.0,238.0,38.0,108.0,22.0,0.0,202.0,72.0,0.0,108.0,22.0,0.0,204.0,166.0,38.0,0.0,0.0,0.0
480291313004,280.0,219.0,10.0,51.0,0.0,0.0,65.0,33.0,0.0,32.0,0.0,0.0,215.0,186.0,10.0,19.0,0.0,0.0
480291316061,894.0,620.0,7.0,190.0,77.0,0.0,505.0,392.0,7.0,95.0,11.0,0.0,389.0,228.0,0.0,95.0,66.0,0.0
480291103003,174.0,139.0,6.0,21.0,8.0,0.0,74.0,60.0,6.0,8.0,0.0,0.0,100.0,79.0,0.0,13.0,8.0,0.0
480291103002,517.0,324.0,125.0,31.0,37.0,0.0,281.0,169.0,55.0,27.0,30.0,0.0,236.0,155.0,70.0,4.0,7.0,0.0
480291201001,843.0,284.0,46.0,466.0,47.0,0.0,447.0,107.0,25.0,310.0,5.0,0.0,396.0,177.0,21.0,156.0,42.0,0.0
480291206002,443.0,193.0,131.0,90.0,29.0,0.0,265.0,80.0,131.0,37.0,17.0,0.0,178.0,113.0,0.0,53.0,12.0,0.0
480291206003,480.0,353.0,40.0,75.0,12.0,0.0,289.0,213.0,0.0,64.0,12.0,0.0,191.0,140.0,40.0,11.0,0.0,0.0
480291206006,196.0,75.0,42.0,37.0,42.0,0.0,143.0,64.0,0.0,37.0,42.0,0.0,53.0,11.0,42.0,0.0,0.0,0.0
480291206005,450.0,294.0,25.0,119.0,12.0,0.0,304.0,231.0,0.0,61.0,12.0,0.0,146.0,63.0,25.0,58.0,0.0,0.0
480291517003,816.0,694.0,67.0,55.0,0.0,0.0,227.0,227.0,0.0,0.0,0.0,0.0,589.0,467.0,67.0,55.0,0.0,0.0
480291517002,746.0,583.0,20.0,100.0,43.0,0.0,407.0,350.0,0.0,21.0,36.0,0.0,339.0,233.0,20.0,79.0,7.0,0.0
480291517001,945.0,612.0,47.0,196.0,90.0,0.0,510.0,406.0,27.0,23.0,54.0,0.0,435.0,206.0,20.0,173.0,36.0,0.0
480291607013,425.0,237.0,9.0,93.0,86.0,0.0,243.0,136.0,0.0,32.0,75.0,0.0,182.0,101.0,9.0,61.0,11.0,0.0
480291306001,245.0,187.0,0.0,28.0,30.0,0.0,109.0,59.0,0.0,20.0,30.0,0.0,136.0,128.0,0.0,8.0,0.0,0.0
480291306003,466.0,439.0,18.0,9.0,0.0,0.0,333.0,324.0,9.0,0.0,0.0,0.0,133.0,115.0,9.0,9.0,0.0,0.0
480291306002,241.0,216.0,8.0,0.0,17.0,0.0,81.0,64.0,8.0,0.0,9.0,0.0,160.0,152.0,0.0,0.0,8.0,0.0
480291402003,342.0,302.0,29.0,11.0,0.0,0.0,206.0,166.0,29.0,11.0,0.0,0.0,136.0,136.0,0.0,0.0,0.0,0.0
480291402002,349.0,270.0,19.0,25.0,35.0,0.0,197.0,168.0,0.0,0.0,29.0,0.0,152.0,102.0,19.0,25.0,6.0,0.0
480291402001,330.0,203.0,8.0,78.0,41.0,0.0,145.0,79.0,0.0,37.0,29.0,0.0,185.0,124.0,8.0,41.0,12.0,0.0
480291402004,442.0,287.0,0.0,109.0,46.0,0.0,240.0,168.0,0.0,46.0,26.0,0.0,202.0,119.0,0.0,63.0,20.0,0.0
480291309001,933.0,749.0,0.0,148.0,21.0,15.0,362.0,272.0,0.0,75.0,15.0,0.0,571.0,477.0,0.0,73.0,6.0,15.0
480291717004,670.0,548.0,24.0,98.0,0.0,0.0,501.0,414.0,24.0,63.0,0.0,0.0,169.0,134.0,0.0,35.0,0.0,0.0
480291719035,837.0,528.0,23.0,277.0,9.0,0.0,408.0,248.0,0.0,151.0,9.0,0.0,429.0,280.0,23.0,126.0,0.0,0.0
480291717006,378.0,292.0,18.0,0.0,68.0,0.0,203.0,187.0,16.0,0.0,0.0,0.0,175.0,105.0,2.0,0.0,68.0,0.0
480291719032,352.0,285.0,50.0,17.0,0.0,0.0,125.0,125.0,0.0,0.0,0.0,0.0,227.0,160.0,50.0,17.0,0.0,0.0
480291719034,405.0,317.0,11.0,69.0,8.0,0.0,147.0,134.0,1.0,4.0,8.0,0.0,258.0,183.0,10.0,65.0,0.0,0.0
480291509002,340.0,262.0,5.0,58.0,15.0,0.0,156.0,105.0,0.0,36.0,15.0,0.0,184.0,157.0,5.0,22.0,0.0,0.0
480291509001,705.0,493.0,30.0,157.0,25.0,0.0,352.0,258.0,14.0,71.0,9.0,0.0,353.0,235.0,16.0,86.0,16.0,0.0
480291509005,816.0,669.0,44.0,67.0,36.0,0.0,435.0,371.0,0.0,35.0,29.0,0.0,381.0,298.0,44.0,32.0,7.0,0.0
480291705003,437.0,355.0,52.0,30.0,0.0,0.0,248.0,219.0,29.0,0.0,0.0,0.0,189.0,136.0,23.0,30.0,0.0,0.0
480291705004,445.0,376.0,0.0,22.0,47.0,0.0,302.0,245.0,0.0,10.0,47.0,0.0,143.0,131.0,0.0,12.0,0.0,0.0
480291705002,748.0,559.0,38.0,134.0,17.0,0.0,345.0,242.0,27.0,76.0,0.0,0.0,403.0,317.0,11.0,58.0,17.0,0.0
480291805042,940.0,725.0,85.0,106.0,24.0,0.0,430.0,353.0,23.0,30.0,24.0,0.0,510.0,372.0,62.0,76.0,0.0,0.0
480291205025,314.0,237.0,45.0,22.0,10.0,0.0,146.0,125.0,4.0,17.0,0.0,0.0,168.0,112.0,41.0,5.0,10.0,0.0
480291205023,208.0,208.0,0.0,0.0,0.0,0.0,126.0,126.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0
480291205026,429.0,338.0,18.0,53.0,20.0,0.0,222.0,149.0,0.0,53.0,20.0,0.0,207.0,189.0,18.0,0.0,0.0,0.0
480291205024,322.0,309.0,0.0,4.0,9.0,0.0,196.0,187.0,0.0,0.0,9.0,0.0,126.0,122.0,0.0,4.0,0.0,0.0
480291207012,540.0,430.0,72.0,15.0,23.0,0.0,254.0,231.0,0.0,0.0,23.0,0.0,286.0,199.0,72.0,15.0,0.0,0.0
480291207011,440.0,312.0,26.0,18.0,84.0,0.0,199.0,157.0,0.0,0.0,42.0,0.0,241.0,155.0,26.0,18.0,42.0,0.0
480291302002,296.0,220.0,27.0,0.0,49.0,0.0,135.0,109.0,4.0,0.0,22.0,0.0,161.0,111.0,23.0,0.0,27.0,0.0
480291410003,644.0,512.0,14.0,72.0,46.0,0.0,336.0,244.0,0.0,61.0,31.0,0.0,308.0,268.0,14.0,11.0,15.0,0.0
480291410002,439.0,367.0,9.0,41.0,22.0,0.0,280.0,241.0,9.0,8.0,22.0,0.0,159.0,126.0,0.0,33.0,0.0,0.0
480291516001,1302.0,1068.0,11.0,26.0,197.0,0.0,981.0,819.0,0.0,17.0,145.0,0.0,321.0,249.0,11.0,9.0,52.0,0.0
480291516004,545.0,432.0,26.0,0.0,87.0,0.0,166.0,79.0,0.0,0.0,87.0,0.0,379.0,353.0,26.0,0.0,0.0,0.0
480291516002,320.0,271.0,0.0,29.0,20.0,0.0,237.0,199.0,0.0,18.0,20.0,0.0,83.0,72.0,0.0,11.0,0.0,0.0
480291817051,912.0,756.0,43.0,76.0,37.0,0.0,504.0,442.0,0.0,25.0,37.0,0.0,408.0,314.0,43.0,51.0,0.0,0.0
480291817052,825.0,589.0,26.0,163.0,47.0,0.0,453.0,376.0,0.0,30.0,47.0,0.0,372.0,213.0,26.0,133.0,0.0,0.0
480291512002,1370.0,1214.0,35.0,108.0,13.0,0.0,708.0,648.0,35.0,25.0,0.0,0.0,662.0,566.0,0.0,83.0,13.0,0.0
480291606001,527.0,441.0,39.0,18.0,29.0,0.0,309.0,262.0,0.0,18.0,29.0,0.0,218.0,179.0,39.0,0.0,0.0,0.0
480291606003,760.0,607.0,40.0,40.0,73.0,0.0,416.0,343.0,0.0,0.0,73.0,0.0,344.0,264.0,40.0,40.0,0.0,0.0
480291419003,416.0,296.0,25.0,37.0,58.0,0.0,309.0,214.0,0.0,37.0,58.0,0.0,107.0,82.0,25.0,0.0,0.0,0.0
480291419002,1079.0,657.0,101.0,166.0,141.0,14.0,591.0,328.0,37.0,130.0,82.0,14.0,488.0,329.0,64.0,36.0,59.0,0.0
480291515003,505.0,394.0,13.0,73.0,25.0,0.0,232.0,207.0,0.0,0.0,25.0,0.0,273.0,187.0,13.0,73.0,0.0,0.0
480291515002,443.0,316.0,49.0,55.0,23.0,0.0,251.0,203.0,17.0,12.0,19.0,0.0,192.0,113.0,32.0,43.0,4.0,0.0
480291603003,248.0,176.0,31.0,41.0,0.0,0.0,92.0,64.0,0.0,28.0,0.0,0.0,156.0,112.0,31.0,13.0,0.0,0.0
480291603002,425.0,304.0,63.0,48.0,10.0,0.0,236.0,169.0,63.0,4.0,0.0,0.0,189.0,135.0,0.0,44.0,10.0,0.0
480291603005,690.0,533.0,12.0,77.0,68.0,0.0,317.0,262.0,12.0,10.0,33.0,0.0,373.0,271.0,0.0,67.0,35.0,0.0
480291612001,357.0,206.0,25.0,113.0,13.0,0.0,238.0,150.0,10.0,65.0,13.0,0.0,119.0,56.0,15.0,48.0,0.0,0.0
480291612002,838.0,667.0,74.0,81.0,16.0,0.0,318.0,261.0,30.0,11.0,16.0,0.0,520.0,406.0,44.0,70.0,0.0,0.0
480291804003,355.0,271.0,10.0,51.0,23.0,0.0,213.0,178.0,0.0,28.0,7.0,0.0,142.0,93.0,10.0,23.0,16.0,0.0
480291804001,938.0,754.0,46.0,93.0,45.0,0.0,536.0,396.0,20.0,75.0,45.0,0.0,402.0,358.0,26.0,18.0,0.0,0.0
480291807012,1561.0,1180.0,53.0,235.0,83.0,10.0,751.0,626.0,8.0,44.0,73.0,0.0,810.0,554.0,45.0,191.0,10.0,10.0
480291811004,475.0,286.0,81.0,91.0,17.0,0.0,268.0,195.0,57.0,16.0,0.0,0.0,207.0,91.0,24.0,75.0,17.0,0.0
480291811002,489.0,227.0,33.0,177.0,52.0,0.0,253.0,152.0,33.0,51.0,17.0,0.0,236.0,75.0,0.0,126.0,35.0,0.0
480291811003,1245.0,653.0,125.0,326.0,141.0,0.0,626.0,290.0,42.0,180.0,114.0,0.0,619.0,363.0,83.0,146.0,27.0,0.0
480291909015,717.0,417.0,31.0,164.0,82.0,23.0,432.0,293.0,0.0,73.0,66.0,0.0,285.0,124.0,31.0,91.0,16.0,23.0
480291909013,159.0,107.0,13.0,10.0,29.0,0.0,60.0,18.0,13.0,0.0,29.0,0.0,99.0,89.0,0.0,10.0,0.0,0.0
480291809014,515.0,390.0,6.0,107.0,12.0,0.0,355.0,320.0,0.0,23.0,12.0,0.0,160.0,70.0,6.0,84.0,0.0,0.0
480291813031,1010.0,883.0,65.0,12.0,50.0,0.0,631.0,561.0,43.0,6.0,21.0,0.0,379.0,322.0,22.0,6.0,29.0,0.0
480291815041,792.0,521.0,177.0,94.0,0.0,0.0,235.0,202.0,0.0,33.0,0.0,0.0,557.0,319.0,177.0,61.0,0.0,0.0
480291815042,1606.0,1096.0,230.0,190.0,90.0,0.0,707.0,493.0,77.0,64.0,73.0,0.0,899.0,603.0,153.0,126.0,17.0,0.0
480291816012,929.0,636.0,50.0,188.0,55.0,0.0,463.0,312.0,33.0,85.0,33.0,0.0,466.0,324.0,17.0,103.0,22.0,0.0
480291906011,915.0,628.0,22.0,203.0,62.0,0.0,510.0,401.0,22.0,76.0,11.0,0.0,405.0,227.0,0.0,127.0,51.0,0.0
480291818091,581.0,417.0,16.0,89.0,59.0,0.0,316.0,246.0,0.0,48.0,22.0,0.0,265.0,171.0,16.0,41.0,37.0,0.0
480291818092,1059.0,835.0,94.0,83.0,47.0,0.0,482.0,421.0,13.0,33.0,15.0,0.0,577.0,414.0,81.0,50.0,32.0,0.0
480291818094,738.0,519.0,15.0,79.0,112.0,13.0,399.0,290.0,0.0,12.0,97.0,0.0,339.0,229.0,15.0,67.0,15.0,13.0
480291906013,462.0,396.0,14.0,10.0,42.0,0.0,328.0,286.0,0.0,0.0,42.0,0.0,134.0,110.0,14.0,10.0,0.0,0.0
480291910041,660.0,526.0,10.0,73.0,51.0,0.0,342.0,257.0,0.0,54.0,31.0,0.0,318.0,269.0,10.0,19.0,20.0,0.0
480291910043,481.0,427.0,35.0,0.0,19.0,0.0,275.0,241.0,23.0,0.0,11.0,0.0,206.0,186.0,12.0,0.0,8.0,0.0
480291813022,1276.0,1071.0,65.0,88.0,52.0,0.0,674.0,637.0,0.0,36.0,1.0,0.0,602.0,434.0,65.0,52.0,51.0,0.0
480291212063,346.0,186.0,44.0,59.0,57.0,0.0,168.0,94.0,0.0,17.0,57.0,0.0,178.0,92.0,44.0,42.0,0.0,0.0
480291212061,546.0,489.0,18.0,19.0,20.0,0.0,314.0,257.0,18.0,19.0,20.0,0.0,232.0,232.0,0.0,0.0,0.0,0.0
480291212065,1202.0,1003.0,22.0,39.0,138.0,0.0,460.0,426.0,0.0,0.0,34.0,0.0,742.0,577.0,22.0,39.0,104.0,0.0
480291212062,580.0,463.0,24.0,65.0,28.0,0.0,306.0,255.0,0.0,23.0,28.0,0.0,274.0,208.0,24.0,42.0,0.0,0.0
480291214022,627.0,526.0,18.0,64.0,19.0,0.0,399.0,323.0,0.0,64.0,12.0,0.0,228.0,203.0,18.0,0.0,7.0,0.0
480291214021,2970.0,2275.0,290.0,181.0,224.0,0.0,1713.0,1419.0,86.0,48.0,160.0,0.0,1257.0,856.0,204.0,133.0,64.0,0.0
480291218031,795.0,459.0,138.0,172.0,26.0,0.0,410.0,241.0,47.0,106.0,16.0,0.0,385.0,218.0,91.0,66.0,10.0,0.0
480291218032,334.0,274.0,33.0,16.0,11.0,0.0,126.0,126.0,0.0,0.0,0.0,0.0,208.0,148.0,33.0,16.0,11.0,0.0
480291218033,1197.0,967.0,91.0,110.0,29.0,0.0,487.0,450.0,22.0,15.0,0.0,0.0,710.0,517.0,69.0,95.0,29.0,0.0
480291218041,1326.0,1041.0,94.0,43.0,148.0,0.0,632.0,539.0,17.0,0.0,76.0,0.0,694.0,502.0,77.0,43.0,72.0,0.0
480291218042,1331.0,988.0,62.0,211.0,70.0,0.0,692.0,424.0,31.0,167.0,70.0,0.0,639.0,564.0,31.0,44.0,0.0,0.0
480291218043,681.0,555.0,0.0,42.0,84.0,0.0,412.0,305.0,0.0,23.0,84.0,0.0,269.0,250.0,0.0,19.0,0.0,0.0
480291308001,1101.0,881.0,87.0,101.0,19.0,13.0,481.0,409.0,0.0,61.0,11.0,0.0,620.0,472.0,87.0,40.0,8.0,13.0
480291308004,520.0,514.0,6.0,0.0,0.0,0.0,360.0,354.0,6.0,0.0,0.0,0.0,160.0,160.0,0.0,0.0,0.0,0.0
480291308002,301.0,245.0,33.0,14.0,9.0,0.0,106.0,83.0,0.0,14.0,9.0,0.0,195.0,162.0,33.0,0.0,0.0,0.0
480291308003,203.0,159.0,15.0,29.0,0.0,0.0,105.0,98.0,7.0,0.0,0.0,0.0,98.0,61.0,8.0,29.0,0.0,0.0
480291311003,377.0,292.0,16.0,55.0,14.0,0.0,217.0,175.0,0.0,28.0,14.0,0.0,160.0,117.0,16.0,27.0,0.0,0.0
480291311002,301.0,301.0,0.0,0.0,0.0,0.0,202.0,202.0,0.0,0.0,0.0,0.0,99.0,99.0,0.0,0.0,0.0,0.0
