block_group,B24080_001E,B24080_001E_03,B24080_001E_06,B24080_001E_09,B24080_001E_10,B24080_001E_11,B24080_002E,B24080_003E,B24080_006E,B24080_009E_M,B24080_010E,B24080_011E,B24080_012E,B24080_013E,B24080_016E,B24080_019E_M,B24080_020E,B24080_021E
480291602002,472.0,388.0,18.0,55.0,11.0,0.0,205.0,163.0,8.0,23.0,11.0,0.0,267.0,225.0,10.0,32.0,0.0,0.0
480291817134,728.0,604.0,25.0,0.0,99.0,0.0,424.0,351.0,25.0,0.0,48.0,0.0,304.0,253.0,0.0,0.0,51.0,0.0
480291817132,829.0,534.0,88.0,207.0,0.0,0.0,430.0,296.0,0.0,134.0,0.0,0.0,399.0,238.0,88.0,73.0,0.0,0.0
480291817133,801.0,605.0,42.0,77.0,77.0,0.0,439.0,319.0,42.0,34.0,44.0,0.0,362.0,286.0,0.0,43.0,33.0,0.0
480291815054,659.0,441.0,60.0,125.0,14.0,19.0,292.0,210.0,0.0,68.0,14.0,0.0,367.0,231.0,60.0,57.0,0.0,19.0
480291815053,484.0,325.0,40.0,76.0,43.0,0.0,290.0,212.0,3.0,54.0,21.0,0.0,194.0,113.0,37.0,22.0,22.0,0.0
480291815051,438.0,261.0,64.0,85.0,28.0,0.0,240.0,165.0,28.0,35.0,12.0,0.0,198.0,96.0,36.0,50.0,16.0,0.0
480291817042,674.0,593.0,54.0,19.0,8.0,0.0,328.0,256.0,54.0,10.0,8.0,0.0,346.0,337.0,0.0,9.0,0.0,0.0
480291817044,550.0,422.0,43.0,51.0,34.0,0.0,234.0,194.0,16.0,24.0,0.0,0.0,316.0,228.0,27.0,27.0,34.0,0.0
480291817111,1562.0,994.0,169.0,220.0,164.0,15.0,858.0,615.0,130.0,77.0,36.0,0.0,704.0,379.0,39.0,143.0,128.0,15.0
480291907002,409.0,310.0,33.0,46.0,20.0,0.0,301.0,210.0,25.0,46.0,20.0,0.0,108.0,100.0,8.0,0.0,0.0,0.0
480291907003,648.0,565.0,18.0,11.0,54.0,0.0,326.0,279.0,10.0,11.0,26.0,0.0,322.0,286.0,8.0,0.0,28.0,0.0
480291607011,524.0,468.0,50.0,6.0,0.0,0.0,343.0,337.0,6.0,0.0,0.0,0.0,181.0,131.0,44.0,6.0,0.0,0.0
480291607012,610.0,503.0,24.0,41.0,42.0,0.0,222.0,188.0,0.0,13.0,21.0,0.0,388.0,315.0,24.0,28.0,21.0,0.0
480291718011,658.0,516.0,51.0,41.0,50.0,0.0,382.0,339.0,8.0,13.0,22.0,0.0,276.0,177.0,43.0,28.0,28.0,0.0
480291718013,541.0,448.0,9.0,40.0,44.0,0.0,251.0,218.0,0.0,10.0,23.0,0.0,290.0,230.0,9.0,30.0,21.0,0.0
480291718014,336.0,272.0,18.0,16.0,30.0,0.0,174.0,136.0,0.0,16.0,22.0,0.0,162.0,136.0,18.0,0.0,8.0,0.0
480291718012,822.0,602.0,78.0,129.0,13.0,0.0,450.0,320.0,47.0,70.0,13.0,0.0,372.0,282.0,31.0,59.0,0.0,0.0
480291802013,913.0,773.0,52.0,44.0,44.0,0.0,575.0,513.0,0.0,18.0,44.0,0.0,338.0,260.0,52.0,26.0,0.0,0.0
480291802012,387.0,265.0,25.0,67.0,30.0,0.0,241.0,171.0,9.0,40.0,21.0,0.0,146.0,94.0,16.0,27.0,9.0,0.0
480291802014,621.0,461.0,33.0,119.0,8.0,0.0,332.0,269.0,16.0,39.0,8.0,0.0,289.0,192.0,17.0,80.0,0.0,0.0
480291802011,259.0,230.0,14.0,5.0,10.0,0.0,136.0,126.0,0.0,0.0,10.0,0.0,123.0,104.0,14.0,5.0,0.0,0.0
480291812001,238.0,171.0,13.0,34.0,20.0,0.0,153.0,106.0,13.0,34.0,0.0,0.0,85.0,65.0,0.0,0.0,20.0,0.0
480291812004,823.0,622.0,0.0,138.0,63.0,0.0,584.0,443.0,0.0,78.0,63.0,0.0,239.0,179.0,0.0,60.0,0.0,0.0
480291812002,254.0,150.0,0.0,85.0,19.0,0.0,152.0,91.0,0.0,42.0,19.0,0.0,102.0,59.0,0.0,43.0,0.0,0.0
480291812005,493.0,375.0,56.0,0.0,62.0,0.0,200.0,135.0,16.0,0.0,49.0,0.0,293.0,240.0,40.0,0.0,13.0,0.0
480291514004,413.0,318.0,0.0,59.0,36.0,0.0,253.0,177.0,0.0,40.0,36.0,0.0,160.0,141.0,0.0,19.0,0.0,0.0
480291511003,323.0,218.0,47.0,58.0,0.0,0.0,200.0,155.0,17.0,28.0,0.0,0.0,123.0,63.0,30.0,30.0,0.0,0.0
480291511001,184.0,123.0,21.0,26.0,14.0,0.0,113.0,100.0,0.0,13.0,0.0,0.0,71.0,23.0,21.0,13.0,14.0,0.0
480291514001,407.0,278.0,18.0,13.0,98.0,0.0,317.0,220.0,18.0,7.0,72.0,0.0,90.0,58.0,0.0,6.0,26.0,0.0
480291514002,572.0,483.0,30.0,50.0,9.0,0.0,314.0,288.0,0.0,17.0,9.0,0.0,258.0,195.0,30.0,33.0,0.0,0.0
480291905012,913.0,705.0,29.0,72.0,107.0,0.0,411.0,312.0,14.0,37.0,48.0,0.0,502.0,393.0,15.0,35.0,59.0,0.0
480291905013,446.0,245.0,23.0,142.0,36.0,0.0,241.0,149.0,12.0,71.0,9.0,0.0,205.0,96.0,11.0,71.0,27.0,0.0
480291905011,421.0,290.0,85.0,36.0,10.0,0.0,297.0,231.0,47.0,9.0,10.0,0.0,124.0,59.0,38.0,27.0,0.0,0.0
480291908001,428.0,274.0,41.0,72.0,41.0,0.0,234.0,161.0,10.0,39.0,24.0,0.0,194.0,113.0,31.0,33.0,17.0,0.0
480291908002,501.0,360.0,16.0,42.0,71.0,12.0,320.0,259.0,10.0,10.0,29.0,12.0,181.0,101.0,6.0,32.0,42.0,0.0
480291909011,560.0,437.0,0.0,105.0,18.0,0.0,282.0,244.0,0.0,38.0,0.0,0.0,278.0,193.0,0.0,67.0,18.0,0.0
480291909012,1068.0,959.0,86.0,23.0,0.0,0.0,478.0,422.0,56.0,0.0,0.0,0.0,590.0,537.0,30.0,23.0,0.0,0.0
480291909021,880.0,713.0,53.0,32.0,68.0,14.0,475.0,377.0,23.0,20.0,55.0,0.0,405.0,336.0,30.0,12.0,13.0,14.0
480291909023,354.0,301.0,16.0,15.0,7.0,15.0,276.0,254.0,0.0,0.0,7.0,15.0,78.0,47.0,16.0,15.0,0.0,0.0
480291810012,973.0,700.0,38.0,136.0,99.0,0.0,487.0,370.0,0.0,64.0,53.0,0.0,486.0,330.0,38.0,72.0,46.0,0.0
480291810042,1748.0,1353.0,76.0,275.0,44.0,0.0,971.0,741.0,17.0,183.0,30.0,0.0,777.0,612.0,59.0,92.0,14.0,0.0
480291810041,1222.0,949.0,102.0,94.0,77.0,0.0,666.0,559.0,37.0,13.0,57.0,0.0,556.0,390.0,65.0,81.0,20.0,0.0
480291901004,361.0,313.0,0.0,48.0,0.0,0.0,238.0,218.0,0.0,20.0,0.0,0.0,123.0,95.0,0.0,28.0,0.0,0.0
480291901003,455.0,269.0,17.0,87.0,82.0,0.0,219.0,141.0,0.0,41.0,37.0,0.0,236.0,128.0,17.0,46.0,45.0,0.0
480291901002,424.0,317.0,39.0,59.0,9.0,0.0,290.0,258.0,0.0,23.0,9.0,0.0,134.0,59.0,39.0,36.0,0.0,0.0
480291719021,1292.0,828.0,0.0,464.0,0.0,0.0,722.0,410.0,0.0,312.0,0.0,0.0,570.0,418.0,0.0,152.0,0.0,0.0
480291311001,210.0,167.0,15.0,13.0,15.0,0.0,102.0,82.0,10.0,2.0,8.0,0.0,108.0,85.0,5.0,11.0,7.0,0.0
480291203008,257.0,241.0,0.0,0.0,0.0,16.0,169.0,169.0,0.0,0.0,0.0,0.0,88.0,72.0,0.0,0.0,0.0,16.0
480291203007,246.0,167.0,15.0,18.0,31.0,15.0,137.0,91.0,0.0,0.0,31.0,15.0,109.0,76.0,15.0,18.0,0.0,0.0
480291501001,915.0,684.0,77.0,154.0,0.0,0.0,600.0,496.0,32.0,72.0,0.0,0.0,315.0,188.0,45.0,82.0,0.0,0.0
480291501004,516.0,369.0,9.0,59.0,79.0,0.0,270.0,198.0,0.0,17.0,55.0,0.0,246.0,171.0,9.0,42.0,24.0,0.0
480291506004,330.0,259.0,0.0,31.0,40.0,0.0,186.0,146.0,0.0,0.0,40.0,0.0,144.0,113.0,0.0,31.0,0.0,0.0
480291506003,299.0,216.0,26.0,57.0,0.0,0.0,165.0,112.0,0.0,53.0,0.0,0.0,134.0,104.0,26.0,4.0,0.0,0.0
480291511007,561.0,490.0,38.0,33.0,0.0,0.0,307.0,300.0,0.0,7.0,0.0,0.0,254.0,190.0,38.0,26.0,0.0,0.0
480291511005,192.0,152.0,40.0,0.0,0.0,0.0,131.0,91.0,40.0,0.0,0.0,0.0,61.0,61.0,0.0,0.0,0.0,0.0
480291511004,719.0,592.0,85.0,42.0,0.0,0.0,446.0,415.0,31.0,0.0,0.0,0.0,273.0,177.0,54.0,42.0,0.0,0.0
480291918042,1335.0,841.0,106.0,269.0,119.0,0.0,719.0,502.0,27.0,139.0,51.0,0.0,616.0,339.0,79.0,130.0,68.0,0.0
480291918041,948.0,724.0,69.0,98.0,57.0,0.0,485.0,407.0,37.0,41.0,0.0,0.0,463.0,317.0,32.0,57.0,57.0,0.0
480291210004,582.0,486.0,0.0,43.0,53.0,0.0,293.0,268.0,0.0,14.0,11.0,0.0,289.0,218.0,0.0,29.0,42.0,0.0
480291210003,1367.0,1055.0,48.0,77.0,187.0,0.0,610.0,574.0,15.0,0.0,21.0,0.0,757.0,481.0,33.0,77.0,166.0,0.0
480291210005,573.0,428.0,13.0,112.0,20.0,0.0,274.0,212.0,0.0,42.0,20.0,0.0,299.0,216.0,13.0,70.0,0.0,0.0
480291210006,685.0,480.0,53.0,44.0,108.0,0.0,435.0,285.0,43.0,9.0,98.0,0.0,250.0,195.0,10.0,35.0,10.0,0.0
480291211102,797.0,655.0,19.0,62.0,61.0,0.0,397.0,327.0,0.0,26.0,44.0,0.0,400.0,328.0,19.0,36.0,17.0,0.0
480291215062,524.0,407.0,76.0,41.0,0.0,0.0,365.0,301.0,54.0,10.0,0.0,0.0,159.0,106.0,22.0,31.0,0.0,0.0
480291215061,363.0,256.0,35.0,52.0,20.0,0.0,202.0,133.0,28.0,30.0,11.0,0.0,161.0,123.0,7.0,22.0,9.0,0.0
480291305001,205.0,201.0,4.0,0.0,0.0,0.0,144.0,140.0,4.0,0.0,0.0,0.0,61.0,61.0,0.0,0.0,0.0,0.0
480291305003,646.0,436.0,58.0,45.0,107.0,0.0,321.0,266.0,20.0,7.0,28.0,0.0,325.0,170.0,38.0,38.0,79.0,0.0
480291305002,323.0,213.0,42.0,44.0,24.0,0.0,124.0,106.0,18.0,0.0,0.0,0.0,199.0,107.0,24.0,44.0,24.0,0.0
480291305004,492.0,314.0,55.0,68.0,13.0,42.0,183.0,138.0,20.0,0.0,0.0,25.0,309.0,176.0,35.0,68.0,13.0,17.0
480291904003,390.0,272.0,21.0,69.0,28.0,0.0,235.0,155.0,11.0,41.0,28.0,0.0,155.0,117.0,10.0,28.0,0.0,0.0
480291211081,609.0,273.0,100.0,140.0,52.0,44.0,249.0,109.0,28.0,77.0,35.0,0.0,360.0,164.0,72.0,63.0,17.0,44.0
480291211083,1334.0,1003.0,224.0,61.0,46.0,0.0,653.0,545.0,47.0,27.0,34.0,0.0,681.0,458.0,177.0,34.0,12.0,0.0
480291211084,470.0,361.0,36.0,73.0,0.0,0.0,287.0,251.0,36.0,0.0,0.0,0.0,183.0,110.0,0.0,73.0,0.0,0.0
480291207015,487.0,297.0,11.0,144.0,35.0,0.0,278.0,156.0,0.0,99.0,23.0,0.0,209.0,141.0,11.0,45.0,12.0,0.0
480291215042,219.0,84.0,59.0,52.0,24.0,0.0,96.0,17.0,30.0,25.0,24.0,0.0,123.0,67.0,29.0,27.0,0.0,0.0
480291215041,581.0,416.0,119.0,13.0,33.0,0.0,273.0,203.0,24.0,13.0,33.0,0.0,308.0,213.0,95.0,0.0,0.0,0.0
480291503001,374.0,348.0,0.0,14.0,12.0,0.0,234.0,222.0,0.0,0.0,12.0,0.0,140.0,126.0,0.0,14.0,0.0,0.0
480291503004,756.0,518.0,100.0,114.0,24.0,0.0,375.0,280.0,0.0,71.0,24.0,0.0,381.0,238.0,100.0,43.0,0.0,0.0
480291503003,384.0,295.0,7.0,28.0,54.0,0.0,190.0,162.0,0.0,28.0,0.0,0.0,194.0,133.0,7.0,0.0,54.0,0.0
480291602003,468.0,266.0,32.0,104.0,66.0,0.0,206.0,125.0,24.0,13.0,44.0,0.0,262.0,141.0,8.0,91.0,22.0,0.0
480291508002,219.0,140.0,1.0,41.0,37.0,0.0,94.0,55.0,1.0,1.0,37.0,0.0,125.0,85.0,0.0,40.0,0.0,0.0
480291508003,274.0,243.0,0.0,31.0,0.0,0.0,125.0,125.0,0.0,0.0,0.0,0.0,149.0,118.0,0.0,31.0,0.0,0.0
480291712003,530.0,483.0,2.0,18.0,27.0,0.0,273.0,236.0,0.0,10.0,27.0,0.0,257.0,247.0,2.0,8.0,0.0,0.0
480291418001,378.0,216.0,0.0,63.0,99.0,0.0,229.0,116.0,0.0,32.0,81.0,0.0,149.0,100.0,0.0,31.0,18.0,0.0
480291418002,137.0,119.0,0.0,18.0,0.0,0.0,88.0,81.0,0.0,7.0,0.0,0.0,49.0,38.0,0.0,11.0,0.0,0.0
480291512005,1942.0,1504.0,0.0,367.0,71.0,0.0,1153.0,1000.0,0.0,153.0,0.0,0.0,789.0,504.0,0.0,214.0,71.0,0.0
480291512003,261.0,186.0,75.0,0.0,0.0,0.0,154.0,79.0,75.0,0.0,0.0,0.0,107.0,107.0,0.0,0.0,0.0,0.0
480291512001,580.0,542.0,0.0,24.0,14.0,0.0,336.0,298.0,0.0,24.0,14.0,0.0,244.0,244.0,0.0,0.0,0.0,0.0
480291107001,343.0,277.0,42.0,12.0,6.0,6.0,223.0,194.0,22.0,7.0,0.0,0.0,120.0,83.0,20.0,5.0,6.0,6.0
480291904001,413.0,240.0,55.0,73.0,45.0,0.0,222.0,94.0,37.0,64.0,27.0,0.0,191.0,146.0,18.0,9.0,18.0,0.0
480291719121,2803.0,2091.0,230.0,403.0,79.0,0.0,1374.0,1153.0,77.0,133.0,11.0,0.0,1429.0,938.0,153.0,270.0,68.0,0.0
480291817122,664.0,532.0,45.0,68.0,19.0,0.0,412.0,334.0,27.0,32.0,19.0,0.0,252.0,198.0,18.0,36.0,0.0,0.0
480291816023,537.0,367.0,100.0,50.0,20.0,0.0,313.0,220.0,35.0,38.0,20.0,0.0,224.0,147.0,65.0,12.0,0.0,0.0
480291816021,377.0,184.0,134.0,44.0,15.0,0.0,282.0,144.0,114.0,24.0,0.0,0.0,95.0,40.0,20.0,20.0,15.0,0.0
480291818081,804.0,531.0,115.0,99.0,59.0,0.0,401.0,297.0,33.0,18.0,53.0,0.0,403.0,234.0,82.0,81.0,6.0,0.0
480291821021,692.0,517.0,0.0,160.0,15.0,0.0,399.0,276.0,0.0,123.0,0.0,0.0,293.0,241.0,0.0,37.0,15.0,0.0
480291911011,444.0,257.0,45.0,66.0,76.0,0.0,231.0,144.0,13.0,4.0,70.0,0.0,213.0,113.0,32.0,62.0,6.0,0.0
480291911012,464.0,321.0,36.0,79.0,23.0,5.0,267.0,191.0,24.0,34.0,13.0,5.0,197.0,130.0,12.0,45.0,10.0,0.0
480291219082,1017.0,698.0,81.0,151.0,87.0,0.0,512.0,358.0,33.0,83.0,38.0,0.0,505.0,340.0,48.0,68.0,49.0,0.0
480291219091,1753.0,1059.0,162.0,383.0,149.0,0.0,916.0,568.0,103.0,125.0,120.0,0.0,837.0,491.0,59.0,258.0,29.0,0.0
480291219092,1870.0,1570.0,47.0,232.0,21.0,0.0,884.0,752.0,36.0,87.0,9.0,0.0,986.0,818.0,11.0,145.0,12.0,0.0
480291219101,2847.0,1867.0,207.0,693.0,80.0,0.0,1512.0,1095.0,23.0,337.0,57.0,0.0,1335.0,772.0,184.0,356.0,23.0,0.0
480291219102,525.0,270.0,101.0,114.0,40.0,0.0,273.0,155.0,50.0,49.0,19.0,0.0,252.0,115.0,51.0,65.0,21.0,0.0
480291304011,296.0,253.0,13.0,0.0,30.0,0.0,216.0,173.0,13.0,0.0,30.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0
480291304012,404.0,341.0,9.0,24.0,30.0,0.0,268.0,214.0,0.0,24.0,30.0,0.0,136.0,127.0,9.0,0.0,0.0,0.0
480291304013,503.0,462.0,33.0,8.0,0.0,0.0,302.0,302.0,0.0,0.0,0.0,0.0,201.0,160.0,33.0,8.0,0.0,0.0
480291304014,277.0,234.0,0.0,43.0,0.0,0.0,139.0,121.0,0.0,18.0,0.0,0.0,138.0,113.0,0.0,25.0,0.0,0.0
480291304021,404.0,283.0,34.0,67.0,20.0,0.0,212.0,153.0,22.0,17.0,20.0,0.0,192.0,130.0,12.0,50.0,0.0,0.0
480291304022,366.0,318.0,0.0,48.0,0.0,0.0,253.0,205.0,0.0,48.0,0.0,0.0,113.0,113.0,0.0,0.0,0.0,0.0
480291304023,421.0,292.0,50.0,4.0,75.0,0.0,243.0,151.0,26.0,4.0,62.0,0.0,178.0,141.0,24.0,0.0,13.0,0.0
480291314011,3256.0,2535.0,69.0,563.0,89.0,0.0,1853.0,1563.0,0.0,201.0,89.0,0.0,1403.0,972.0,69.0,362.0,0.0,0.0
480291314012,1773.0,1310.0,20.0,294.0,149.0,0.0,912.0,662.0,0.0,114.0,136.0,0.0,861.0,648.0,20.0,180.0,13.0,0.0
480291314021,262.0,210.0,17.0,8.0,27.0,0.0,135.0,99.0,1.0,8.0,27.0,0.0,127.0,111.0,16.0,0.0,0.0,0.0
480291719182,490.0,236.0,45.0,191.0,18.0,0.0,200.0,80.0,45.0,57.0,18.0,0.0,290.0,156.0,0.0,134.0,0.0,0.0
480291719184,969.0,646.0,0.0,289.0,34.0,0.0,525.0,337.0,0.0,174.0,14.0,0.0,444.0,309.0,0.0,115.0,20.0,0.0
480291719191,1979.0,1674.0,41.0,187.0,77.0,0.0,965.0,799.0,0.0,120.0,46.0,0.0,1014.0,875.0,41.0,67.0,31.0,0.0
480291719202,2622.0,1896.0,271.0,396.0,59.0,0.0,1325.0,1074.0,28.0,164.0,59.0,0.0,1297.0,822.0,243.0,232.0,0.0,0.0
480291719211,1272.0,1040.0,54.0,169.0,9.0,0.0,677.0,550.0,6.0,121.0,0.0,0.0,595.0,490.0,48.0,48.0,9.0,0.0
480291719213,600.0,446.0,14.0,125.0,15.0,0.0,316.0,254.0,0.0,62.0,0.0,0.0,284.0,192.0,14.0,63.0,15.0,0.0
480291719221,1863.0,1500.0,77.0,167.0,119.0,0.0,1018.0,781.0,27.0,111.0,99.0,0.0,845.0,719.0,50.0,56.0,20.0,0.0
480291719232,676.0,450.0,0.0,226.0,0.0,0.0,300.0,232.0,0.0,68.0,0.0,0.0,376.0,218.0,0.0,158.0,0.0,0.0
480291719233,1425.0,1085.0,35.0,261.0,44.0,0.0,842.0,613.0,0.0,185.0,44.0,0.0,583.0,472.0,35.0,76.0,0.0,0.0
480291719241,2809.0,1942.0,230.0,566.0,71.0,0.0,1343.0,948.0,79.0,274.0,42.0,0.0,1466.0,994.0,151.0,292.0,29.0,0.0
480291720022,2909.0,1919.0,303.0,538.0,149.0,0.0,1495.0,982.0,124.0,255.0,134.0,0.0,1414.0,937.0,179.0,283.0,15.0,0.0
480291719242,1138.0,821.0,9.0,274.0,34.0,0.0,545.0,322.0,0.0,189.0,34.0,0.0,593.0,499.0,9.0,85.0,0.0,0.0
480291719252,1129.0,875.0,61.0,186.0,7.0,0.0,628.0,496.0,33.0,92.0,7.0,0.0,501.0,379.0,28.0,94.0,0.0,0.0
480291719254,1684.0,1517.0,32.0,130.0,5.0,0.0,892.0,758.0,17.0,117.0,0.0,0.0,792.0,759.0,15.0,13.0,5.0,0.0
480291720031,1649.0,969.0,219.0,337.0,124.0,0.0,769.0,432.0,73.0,167.0,97.0,0.0,880.0,537.0,146.0,170.0,27.0,0.0
480291720032,1333.0,993.0,37.0,242.0,61.0,0.0,643.0,501.0,22.0,110.0,10.0,0.0,690.0,492.0,15.0,132.0,51.0,0.0
480291720051,2090.0,1425.0,59.0,554.0,52.0,0.0,995.0,668.0,0.0,287.0,40.0,0.0,1095.0,757.0,59.0,267.0,12.0,0.0
480291720052,3021.0,1988.0,227.0,739.0,67.0,0.0,1709.0,1092.0,146.0,447.0,24.0,0.0,1312.0,896.0,81.0,292.0,43.0,0.0
480291720062,872.0,585.0,74.0,213.0,0.0,0.0,419.0,270.0,13.0,136.0,0.0,0.0,453.0,315.0,61.0,77.0,0.0,0.0
480291720063,923.0,592.0,50.0,176.0,105.0,0.0,412.0,236.0,13.0,86.0,77.0,0.0,511.0,356.0,37.0,90.0,28.0,0.0
480291720072,1083.0,659.0,68.0,328.0,28.0,0.0,570.0,313.0,47.0,191.0,19.0,0.0,513.0,346.0,21.0,137.0,9.0,0.0
480291720073,2287.0,1541.0,101.0,586.0,59.0,0.0,1125.0,885.0,43.0,197.0,0.0,0.0,1162.0,656.0,58.0,389.0,59.0,0.0
480291801012,741.0,500.0,107.0,86.0,48.0,0.0,234.0,136.0,34.0,25.0,39.0,0.0,507.0,364.0,73.0,61.0,9.0,0.0
480291315031,340.0,237.0,35.0,51.0,17.0,0.0,201.0,146.0,9.0,29.0,17.0,0.0,139.0,91.0,26.0,22.0,0.0,0.0
480291315032,512.0,359.0,65.0,60.0,28.0,0.0,219.0,165.0,8.0,18.0,28.0,0.0,293.0,194.0,57.0,42.0,0.0,0.0
480291315041,550.0,440.0,61.0,39.0,10.0,0.0,230.0,186.0,0.0,39.0,5.0,0.0,320.0,254.0,61.0,0.0,5.0,0.0
480291315042,297.0,224.0,19.0,33.0,21.0,0.0,174.0,153.0,0.0,0.0,21.0,0.0,123.0,71.0,19.0,33.0,0.0,0.0
480291315051,1020.0,596.0,103.0,160.0,161.0,0.0,477.0,330.0,30.0,74.0,43.0,0.0,543.0,266.0,73.0,86.0,118.0,0.0
480291315052,1110.0,909.0,17.0,184.0,0.0,0.0,490.0,420.0,0.0,70.0,0.0,0.0,620.0,489.0,17.0,114.0,0.0,0.0
480291315062,1178.0,969.0,11.0,170.0,28.0,0.0,652.0,548.0,0.0,76.0,28.0,0.0,526.0,421.0,11.0,94.0,0.0,0.0
480291316081,903.0,658.0,76.0,89.0,80.0,0.0,491.0,358.0,19.0,50.0,64.0,0.0,412.0,300.0,57.0,39.0,16.0,0.0
480291315071,1322.0,1135.0,21.0,54.0,112.0,0.0,713.0,666.0,0.0,37.0,10.0,0.0,609.0,469.0,21.0,17.0,102.0,0.0
480291315073,1029.0,897.0,64.0,32.0,22.0,14.0,545.0,468.0,17.0,24.0,22.0,14.0,484.0,429.0,47.0,8.0,0.0,0.0
480291316012,1355.0,946.0,81.0,292.0,36.0,0.0,604.0,376.0,5.0,198.0,25.0,0.0,751.0,570.0,76.0,94.0,11.0,0.0
480291316082,1583.0,1067.0,33.0,439.0,44.0,0.0,789.0,647.0,10.0,132.0,0.0,0.0,794.0,420.0,23.0,307.0,44.0,0.0
480291316092,1048.0,634.0,41.0,337.0,36.0,0.0,547.0,413.0,14.0,84.0,36.0,0.0,501.0,221.0,27.0,253.0,0.0,0.0
480291316093,1602.0,1272.0,171.0,118.0,41.0,0.0,872.0,704.0,87.0,52.0,29.0,0.0,730.0,568.0,84.0,66.0,12.0,0.0
480291316102,1234.0,754.0,172.0,257.0,51.0,0.0,551.0,398.0,39.0,82.0,32.0,0.0,683.0,356.0,133.0,175.0,19.0,0.0
480291316111,447.0,361.0,17.0,64.0,5.0,0.0,222.0,192.0,5.0,25.0,0.0,0.0,225.0,169.0,12.0,39.0,5.0,0.0
480291316131,749.0,531.0,38.0,168.0,12.0,0.0,374.0,273.0,27.0,62.0,12.0,0.0,375.0,258.0,11.0,106.0,0.0,0.0
480291316132,1220.0,833.0,42.0,288.0,44.0,13.0,674.0,530.0,7.0,137.0,0.0,0.0,546.0,303.0,35.0,151.0,44.0,13.0
480291316142,238.0,167.0,7.0,53.0,11.0,0.0,146.0,85.0,7.0,48.0,6.0,0.0,92.0,82.0,0.0,5.0,5.0,0.0
480291316151,1807.0,1334.0,107.0,304.0,62.0,0.0,708.0,596.0,54.0,58.0,0.0,0.0,1099.0,738.0,53.0,246.0,62.0,0.0
480291316153,952.0,789.0,13.0,94.0,56.0,0.0,504.0,408.0,0.0,55.0,41.0,0.0,448.0,381.0,13.0,39.0,15.0,0.0
480291316154,574.0,530.0,13.0,31.0,0.0,0.0,254.0,223.0,13.0,18.0,0.0,0.0,320.0,307.0,0.0,13.0,0.0,0.0
480291318012,369.0,291.0,1.0,68.0,9.0,0.0,181.0,151.0,0.0,23.0,7.0,0.0,188.0,140.0,1.0,45.0,2.0,0.0
480291318021,1120.0,809.0,38.0,194.0,79.0,0.0,592.0,422.0,4.0,106.0,60.0,0.0,528.0,387.0,34.0,88.0,19.0,0.0
480291318023,1010.0,494.0,132.0,304.0,80.0,0.0,406.0,202.0,27.0,107.0,70.0,0.0,604.0,292.0,105.0,197.0,10.0,0.0
480291411011,394.0,295.0,0.0,92.0,7.0,0.0,243.0,195.0,0.0,41.0,7.0,0.0,151.0,100.0,0.0,51.0,0.0,0.0
480291411013,547.0,396.0,33.0,109.0,9.0,0.0,256.0,227.0,10.0,19.0,0.0,0.0,291.0,169.0,23.0,90.0,9.0,0.0
480291411021,362.0,314.0,0.0,20.0,28.0,0.0,280.0,252.0,0.0,0.0,28.0,0.0,82.0,62.0,0.0,20.0,0.0,0.0
480291411023,785.0,610.0,25.0,88.0,62.0,0.0,333.0,218.0,8.0,45.0,62.0,0.0,452.0,392.0,17.0,43.0,0.0,0.0
480291414022,907.0,600.0,71.0,208.0,28.0,0.0,465.0,340.0,23.0,74.0,28.0,0.0,442.0,260.0,48.0,134.0,0.0,0.0
480291414032,1379.0,963.0,131.0,212.0,73.0,0.0,809.0,589.0,59.0,96.0,65.0,0.0,570.0,374.0,72.0,116.0,8.0,0.0
480291414041,1339.0,1045.0,57.0,161.0,76.0,0.0,703.0,593.0,16.0,40.0,54.0,0.0,636.0,452.0,41.0,121.0,22.0,0.0
480291414043,246.0,192.0,41.0,13.0,0.0,0.0,124.0,99.0,25.0,0.0,0.0,0.0,122.0,93.0,16.0,13.0,0.0,0.0
480291416002,994.0,792.0,13.0,171.0,18.0,0.0,585.0,507.0,6.0,63.0,9.0,0.0,409.0,285.0,7.0,108.0,9.0,0.0
480291513011,468.0,389.0,0.0,45.0,34.0,0.0,268.0,222.0,0.0,12.0,34.0,0.0,200.0,167.0,0.0,33.0,0.0,0.0
480291513012,262.0,199.0,0.0,21.0,42.0,0.0,167.0,110.0,0.0,15.0,42.0,0.0,95.0,89.0,0.0,6.0,0.0,0.0
480291513013,623.0,459.0,31.0,89.0,44.0,0.0,268.0,244.0,0.0,24.0,0.0,0.0,355.0,215.0,31.0,65.0,44.0,0.0
480291513014,1361.0,1119.0,45.0,125.0,72.0,0.0,754.0,632.0,20.0,61.0,41.0,0.0,607.0,487.0,25.0,64.0,31.0,0.0
480291513021,706.0,495.0,30.0,114.0,67.0,0.0,411.0,263.0,10.0,81.0,57.0,0.0,295.0,232.0,20.0,33.0,10.0,0.0
480291513022,677.0,606.0,32.0,21.0,18.0,0.0,462.0,418.0,19.0,7.0,18.0,0.0,215.0,188.0,13.0,14.0,0.0,0.0
480291521003,387.0,290.0,46.0,33.0,18.0,0.0,270.0,189.0,46.0,26.0,9.0,0.0,117.0,101.0,0.0,7.0,9.0,0.0
