block_group,C17002_001E,C17002_002E,C17002_003E,C17002_005E_M,C17002_007E_M,C17002_008E
480291314011,6831.0,177.0,730.0,653.0,278.0,4993.0
480291314012,3746.0,204.0,228.0,248.0,769.0,2297.0
480291314021,615.0,67.0,95.0,160.0,33.0,260.0
480291719182,992.0,144.0,0.0,39.0,127.0,682.0
480291719184,1784.0,0.0,64.0,0.0,14.0,1706.0
480291719191,4969.0,103.0,397.0,587.0,962.0,2920.0
480291719202,5287.0,179.0,124.0,579.0,1329.0,3076.0
480291719211,2752.0,159.0,378.0,167.0,187.0,1861.0
480291719213,1098.0,18.0,90.0,76.0,17.0,897.0
480291719221,3809.0,55.0,495.0,247.0,241.0,2771.0
480291719232,1495.0,193.0,21.0,333.0,71.0,877.0
480291719233,2447.0,101.0,221.0,373.0,201.0,1551.0
480291719241,4910.0,272.0,278.0,473.0,461.0,3426.0
480291720022,6499.0,79.0,138.0,0.0,951.0,5331.0
480291719242,2120.0,111.0,44.0,0.0,43.0,1922.0
480291719252,1996.0,113.0,43.0,193.0,31.0,1616.0
480291719254,3103.0,274.0,551.0,466.0,153.0,1659.0
480291720031,3411.0,59.0,26.0,147.0,257.0,2922.0
480291720032,2948.0,72.0,142.0,251.0,165.0,2318.0
480291720051,4694.0,67.0,271.0,175.0,265.0,3916.0
480291720052,7151.0,59.0,480.0,153.0,359.0,6100.0
480291720062,2249.0,110.0,0.0,0.0,58.0,2081.0
480291720063,1958.0,206.0,148.0,112.0,248.0,1244.0
480291720072,2368.0,0.0,13.0,94.0,56.0,2205.0
480291720073,4770.0,147.0,0.0,177.0,0.0,4446.0
480291801012,1355.0,71.0,124.0,264.0,198.0,698.0
480291315031,991.0,122.0,76.0,73.0,45.0,675.0
480291315032,828.0,10.0,28.0,112.0,86.0,592.0
480291315041,1392.0,353.0,0.0,178.0,158.0,703.0
480291315042,1206.0,7.0,638.0,33.0,57.0,471.0
480291315051,2445.0,18.0,118.0,550.0,393.0,1366.0
480291315052,2812.0,20.0,433.0,161.0,268.0,1930.0
480291315062,2557.0,40.0,187.0,214.0,183.0,1933.0
480291316081,2574.0,91.0,310.0,562.0,383.0,1228.0
480291315071,3141.0,137.0,868.0,172.0,520.0,1444.0
480291315073,2526.0,251.0,612.0,448.0,249.0,966.0
480291316012,3470.0,8.0,29.0,56.0,0.0,3377.0
480291316082,3350.0,193.0,104.0,165.0,219.0,2669.0
480291316092,1956.0,150.0,24.0,218.0,165.0,1399.0
480291316093,2987.0,0.0,146.0,39.0,390.0,2412.0
480291316102,2366.0,127.0,0.0,3.0,361.0,1875.0
480291316111,1045.0,48.0,46.0,33.0,63.0,855.0
480291316131,1544.0,0.0,0.0,358.0,122.0,1064.0
480291316132,2856.0,121.0,166.0,434.0,345.0,1790.0
480291316142,439.0,0.0,35.0,0.0,30.0,374.0
480291316151,2947.0,5.0,3.0,432.0,0.0,2507.0
480291316153,1679.0,0.0,171.0,279.0,0.0,1229.0
480291316154,1445.0,79.0,363.0,75.0,142.0,786.0
480291318012,678.0,11.0,3.0,6.0,0.0,658.0
480291318021,1974.0,37.0,82.0,120.0,113.0,1622.0
480291318023,2007.0,174.0,140.0,342.0,84.0,1267.0
480291411011,950.0,65.0,166.0,200.0,170.0,349.0
480291411013,1489.0,131.0,576.0,120.0,204.0,458.0
480291411021,1148.0,249.0,151.0,281.0,193.0,274.0
480291411023,1641.0,89.0,77.0,510.0,331.0,634.0
480291414022,1790.0,111.0,61.0,0.0,22.0,1596.0
480291414032,2675.0,120.0,255.0,328.0,510.0,1462.0
480291414041,2552.0,226.0,79.0,76.0,581.0,1590.0
480291414043,1017.0,100.0,254.0,106.0,270.0,287.0
480291416002,2059.0,62.0,191.0,161.0,376.0,1269.0
480291513011,823.0,9.0,138.0,51.0,55.0,570.0
480291513012,1037.0,35.0,356.0,278.0,77.0,291.0
480291513013,1290.0,92.0,63.0,290.0,230.0,615.0
480291513014,2461.0,98.0,356.0,311.0,119.0,1577.0
480291513021,1841.0,287.0,198.0,175.0,274.0,907.0
480291513022,1734.0,140.0,242.0,368.0,198.0,786.0
480291521003,828.0,245.0,211.0,10.0,30.0,332.0
480291521004,1884.0,60.0,283.0,200.0,88.0,1253.0
480291522011,3337.0,651.0,601.0,167.0,138.0,1780.0
480291522012,2670.0,150.0,700.0,227.0,518.0,1075.0
480291522013,1588.0,28.0,230.0,120.0,435.0,775.0
480291522021,3646.0,142.0,246.0,795.0,1025.0,1438.0
480291605011,2416.0,1313.0,341.0,399.0,17.0,346.0
480291605012,1022.0,219.0,119.0,10.0,159.0,515.0
480291605021,566.0,111.0,79.0,256.0,58.0,62.0
480291609013,1212.0,127.0,132.0,392.0,63.0,498.0
480291605022,1147.0,187.0,262.0,16.0,312.0,370.0
480291605024,1474.0,9.0,260.0,267.0,88.0,850.0
480291609011,881.0,185.0,153.0,45.0,155.0,343.0
480291609021,2152.0,216.0,128.0,605.0,263.0,940.0
480291609023,1485.0,209.0,380.0,284.0,399.0,213.0
480291613022,1970.0,232.0,162.0,545.0,311.0,720.0
480291613032,2453.0,58.0,423.0,864.0,339.0,769.0
480291613041,2087.0,161.0,189.0,305.0,728.0,704.0
480291614001,1773.0,172.0,10.0,111.0,141.0,1339.0
480291615031,2270.0,166.0,331.0,479.0,207.0,1087.0
480291615033,1273.0,195.0,254.0,353.0,14.0,457.0
480291615041,1681.0,239.0,184.0,183.0,360.0,715.0
480291618011,3344.0,169.0,229.0,124.0,304.0,2518.0
480291618012,987.0,19.0,34.0,744.0,66.0,124.0
480291618022,3908.0,342.0,720.0,582.0,845.0,1419.0
480291619011,1109.0,46.0,170.0,245.0,184.0,464.0
480291619022,3545.0,94.0,738.0,192.0,448.0,2073.0
480291619023,3240.0,93.0,157.0,515.0,155.0,2320.0
480291620032,1544.0,113.0,73.0,225.0,208.0,925.0
480291620033,1372.0,268.0,264.0,23.0,330.0,487.0
480291620042,2355.0,211.0,96.0,236.0,495.0,1317.0
480291713011,837.0,82.0,134.0,158.0,134.0,329.0
480291713021,798.0,61.0,11.0,0.0,326.0,400.0
480291713022,804.0,13.0,270.0,43.0,56.0,422.0
480291716011,2128.0,16.0,516.0,275.0,127.0,1194.0
480291716013,1210.0,253.0,375.0,183.0,30.0,369.0
480291716021,2658.0,546.0,819.0,427.0,283.0,583.0
480291719022,4623.0,162.0,392.0,46.0,769.0,3254.0
480291719023,7801.0,1141.0,1631.0,1170.0,1251.0,2608.0
480291719131,4746.0,296.0,881.0,604.0,759.0,2206.0
480291719132,1657.0,117.0,112.0,250.0,236.0,942.0
480291719142,2012.0,94.0,73.0,12.0,157.0,1676.0
480291719143,2018.0,304.0,40.0,98.0,314.0,1262.0
480291719161,3625.0,95.0,27.0,150.0,420.0,2933.0
480291719162,1869.0,61.0,49.0,89.0,297.0,1373.0
480291719171,4034.0,109.0,120.0,98.0,80.0,3627.0
480291719172,5515.0,83.0,29.0,230.0,542.0,4631.0
480291215053,2063.0,160.0,0.0,145.0,401.0,1357.0
480291216051,1353.0,164.0,174.0,86.0,49.0,880.0
480291216052,680.0,16.0,46.0,27.0,33.0,558.0
480291216062,2633.0,156.0,54.0,188.0,216.0,2019.0
480291216063,1016.0,63.0,30.0,52.0,0.0,871.0
480291217011,1508.0,87.0,191.0,89.0,111.0,1030.0
480291217012,811.0,0.0,12.0,96.0,0.0,703.0
480291217014,1221.0,111.0,232.0,56.0,176.0,646.0
480291217021,3477.0,0.0,278.0,136.0,14.0,3049.0
480291217023,2809.0,58.0,82.0,449.0,242.0,1978.0
480291218081,727.0,0.0,4.0,13.0,15.0,695.0
480291218091,1041.0,163.0,58.0,171.0,123.0,526.0
480291218092,2298.0,56.0,61.0,195.0,104.0,1882.0
480291218101,3422.0,92.0,353.0,208.0,137.0,2632.0
480291218102,1419.0,130.0,37.0,0.0,0.0,1252.0
480291218112,1108.0,0.0,0.0,36.0,103.0,969.0
480291218121,4193.0,113.0,739.0,580.0,238.0,2523.0
480291219032,3367.0,109.0,88.0,139.0,209.0,2822.0
480291218123,590.0,12.0,0.0,0.0,44.0,534.0
480291218124,628.0,5.0,0.0,0.0,150.0,473.0
480291219031,2382.0,35.0,62.0,9.0,146.0,2130.0
480291219042,2193.0,0.0,39.0,38.0,117.0,1999.0
480291219051,1936.0,124.0,11.0,0.0,63.0,1738.0
480291219061,2760.0,9.0,13.0,38.0,46.0,2654.0
480291219062,2564.0,273.0,0.0,115.0,43.0,2133.0
480291219072,10968.0,148.0,269.0,984.0,579.0,8988.0
480291219081,1816.0,59.0,0.0,0.0,155.0,1602.0
480291209024,1628.0,170.0,89.0,145.0,252.0,972.0
480291211103,1561.0,0.0,70.0,56.0,133.0,1302.0
480291211183,1898.0,13.0,1.0,2.0,0.0,1882.0
480291211192,3528.0,303.0,13.0,78.0,474.0,2660.0
480291211193,1960.0,229.0,54.0,88.0,151.0,1438.0
480291211202,2199.0,28.0,0.0,131.0,176.0,1864.0
480291211211,1734.0,28.0,0.0,0.0,16.0,1690.0
480291211212,1159.0,1.0,2.0,18.0,1.0,1137.0
480291211221,1756.0,55.0,86.0,50.0,24.0,1541.0
480291211222,1565.0,85.0,65.0,9.0,61.0,1345.0
480291211223,2399.0,14.0,42.0,52.0,263.0,2028.0
480291215014,2281.0,16.0,23.0,660.0,41.0,1541.0
480291713023,1046.0,150.0,385.0,247.0,114.0,150.0
480291713024,858.0,6.0,338.0,131.0,109.0,274.0
480291714012,2799.0,190.0,258.0,355.0,382.0,1614.0
480291714021,2795.0,338.0,766.0,428.0,425.0,838.0
480291714023,2656.0,195.0,147.0,673.0,443.0,1198.0
480291715011,1279.0,96.0,314.0,132.0,133.0,604.0
480291715021,1429.0,166.0,152.0,221.0,300.0,590.0
480291715022,810.0,0.0,322.0,96.0,223.0,169.0
480291715024,1366.0,113.0,357.0,229.0,93.0,574.0
480291914121,2412.0,0.0,12.0,57.0,18.0,2325.0
480291914131,2978.0,57.0,178.0,115.0,138.0,2490.0
480291914132,3285.0,280.0,77.0,483.0,181.0,2264.0
480291915031,2254.0,38.0,41.0,132.0,71.0,1972.0
480291915032,1820.0,191.0,0.0,23.0,51.0,1555.0
480291915033,1156.0,18.0,11.0,0.0,0.0,1127.0
480291915041,1169.0,81.0,5.0,0.0,17.0,1066.0
480291915042,1385.0,17.0,10.0,64.0,30.0,1264.0
480291915051,1006.0,14.0,0.0,0.0,49.0,943.0
480291915052,1270.0,14.0,0.0,5.0,0.0,1251.0
480291915061,2115.0,163.0,2.0,43.0,66.0,1841.0
480291915062,2914.0,173.0,205.0,349.0,211.0,1976.0
480291915063,1497.0,77.0,0.0,13.0,0.0,1407.0
480291917012,715.0,16.0,4.0,104.0,0.0,591.0
480291917021,3667.0,64.0,177.0,130.0,18.0,3278.0
480291917023,991.0,0.0,119.0,0.0,0.0,872.0
480291917024,1205.0,4.0,24.0,0.0,0.0,1177.0
480291918061,1135.0,32.0,0.0,16.0,48.0,1039.0
480291918062,1521.0,20.0,14.0,49.0,61.0,1377.0
480291918071,4012.0,222.0,266.0,48.0,151.0,3325.0
480291918072,2503.0,125.0,19.0,181.0,88.0,2090.0
480291918082,1398.0,38.0,0.0,80.0,54.0,1226.0
480291918091,5320.0,244.0,94.0,222.0,94.0,4666.0
480291918101,2742.0,59.0,23.0,60.0,148.0,2452.0
480291918102,2097.0,8.0,18.0,55.0,66.0,1950.0
480291918121,2814.0,73.0,88.0,0.0,15.0,2638.0
480291918122,1445.0,11.0,0.0,0.0,40.0,1394.0
480291918132,2330.0,163.0,237.0,48.0,122.0,1760.0
480291821062,3882.0,9.0,198.0,0.0,49.0,3626.0
480291905031,1255.0,9.0,82.0,176.0,177.0,811.0
480291905033,1792.0,97.0,0.0,248.0,388.0,1059.0
480291905041,1417.0,88.0,72.0,165.0,104.0,988.0
480291906031,1516.0,346.0,161.0,180.0,291.0,538.0
480291906032,1576.0,29.0,131.0,576.0,240.0,600.0
480291906042,1262.0,52.0,362.0,93.0,288.0,467.0
480291906043,1465.0,72.0,146.0,394.0,100.0,753.0
480291910052,1080.0,36.0,66.0,123.0,95.0,760.0
480291910061,1075.0,238.0,54.0,0.0,356.0,427.0
480291910063,1720.0,37.0,242.0,338.0,283.0,820.0
480291801014,630.0,18.0,69.0,18.0,58.0,467.0
480291801015,681.0,34.0,67.0,158.0,0.0,422.0
480291801021,832.0,33.0,28.0,101.0,60.0,610.0
480291806044,630.0,48.0,69.0,59.0,0.0,454.0
480291801022,1076.0,117.0,46.0,5.0,172.0,736.0
480291806041,2231.0,20.0,621.0,315.0,190.0,1085.0
480291806042,2061.0,223.0,0.0,288.0,106.0,1444.0
480291806045,1021.0,171.0,56.0,50.0,67.0,677.0
480291810033,3893.0,760.0,605.0,351.0,338.0,1839.0
480291813032,2215.0,209.0,696.0,465.0,210.0,635.0
480291814032,2683.0,126.0,185.0,935.0,225.0,1212.0
480291814033,1633.0,18.0,34.0,267.0,48.0,1266.0
480291814042,1525.0,160.0,79.0,203.0,175.0,908.0
480291815032,4369.0,241.0,407.0,354.0,776.0,2591.0
480291817112,2109.0,77.0,77.0,40.0,64.0,1851.0
480291817113,3456.0,116.0,79.0,163.0,584.0,2514.0
480291817153,1696.0,10.0,251.0,254.0,218.0,963.0
480291817162,1791.0,9.0,33.0,310.0,594.0,845.0
480291817163,2542.0,75.0,249.0,236.0,179.0,1803.0
480291817164,1064.0,105.0,94.0,0.0,34.0,831.0
480291817183,1783.0,147.0,0.0,54.0,209.0,1373.0
480291817201,4329.0,41.0,14.0,79.0,108.0,4087.0
480291817202,790.0,6.0,0.0,57.0,96.0,631.0
480291817211,2202.0,47.0,3.0,0.0,164.0,1988.0
480291817212,1685.0,35.0,0.0,107.0,310.0,1233.0
480291817231,1833.0,56.0,0.0,14.0,555.0,1208.0
480291817221,1990.0,0.0,21.0,67.0,251.0,1651.0
480291817222,1513.0,68.0,37.0,2.0,80.0,1326.0
480291817223,1642.0,10.0,7.0,150.0,258.0,1217.0
480291817232,1035.0,66.0,13.0,0.0,133.0,823.0
480291817233,2371.0,116.0,64.0,149.0,50.0,1992.0
480291817241,3225.0,35.0,0.0,172.0,208.0,2810.0
480291817242,2489.0,16.0,51.0,25.0,102.0,2295.0
480291817251,2485.0,52.0,363.0,605.0,392.0,1073.0
480291817261,2719.0,165.0,0.0,91.0,32.0,2431.0
480291817262,4013.0,198.0,94.0,817.0,63.0,2841.0
480291817271,3452.0,26.0,200.0,713.0,210.0,2303.0
480291817272,788.0,0.0,0.0,48.0,231.0,509.0
480291817282,5343.0,0.0,102.0,304.0,340.0,4597.0
480291817291,9776.0,38.0,469.0,130.0,420.0,8719.0
480291817302,2803.0,45.0,37.0,48.0,324.0,2349.0
480291817311,1419.0,0.0,0.0,0.0,43.0,1376.0
480291817313,2348.0,365.0,22.0,0.0,46.0,1915.0
480291817314,1707.0,22.0,17.0,110.0,37.0,1521.0
480291818131,2386.0,208.0,249.0,277.0,238.0,1414.0
480291818133,2962.0,472.0,343.0,347.0,378.0,1422.0
480291818141,3727.0,354.0,258.0,95.0,390.0,2630.0
480291818151,1219.0,7.0,39.0,18.0,110.0,1045.0
480291818152,2058.0,124.0,112.0,46.0,144.0,1632.0
480291818162,3313.0,140.0,306.0,109.0,170.0,2588.0
480291818171,2309.0,83.0,49.0,287.0,153.0,1737.0
480291818181,2339.0,152.0,157.0,309.0,100.0,1621.0
480291818182,1977.0,13.0,0.0,232.0,256.0,1476.0
480291818191,821.0,55.0,222.0,30.0,52.0,462.0
480291818192,6321.0,900.0,1027.0,551.0,523.0,3320.0
480291818202,4833.0,1421.0,656.0,485.0,537.0,1734.0
480291818211,1011.0,57.0,25.0,39.0,52.0,838.0
480291818221,1345.0,8.0,118.0,24.0,69.0,1126.0
480291818222,1627.0,58.0,32.0,178.0,0.0,1359.0
480291818231,3451.0,922.0,339.0,335.0,276.0,1579.0
480291818241,1291.0,21.0,0.0,48.0,10.0,1212.0
480291912012,1527.0,140.0,33.0,183.0,73.0,1098.0
480291910064,1391.0,23.0,416.0,142.0,142.0,668.0
480291912011,1382.0,48.0,11.0,158.0,91.0,1074.0
480291912021,1336.0,102.0,144.0,62.0,100.0,928.0
480291912022,1850.0,128.0,580.0,268.0,190.0,684.0
480291912023,676.0,0.0,83.0,0.0,0.0,593.0
480291912024,1249.0,16.0,59.0,178.0,142.0,854.0
480291913031,1779.0,79.0,93.0,38.0,57.0,1512.0
480291913041,835.0,40.0,6.0,46.0,129.0,614.0
480291913042,1901.0,201.0,641.0,232.0,288.0,539.0
480291914062,2166.0,0.0,82.0,0.0,0.0,2084.0
480291914063,1920.0,46.0,74.0,100.0,51.0,1649.0
480291914082,1047.0,44.0,100.0,83.0,215.0,605.0
480291914101,1234.0,194.0,69.0,187.0,252.0,532.0
480291914102,2297.0,0.0,166.0,175.0,648.0,1308.0
480291914103,1493.0,23.0,215.0,231.0,251.0,773.0
480291914111,1905.0,315.0,88.0,74.0,212.0,1216.0
480291914112,2660.0,110.0,97.0,143.0,154.0,2156.0
480291818242,2210.0,332.0,246.0,101.0,264.0,1267.0
480291818251,1606.0,28.0,134.0,31.0,125.0,1288.0
480291818252,3202.0,196.0,39.0,68.0,52.0,2847.0
480291818261,1892.0,125.0,143.0,1.0,149.0,1474.0
480291818262,2984.0,0.0,114.0,200.0,208.0,2462.0
480291818263,1368.0,149.0,0.0,0.0,0.0,1219.0
480291818264,1730.0,0.0,0.0,0.0,0.0,1730.0
480291819011,3113.0,1071.0,712.0,351.0,441.0,538.0
480291819012,2634.0,77.0,0.0,32.0,37.0,2488.0
480291819021,5717.0,103.0,244.0,90.0,76.0,5204.0
480291819022,2714.0,32.0,31.0,0.0,0.0,2651.0
480291820011,2368.0,58.0,44.0,48.0,61.0,2157.0
480291820012,3493.0,118.0,80.0,102.0,231.0,2962.0
480291820021,5652.0,150.0,97.0,384.0,97.0,4924.0
480291820023,3436.0,0.0,0.0,134.0,16.0,3286.0
480291820032,1517.0,151.0,37.0,13.0,28.0,1288.0
480291821012,2100.0,0.0,80.0,16.0,210.0,1794.0
480291821022,2071.0,0.0,66.0,0.0,214.0,1791.0
480291821023,4571.0,107.0,0.0,0.0,43.0,4421.0
480291821061,3360.0,7.0,0.0,111.0,164.0,3078.0
480291918142,2413.0,0.0,0.0,0.0,67.0,2346.0
480291918151,3027.0,106.0,115.0,54.0,0.0,2752.0
480291918161,1699.0,19.0,43.0,111.0,23.0,1503.0
480291918162,1143.0,0.0,25.0,16.0,81.0,1021.0
480291918172,3728.0,34.0,0.0,86.0,0.0,3608.0
480291919001,983.0,336.0,37.0,64.0,13.0,533.0
480291919003,713.0,91.0,18.0,346.0,59.0,199.0
480291919004,846.0,158.0,166.0,145.0,74.0,303.0
480291920001,1014.0,28.0,0.0,54.0,164.0,768.0
480291920002,1302.0,142.0,458.0,43.0,0.0,659.0
480291920004,492.0,54.0,0.0,0.0,76.0,362.0
480291920005,302.0,13.0,26.0,107.0,0.0,156.0
480291921002,979.0,22.0,11.0,43.0,102.0,801.0
480291922001,1422.0,103.0,94.0,79.0,69.0,1077.0
480291923001,742.0,136.0,41.0,91.0,2.0,472.0
480291923002,2391.0,45.0,12.0,139.0,142.0,2053.0
480291923003,1049.0,48.0,0.0,0.0,0.0,1001.0
480291923004,824.0,117.0,0.0,63.0,152.0,492.0
480299800011,0.0,0.0,0.0,0.0,0.0,0.0
480299800021,0.0,0.0,0.0,0.0,0.0,0.0
480299800031,705.0,38.0,39.0,77.0,145.0,406.0
480299800041,0.0,0.0,0.0,0.0,0.0,0.0
480299800051,8.0,0.0,0.0,0.0,0.0,8.0
480299801001,285.0,33.0,42.0,0.0,122.0,88.0
480291805033,2400.0,163.0,197.0,74.0,486.0,1480.0
480291704011,1158.0,59.0,51.0,193.0,344.0,511.0
480291914081,1872.0,104.0,225.0,186.0,268.0,1089.0
480291914091,3898.0,329.0,104.0,389.0,393.0,2683.0
480291412006,1155.0,85.0,1.0,0.0,70.0,999.0
480291412003,1169.0,0.0,124.0,18.0,550.0,477.0
480291501002,1894.0,49.0,357.0,273.0,716.0,499.0
480291407002,978.0,160.0,130.0,90.0,149.0,449.0
480291413002,2826.0,40.0,453.0,606.0,29.0,1698.0
480291414021,3327.0,150.0,156.0,296.0,283.0,2442.0
480291806022,1980.0,315.0,150.0,503.0,141.0,871.0
480291101003,1108.0,74.0,206.0,66.0,30.0,732.0
480291211121,2192.0,137.0,230.0,192.0,132.0,1501.0
480291519002,4979.0,581.0,143.0,431.0,533.0,3291.0
480291409001,985.0,24.0,249.0,54.0,370.0,288.0
480291505011,858.0,21.0,63.0,292.0,120.0,362.0
480291505013,1156.0,81.0,190.0,325.0,241.0,319.0
480291110001,1059.0,66.0,134.0,353.0,265.0,241.0
480291204002,684.0,0.0,0.0,36.0,0.0,648.0
480291204006,698.0,4.0,3.0,21.0,83.0,587.0
480291204004,1184.0,0.0,19.0,0.0,0.0,1165.0
480291710005,577.0,100.0,86.0,91.0,239.0,61.0
480291710003,1732.0,223.0,706.0,329.0,90.0,384.0
480291717005,1040.0,109.0,0.0,66.0,193.0,672.0
480291213004,1631.0,48.0,252.0,0.0,72.0,1259.0
480291215012,2413.0,16.0,39.0,503.0,87.0,1768.0
480291215073,1068.0,41.0,62.0,164.0,152.0,649.0
480291312001,1770.0,464.0,442.0,331.0,41.0,492.0
480291404003,960.0,53.0,119.0,63.0,14.0,711.0
480291101001,669.0,59.0,73.0,17.0,107.0,413.0
480291209023,1879.0,13.0,352.0,338.0,294.0,882.0
480291214032,1315.0,15.0,43.0,476.0,95.0,686.0
480291216041,4153.0,75.0,42.0,361.0,634.0,3041.0
480291216044,2332.0,56.0,361.0,490.0,166.0,1259.0
480291207023,1126.0,66.0,14.0,64.0,320.0,662.0
480291213002,1120.0,89.0,147.0,128.0,79.0,677.0
480291703001,1233.0,59.0,199.0,272.0,223.0,480.0
480291704022,1059.0,83.0,227.0,184.0,209.0,356.0
480291704023,1175.0,117.0,122.0,274.0,250.0,412.0
480291706002,1290.0,46.0,210.0,112.0,195.0,727.0
480291707001,1392.0,208.0,67.0,278.0,153.0,686.0
480291212041,1891.0,408.0,210.0,173.0,76.0,1024.0
480291212045,1616.0,76.0,0.0,142.0,345.0,1053.0
480291416001,2823.0,165.0,288.0,637.0,311.0,1422.0
480291215051,2788.0,70.0,239.0,270.0,518.0,1691.0
480291403001,1115.0,87.0,118.0,376.0,156.0,378.0
480291701013,1348.0,220.0,417.0,199.0,129.0,383.0
480291718021,1280.0,488.0,147.0,0.0,197.0,448.0
480291718024,1302.0,49.0,379.0,331.0,295.0,248.0
480291507005,1274.0,0.0,93.0,53.0,642.0,486.0
480291507002,1597.0,304.0,367.0,38.0,456.0,432.0
480291507004,1347.0,140.0,254.0,76.0,12.0,865.0
480291601002,1789.0,126.0,181.0,431.0,292.0,759.0
480291813021,2160.0,164.0,279.0,203.0,391.0,1123.0
480291815063,2271.0,212.0,367.0,403.0,110.0,1179.0
480291809024,1846.0,243.0,155.0,753.0,26.0,669.0
480291810032,1340.0,282.0,457.0,198.0,0.0,403.0
480291810053,1525.0,57.0,40.0,234.0,316.0,878.0
480291817152,1393.0,0.0,0.0,325.0,314.0,754.0
480291203001,1762.0,38.0,29.0,0.0,38.0,1657.0
480291205011,651.0,74.0,26.0,81.0,15.0,455.0
480291205016,1622.0,0.0,17.0,668.0,129.0,808.0
480291205017,1228.0,0.0,79.0,276.0,339.0,534.0
480291211151,1243.0,195.0,114.0,53.0,36.0,845.0
480291211173,1601.0,139.0,105.0,50.0,310.0,997.0
480291815031,3245.0,85.0,411.0,205.0,274.0,2270.0
480291215082,2184.0,216.0,375.0,290.0,449.0,854.0
480291914054,1292.0,24.0,34.0,86.0,15.0,1133.0
480291709002,1764.0,42.0,309.0,367.0,175.0,871.0
480291615012,748.0,0.0,183.0,12.0,33.0,520.0
480291615014,1465.0,309.0,244.0,254.0,209.0,449.0
480291701023,1583.0,238.0,278.0,426.0,189.0,452.0
480291711002,1911.0,75.0,366.0,430.0,250.0,790.0
480291807024,988.0,153.0,115.0,75.0,320.0,325.0
480291807021,1966.0,482.0,121.0,523.0,23.0,817.0
480291809013,1255.0,60.0,78.0,85.0,356.0,676.0
480291108003,599.0,114.0,11.0,154.0,74.0,246.0
480291211163,1458.0,0.0,14.0,107.0,60.0,1277.0
480291212034,1150.0,28.0,38.0,163.0,437.0,484.0
480291212033,1071.0,11.0,0.0,365.0,18.0,677.0
480291817181,2153.0,59.0,24.0,19.0,74.0,1977.0
480291902005,1301.0,130.0,180.0,86.0,53.0,852.0
480291902002,569.0,74.0,86.0,0.0,20.0,389.0
480291802024,733.0,75.0,38.0,180.0,0.0,440.0
480291802022,1628.0,114.0,305.0,739.0,35.0,435.0
480291805014,1061.0,321.0,233.0,330.0,98.0,79.0
480291808003,478.0,30.0,115.0,28.0,32.0,273.0
480291708001,765.0,220.0,106.0,204.0,35.0,200.0
480291106001,815.0,66.0,174.0,20.0,25.0,530.0
480291510002,1027.0,126.0,75.0,201.0,126.0,499.0
480291510003,1268.0,34.0,482.0,102.0,63.0,587.0
480291607021,1035.0,112.0,122.0,286.0,97.0,418.0
480291607022,2088.0,555.0,300.0,302.0,334.0,597.0
480291215083,1001.0,35.0,214.0,38.0,147.0,567.0
480291216011,1341.0,46.0,103.0,145.0,141.0,906.0
480291218022,2904.0,218.0,175.0,431.0,333.0,1747.0
480291303004,1189.0,105.0,326.0,56.0,450.0,252.0
480291303003,611.0,64.0,106.0,25.0,380.0,36.0
480291909014,747.0,279.0,19.0,53.0,48.0,348.0
480291809011,1061.0,58.0,46.0,331.0,108.0,518.0
480291815043,428.0,0.0,0.0,0.0,0.0,428.0
480291816011,929.0,116.0,68.0,182.0,115.0,448.0
480291818093,1447.0,0.0,109.0,165.0,53.0,1120.0
480291821011,4205.0,236.0,0.0,29.0,97.0,3843.0
480291906012,1473.0,55.0,246.0,383.0,292.0,497.0
480291910042,2026.0,288.0,307.0,614.0,131.0,686.0
480291212052,1160.0,483.0,161.0,218.0,122.0,176.0
480291212064,1066.0,20.0,17.0,112.0,13.0,904.0
480291212066,1940.0,69.0,109.0,545.0,17.0,1200.0
480291602001,970.0,94.0,92.0,135.0,215.0,434.0
480291817131,2301.0,179.0,252.0,16.0,0.0,1854.0
480291815052,1617.0,106.0,0.0,58.0,122.0,1331.0
480291817041,1763.0,104.0,47.0,9.0,205.0,1398.0
480291817043,2161.0,188.0,257.0,178.0,71.0,1467.0
480291907001,946.0,65.0,101.0,113.0,39.0,628.0
480291812003,1151.0,278.0,39.0,94.0,0.0,740.0
480291511006,318.0,17.0,193.0,0.0,78.0,30.0
480291514003,1660.0,272.0,337.0,63.0,308.0,680.0
480291909022,1556.0,0.0,180.0,0.0,162.0,1214.0
480291810011,1872.0,173.0,209.0,162.0,218.0,1110.0
480291821031,2991.0,82.0,91.0,215.0,126.0,2477.0
480291901001,528.0,17.0,49.0,44.0,47.0,371.0
480291817033,2820.0,224.0,150.0,0.0,16.0,2430.0
480291803004,1002.0,89.0,145.0,284.0,121.0,363.0
480291313003,2307.0,397.0,280.0,412.0,343.0,875.0
480291313002,1549.0,0.0,499.0,79.0,206.0,765.0
480291103001,1568.0,402.0,476.0,142.0,13.0,535.0
480291206007,747.0,49.0,215.0,71.0,57.0,355.0
480291206004,1153.0,37.0,0.0,0.0,88.0,1028.0
480291206001,989.0,68.0,10.0,0.0,143.0,768.0
480291517005,1300.0,9.0,474.0,9.0,17.0,791.0
480291517004,848.0,77.0,27.0,232.0,83.0,429.0
480291719031,1665.0,216.0,192.0,206.0,126.0,925.0
480291717002,1199.0,121.0,262.0,53.0,42.0,721.0
480291719033,1698.0,91.0,93.0,316.0,215.0,983.0
480291509004,918.0,67.0,163.0,99.0,48.0,541.0
