block_group,B03002_001E,B03002_002E,B03002_003E,B03002_004E,B03002_006E,B03002_002E_O,B03002_012E
480291311001,621.0,324.0,18.0,306.0,0.0,0.0,297.0
480291203008,672.0,408.0,387.0,0.0,21.0,0.0,264.0
480291203007,698.0,552.0,552.0,0.0,0.0,0.0,146.0
480291501001,1441.0,321.0,254.0,8.0,38.0,21.0,1120.0
480291501004,1334.0,104.0,96.0,0.0,8.0,0.0,1230.0
480291506004,1285.0,47.0,47.0,0.0,0.0,0.0,1238.0
480291506003,933.0,13.0,0.0,0.0,0.0,13.0,920.0
480291511007,1708.0,47.0,47.0,0.0,0.0,0.0,1661.0
480291511005,1038.0,0.0,0.0,0.0,0.0,0.0,1038.0
480291511004,1351.0,0.0,0.0,0.0,0.0,0.0,1351.0
480291918042,2781.0,2048.0,1873.0,29.0,37.0,109.0,733.0
480291918041,1900.0,1300.0,1243.0,0.0,43.0,14.0,600.0
480291210004,1085.0,417.0,351.0,48.0,0.0,18.0,668.0
480291210003,2843.0,1062.0,915.0,64.0,66.0,17.0,1781.0
480291210005,1463.0,909.0,632.0,105.0,41.0,131.0,554.0
480291210006,1466.0,713.0,557.0,96.0,0.0,60.0,753.0
480291211102,1436.0,875.0,829.0,14.0,25.0,7.0,561.0
480291215062,1002.0,470.0,55.0,410.0,5.0,0.0,532.0
480291215061,1139.0,452.0,344.0,40.0,0.0,68.0,687.0
480291305001,661.0,296.0,11.0,285.0,0.0,0.0,365.0
480291305003,2199.0,858.0,131.0,646.0,0.0,81.0,1341.0
480291305002,855.0,407.0,0.0,390.0,0.0,17.0,448.0
480291305004,1097.0,206.0,37.0,169.0,0.0,0.0,891.0
480291904003,776.0,385.0,382.0,3.0,0.0,0.0,391.0
480291211081,1246.0,790.0,626.0,1.0,19.0,144.0,456.0
480291211083,1999.0,1112.0,1056.0,24.0,32.0,0.0,887.0
480291211084,1016.0,750.0,736.0,0.0,14.0,0.0,266.0
480291207015,1203.0,505.0,505.0,0.0,0.0,0.0,698.0
480291215042,637.0,311.0,164.0,136.0,0.0,11.0,326.0
480291215041,1272.0,1135.0,783.0,319.0,18.0,15.0,137.0
480291503001,1069.0,227.0,136.0,46.0,45.0,0.0,842.0
480291503004,1689.0,92.0,69.0,0.0,23.0,0.0,1597.0
480291503003,851.0,30.0,30.0,0.0,0.0,0.0,821.0
480291602003,1016.0,76.0,64.0,0.0,1.0,11.0,940.0
480291508002,627.0,242.0,132.0,1.0,0.0,109.0,385.0
480291508003,937.0,275.0,168.0,86.0,0.0,21.0,662.0
480291712003,1488.0,34.0,23.0,0.0,5.0,6.0,1454.0
480291418001,1163.0,369.0,353.0,0.0,0.0,16.0,794.0
480291418002,581.0,224.0,199.0,21.0,0.0,4.0,357.0
480291512005,4140.0,468.0,385.0,27.0,0.0,56.0,3672.0
480291512003,1008.0,0.0,0.0,0.0,0.0,0.0,1008.0
480291512001,1183.0,51.0,51.0,0.0,0.0,0.0,1132.0
480291107001,1114.0,207.0,100.0,42.0,5.0,60.0,907.0
480291904001,535.0,290.0,237.0,28.0,15.0,10.0,245.0
480291719121,5161.0,1505.0,981.0,217.0,178.0,129.0,3656.0
480291817122,1582.0,799.0,604.0,96.0,67.0,32.0,783.0
480291816023,1475.0,242.0,16.0,93.0,124.0,9.0,1233.0
480291816021,811.0,226.0,113.0,21.0,0.0,92.0,585.0
480291818081,1625.0,830.0,566.0,209.0,55.0,0.0,795.0
480291821021,1726.0,838.0,655.0,76.0,15.0,92.0,888.0
480291911011,847.0,600.0,582.0,0.0,18.0,0.0,247.0
480291911012,964.0,646.0,592.0,17.0,25.0,12.0,318.0
480291219082,1911.0,1336.0,1146.0,40.0,58.0,92.0,575.0
480291219091,3337.0,1778.0,1336.0,261.0,21.0,160.0,1559.0
480291219092,4615.0,3374.0,1581.0,985.0,241.0,567.0,1241.0
480291219101,6037.0,3787.0,2474.0,205.0,636.0,472.0,2250.0
480291219102,985.0,644.0,395.0,176.0,47.0,26.0,341.0
480291304011,916.0,218.0,13.0,201.0,4.0,0.0,698.0
480291304012,935.0,59.0,31.0,28.0,0.0,0.0,876.0
480291304013,1268.0,111.0,18.0,81.0,0.0,12.0,1157.0
480291304014,850.0,172.0,47.0,125.0,0.0,0.0,678.0
480291304021,1142.0,478.0,145.0,333.0,0.0,0.0,664.0
480291304022,1737.0,310.0,38.0,230.0,0.0,42.0,1427.0
480291304023,1380.0,396.0,0.0,396.0,0.0,0.0,984.0
480291314011,6846.0,2548.0,1588.0,820.0,123.0,17.0,4298.0
480291314012,3746.0,1507.0,486.0,951.0,40.0,30.0,2239.0
480291314021,619.0,295.0,129.0,165.0,1.0,0.0,324.0
480291719182,992.0,335.0,189.0,131.0,0.0,15.0,657.0
480291719184,1784.0,482.0,283.0,16.0,110.0,73.0,1302.0
480291719191,5017.0,1651.0,862.0,580.0,17.0,192.0,3366.0
480291719202,5287.0,1048.0,757.0,240.0,0.0,51.0,4239.0
480291719211,2752.0,817.0,261.0,205.0,44.0,307.0,1935.0
480291719213,1124.0,297.0,246.0,10.0,32.0,9.0,827.0
480291719221,3809.0,936.0,423.0,397.0,10.0,106.0,2873.0
480291719232,1495.0,727.0,538.0,56.0,23.0,110.0,768.0
480291719233,2447.0,819.0,397.0,363.0,0.0,59.0,1628.0
480291719241,4965.0,2307.0,1594.0,262.0,102.0,349.0,2658.0
480291720022,6552.0,2705.0,1279.0,1135.0,182.0,109.0,3847.0
480291719242,2169.0,1146.0,317.0,648.0,79.0,102.0,1023.0
480291719252,2012.0,671.0,389.0,123.0,121.0,38.0,1341.0
480291719254,3135.0,1137.0,687.0,262.0,0.0,188.0,1998.0
480291720031,3411.0,1828.0,1101.0,489.0,76.0,162.0,1583.0
480291720032,2957.0,1118.0,910.0,96.0,70.0,42.0,1839.0
480291720051,4741.0,2125.0,1432.0,340.0,229.0,124.0,2616.0
480291720052,7164.0,4241.0,2413.0,794.0,504.0,530.0,2923.0
480291720062,2249.0,1458.0,1038.0,276.0,67.0,77.0,791.0
480291720063,1958.0,749.0,513.0,159.0,77.0,0.0,1209.0
480291720072,2368.0,1191.0,966.0,115.0,56.0,54.0,1177.0
480291720073,4807.0,2189.0,1765.0,335.0,60.0,29.0,2618.0
480291801012,1355.0,233.0,215.0,18.0,0.0,0.0,1122.0
480291315031,991.0,636.0,483.0,57.0,96.0,0.0,355.0
480291315032,853.0,539.0,471.0,68.0,0.0,0.0,314.0
480291315041,1392.0,513.0,110.0,360.0,43.0,0.0,879.0
480291315042,1206.0,468.0,199.0,123.0,35.0,111.0,738.0
480291315051,2445.0,965.0,347.0,471.0,34.0,113.0,1480.0
480291315052,2812.0,1451.0,172.0,1203.0,20.0,56.0,1361.0
480291315062,2567.0,1333.0,401.0,582.0,95.0,255.0,1234.0
480291316081,2611.0,1321.0,495.0,735.0,0.0,91.0,1290.0
480291315071,3141.0,1008.0,448.0,522.0,11.0,27.0,2133.0
480291315073,2526.0,987.0,253.0,578.0,0.0,156.0,1539.0
480291316012,3484.0,2280.0,1238.0,453.0,24.0,565.0,1204.0
480291316082,3350.0,2303.0,519.0,1494.0,134.0,156.0,1047.0
480291316092,1956.0,1117.0,506.0,585.0,3.0,23.0,839.0
480291316093,3026.0,1981.0,812.0,531.0,338.0,300.0,1045.0
480291316102,2402.0,1484.0,252.0,1064.0,101.0,67.0,918.0
480291316111,1050.0,746.0,324.0,297.0,91.0,34.0,304.0
480291316131,1544.0,1104.0,502.0,546.0,36.0,20.0,440.0
480291316132,2856.0,1348.0,584.0,532.0,123.0,109.0,1508.0
480291316142,439.0,349.0,72.0,226.0,30.0,21.0,90.0
480291316151,2947.0,2154.0,630.0,1428.0,75.0,21.0,793.0
480291316153,1679.0,384.0,268.0,102.0,14.0,0.0,1295.0
480291316154,1445.0,576.0,121.0,400.0,13.0,42.0,869.0
480291318012,678.0,589.0,574.0,0.0,0.0,15.0,89.0
480291318021,1974.0,1116.0,813.0,268.0,0.0,35.0,858.0
480291318023,2007.0,1173.0,1034.0,135.0,0.0,4.0,834.0
480291411011,1355.0,431.0,249.0,177.0,5.0,0.0,924.0
480291411013,1489.0,224.0,141.0,83.0,0.0,0.0,1265.0
480291411021,1164.0,184.0,116.0,68.0,0.0,0.0,980.0
480291411023,1652.0,473.0,310.0,163.0,0.0,0.0,1179.0
480291414022,1790.0,247.0,158.0,36.0,53.0,0.0,1543.0
480291414032,2675.0,922.0,743.0,131.0,42.0,6.0,1753.0
480291414041,2552.0,493.0,223.0,177.0,93.0,0.0,2059.0
480291414043,1017.0,460.0,324.0,101.0,0.0,35.0,557.0
480291416002,2075.0,183.0,114.0,34.0,35.0,0.0,1892.0
480291513011,823.0,9.0,9.0,0.0,0.0,0.0,814.0
480291513012,1037.0,108.0,108.0,0.0,0.0,0.0,929.0
480291513013,1290.0,29.0,29.0,0.0,0.0,0.0,1261.0
480291513014,2489.0,225.0,225.0,0.0,0.0,0.0,2264.0
480291513021,1841.0,184.0,184.0,0.0,0.0,0.0,1657.0
480291513022,1782.0,150.0,150.0,0.0,0.0,0.0,1632.0
480291521003,828.0,303.0,229.0,10.0,64.0,0.0,525.0
480291521004,1884.0,520.0,368.0,122.0,18.0,12.0,1364.0
480291522011,3337.0,926.0,693.0,0.0,0.0,233.0,2411.0
480291522012,2670.0,230.0,230.0,0.0,0.0,0.0,2440.0
480291522013,1588.0,326.0,271.0,0.0,33.0,22.0,1262.0
480291522021,3714.0,611.0,444.0,156.0,0.0,11.0,3103.0
480291605011,2416.0,33.0,0.0,0.0,33.0,0.0,2383.0
480291605012,1022.0,156.0,131.0,25.0,0.0,0.0,866.0
480291605021,566.0,0.0,0.0,0.0,0.0,0.0,566.0
480291609013,1212.0,52.0,39.0,6.0,0.0,7.0,1160.0
480291605022,1148.0,9.0,7.0,0.0,1.0,1.0,1139.0
480291605024,1596.0,72.0,54.0,18.0,0.0,0.0,1524.0
480291609011,881.0,34.0,28.0,6.0,0.0,0.0,847.0
480291609021,2152.0,113.0,97.0,16.0,0.0,0.0,2039.0
480291609023,1485.0,25.0,23.0,0.0,1.0,1.0,1460.0
480291613022,1970.0,166.0,35.0,92.0,9.0,30.0,1804.0
480291613032,2472.0,87.0,51.0,36.0,0.0,0.0,2385.0
480291613041,2087.0,151.0,118.0,0.0,0.0,33.0,1936.0
480291614001,6454.0,5165.0,2945.0,1097.0,280.0,843.0,1289.0
480291615031,2277.0,558.0,381.0,151.0,8.0,18.0,1719.0
480291615033,1273.0,60.0,53.0,0.0,7.0,0.0,1213.0
480291615041,1681.0,342.0,159.0,126.0,57.0,0.0,1339.0
480291618011,3455.0,1063.0,617.0,397.0,0.0,49.0,2392.0
480291618012,1003.0,77.0,13.0,45.0,0.0,19.0,926.0
480291618022,3950.0,670.0,397.0,261.0,6.0,6.0,3280.0
480291619011,1109.0,159.0,159.0,0.0,0.0,0.0,950.0
480291619022,3580.0,935.0,906.0,22.0,0.0,7.0,2645.0
480291619023,5411.0,2253.0,1646.0,527.0,39.0,41.0,3158.0
480291620032,1546.0,417.0,371.0,3.0,0.0,43.0,1129.0
480291620033,1372.0,474.0,379.0,73.0,14.0,8.0,898.0
480291620042,2372.0,481.0,401.0,42.0,0.0,38.0,1891.0
480291713011,837.0,32.0,13.0,0.0,0.0,19.0,805.0
480291713021,2212.0,529.0,362.0,62.0,78.0,27.0,1683.0
480291713022,804.0,90.0,61.0,29.0,0.0,0.0,714.0
480291716011,2128.0,8.0,8.0,0.0,0.0,0.0,2120.0
480291716013,1210.0,32.0,0.0,32.0,0.0,0.0,1178.0
480291716021,2658.0,403.0,136.0,243.0,12.0,12.0,2255.0
480291719022,4637.0,1081.0,734.0,75.0,106.0,166.0,3556.0
480291719023,7876.0,2228.0,923.0,1230.0,39.0,36.0,5648.0
480291719131,4746.0,1415.0,513.0,699.0,113.0,90.0,3331.0
480291719132,1657.0,323.0,267.0,56.0,0.0,0.0,1334.0
480291719142,2047.0,594.0,339.0,187.0,14.0,54.0,1453.0
480291719143,2031.0,535.0,496.0,29.0,0.0,10.0,1496.0
480291719161,3625.0,1524.0,1251.0,153.0,23.0,97.0,2101.0
480291719162,1869.0,751.0,443.0,308.0,0.0,0.0,1118.0
480291719171,4034.0,2012.0,1059.0,343.0,509.0,101.0,2022.0
480291719172,5515.0,1704.0,752.0,397.0,258.0,297.0,3811.0
480291215053,2063.0,1411.0,614.0,544.0,148.0,105.0,652.0
480291216051,1353.0,1127.0,955.0,85.0,30.0,57.0,226.0
480291216052,680.0,329.0,312.0,8.0,9.0,0.0,351.0
480291216062,2633.0,1678.0,919.0,253.0,118.0,388.0,955.0
480291216063,1034.0,920.0,779.0,64.0,62.0,15.0,114.0
480291217011,1508.0,895.0,839.0,28.0,18.0,10.0,613.0
480291217012,811.0,602.0,568.0,19.0,0.0,15.0,209.0
480291217014,1221.0,551.0,359.0,78.0,101.0,13.0,670.0
480291217021,3477.0,2332.0,1702.0,64.0,377.0,189.0,1145.0
480291217023,2855.0,2006.0,1577.0,231.0,78.0,120.0,849.0
480291218081,727.0,386.0,273.0,113.0,0.0,0.0,341.0
480291218091,1041.0,738.0,623.0,61.0,27.0,27.0,303.0
480291218092,2298.0,1232.0,971.0,68.0,113.0,80.0,1066.0
480291218101,3426.0,2077.0,1496.0,408.0,30.0,143.0,1349.0
480291218102,1430.0,788.0,593.0,129.0,41.0,25.0,642.0
480291218112,1108.0,544.0,485.0,33.0,26.0,0.0,564.0
480291218121,4193.0,2127.0,1441.0,567.0,0.0,119.0,2066.0
480291219032,3367.0,2566.0,2027.0,231.0,74.0,234.0,801.0
480291218123,595.0,414.0,387.0,16.0,4.0,7.0,181.0
480291218124,628.0,495.0,473.0,22.0,0.0,0.0,133.0
480291219031,2382.0,1513.0,1396.0,42.0,38.0,37.0,869.0
480291219042,2193.0,1744.0,1568.0,74.0,71.0,31.0,449.0
480291219051,1936.0,1337.0,1202.0,30.0,47.0,58.0,599.0
480291219061,2893.0,1862.0,1449.0,13.0,242.0,158.0,1031.0
480291219062,2564.0,1681.0,1489.0,103.0,50.0,39.0,883.0
480291219072,10997.0,6573.0,5148.0,605.0,235.0,585.0,4424.0
480291219081,1823.0,1313.0,1198.0,67.0,20.0,28.0,510.0
480291209024,1628.0,764.0,698.0,54.0,0.0,12.0,864.0
480291211103,1561.0,910.0,627.0,74.0,147.0,62.0,651.0
480291211183,1898.0,1513.0,1438.0,58.0,0.0,17.0,385.0
480291211192,3549.0,1682.0,1383.0,20.0,279.0,0.0,1867.0
480291211193,1960.0,1324.0,1281.0,1.0,42.0,0.0,636.0
480291211202,2199.0,1206.0,1123.0,17.0,33.0,33.0,993.0
480291211211,1734.0,1277.0,944.0,232.0,0.0,101.0,457.0
480291211212,1159.0,840.0,761.0,30.0,12.0,37.0,319.0
480291211221,1756.0,1173.0,1084.0,62.0,0.0,27.0,583.0
480291211222,1578.0,1025.0,800.0,163.0,13.0,49.0,553.0
480291211223,2411.0,1427.0,1266.0,78.0,43.0,40.0,984.0
480291215014,2281.0,1983.0,1301.0,467.0,215.0,0.0,298.0
480291713023,1046.0,218.0,218.0,0.0,0.0,0.0,828.0
480291713024,858.0,121.0,94.0,0.0,0.0,27.0,737.0
480291714012,2816.0,151.0,151.0,0.0,0.0,0.0,2665.0
480291714021,2824.0,109.0,76.0,0.0,33.0,0.0,2715.0
480291714023,2656.0,61.0,11.0,9.0,41.0,0.0,2595.0
480291715011,1279.0,95.0,65.0,30.0,0.0,0.0,1184.0
480291715021,1429.0,38.0,31.0,0.0,5.0,2.0,1391.0
480291715022,840.0,213.0,10.0,203.0,0.0,0.0,627.0
480291715024,1366.0,148.0,66.0,79.0,0.0,3.0,1218.0
480291914121,2412.0,1981.0,1751.0,7.0,116.0,107.0,431.0
480291914131,3024.0,1454.0,1346.0,19.0,0.0,89.0,1570.0
480291914132,3285.0,2334.0,2049.0,65.0,127.0,93.0,951.0
480291915031,2254.0,1274.0,1067.0,41.0,76.0,90.0,980.0
480291915032,1836.0,1129.0,1008.0,0.0,106.0,15.0,707.0
480291915033,1156.0,760.0,706.0,0.0,38.0,16.0,396.0
480291915041,1169.0,1056.0,952.0,0.0,80.0,24.0,113.0
480291915042,1385.0,1029.0,857.0,37.0,97.0,38.0,356.0
480291915051,1006.0,685.0,633.0,0.0,28.0,24.0,321.0
480291915052,1270.0,907.0,726.0,30.0,81.0,70.0,363.0
480291915061,2115.0,1667.0,1549.0,34.0,84.0,0.0,448.0
480291915062,2914.0,1620.0,1108.0,128.0,253.0,131.0,1294.0
480291915063,1497.0,725.0,692.0,13.0,0.0,20.0,772.0
480291917012,715.0,522.0,508.0,0.0,6.0,8.0,193.0
480291917021,3776.0,2639.0,2024.0,456.0,93.0,66.0,1137.0
480291917023,991.0,635.0,621.0,0.0,0.0,14.0,356.0
480291917024,1205.0,1102.0,1098.0,4.0,0.0,0.0,103.0
480291918061,1135.0,907.0,728.0,0.0,25.0,154.0,228.0
480291918062,1521.0,1165.0,1123.0,0.0,25.0,17.0,356.0
480291918071,4018.0,2612.0,2043.0,90.0,377.0,102.0,1406.0
480291918072,2503.0,1414.0,941.0,315.0,109.0,49.0,1089.0
480291918082,1398.0,853.0,659.0,159.0,0.0,35.0,545.0
480291918091,5320.0,3293.0,2545.0,150.0,455.0,143.0,2027.0
480291918101,2742.0,2058.0,1660.0,166.0,192.0,40.0,684.0
480291918102,2097.0,1324.0,935.0,109.0,215.0,65.0,773.0
480291918121,2814.0,2239.0,1573.0,272.0,322.0,72.0,575.0
480291918122,1445.0,833.0,512.0,233.0,78.0,10.0,612.0
480291918132,2344.0,1693.0,1337.0,74.0,254.0,28.0,651.0
480291821062,3882.0,2629.0,2363.0,92.0,15.0,159.0,1253.0
480291905031,1255.0,254.0,245.0,1.0,0.0,8.0,1001.0
480291905033,1792.0,230.0,201.0,9.0,20.0,0.0,1562.0
480291905041,1431.0,589.0,522.0,40.0,2.0,25.0,842.0
480291906031,1542.0,211.0,130.0,12.0,0.0,69.0,1331.0
480291906032,1588.0,212.0,152.0,16.0,44.0,0.0,1376.0
480291906042,1262.0,48.0,48.0,0.0,0.0,0.0,1214.0
480291906043,1495.0,47.0,47.0,0.0,0.0,0.0,1448.0
480291910052,1080.0,169.0,162.0,7.0,0.0,0.0,911.0
480291910061,1075.0,160.0,160.0,0.0,0.0,0.0,915.0
480291910063,1740.0,293.0,63.0,224.0,0.0,6.0,1447.0
480291801014,630.0,243.0,230.0,0.0,8.0,5.0,387.0
480291801015,681.0,240.0,240.0,0.0,0.0,0.0,441.0
480291801021,842.0,362.0,357.0,0.0,5.0,0.0,480.0
480291806044,630.0,172.0,69.0,42.0,49.0,12.0,458.0
480291801022,1076.0,213.0,186.0,13.0,14.0,0.0,863.0
480291806041,2231.0,369.0,302.0,45.0,22.0,0.0,1862.0
480291806042,2080.0,649.0,471.0,162.0,0.0,16.0,1431.0
480291806045,1021.0,269.0,255.0,0.0,14.0,0.0,752.0
480291810033,3993.0,2409.0,1183.0,461.0,247.0,518.0,1584.0
480291813032,2215.0,1537.0,536.0,333.0,594.0,74.0,678.0
480291814032,2683.0,1742.0,860.0,104.0,731.0,47.0,941.0
480291814033,1633.0,1185.0,419.0,84.0,615.0,67.0,448.0
480291814042,1525.0,1224.0,583.0,111.0,259.0,271.0,301.0
480291815032,4546.0,2407.0,1820.0,281.0,133.0,173.0,2139.0
480291817112,2123.0,1009.0,633.0,191.0,166.0,19.0,1114.0
480291817113,3456.0,1677.0,1262.0,29.0,199.0,187.0,1779.0
480291817153,1696.0,233.0,233.0,0.0,0.0,0.0,1463.0
480291817162,1791.0,438.0,332.0,63.0,0.0,43.0,1353.0
480291817163,2542.0,879.0,715.0,53.0,0.0,111.0,1663.0
480291817164,1101.0,140.0,114.0,26.0,0.0,0.0,961.0
480291817183,1783.0,695.0,579.0,95.0,0.0,21.0,1088.0
480291817201,4338.0,2084.0,1599.0,373.0,64.0,48.0,2254.0
480291817202,790.0,376.0,271.0,42.0,57.0,6.0,414.0
480291817211,2202.0,1214.0,1085.0,13.0,89.0,27.0,988.0
480291817212,1685.0,752.0,551.0,108.0,93.0,0.0,933.0
480291817231,1833.0,877.0,636.0,95.0,98.0,48.0,956.0
480291817221,1990.0,606.0,359.0,184.0,50.0,13.0,1384.0
480291817222,1513.0,685.0,585.0,100.0,0.0,0.0,828.0
480291817223,1642.0,781.0,636.0,35.0,0.0,110.0,861.0
480291817232,1035.0,542.0,182.0,140.0,132.0,88.0,493.0
480291817233,2371.0,897.0,719.0,87.0,52.0,39.0,1474.0
480291817241,3319.0,1568.0,901.0,174.0,349.0,144.0,1751.0
480291817242,2514.0,1164.0,964.0,101.0,88.0,11.0,1350.0
480291817251,2485.0,780.0,379.0,364.0,22.0,15.0,1705.0
480291817261,2719.0,845.0,548.0,50.0,156.0,91.0,1874.0
480291817262,4038.0,1555.0,1103.0,335.0,53.0,64.0,2483.0
480291817271,3469.0,876.0,658.0,167.0,5.0,46.0,2593.0
480291817272,788.0,174.0,130.0,36.0,0.0,8.0,614.0
480291817282,5381.0,2219.0,1670.0,301.0,17.0,231.0,3162.0
480291817291,9776.0,4152.0,2820.0,694.0,173.0,465.0,5624.0
480291817302,2803.0,1206.0,831.0,241.0,35.0,99.0,1597.0
480291817311,1419.0,492.0,434.0,0.0,58.0,0.0,927.0
480291817313,2369.0,1069.0,640.0,86.0,29.0,314.0,1300.0
480291817314,1707.0,657.0,595.0,16.0,32.0,14.0,1050.0
480291818131,2386.0,1379.0,801.0,421.0,119.0,38.0,1007.0
480291818133,2962.0,1751.0,1019.0,503.0,177.0,52.0,1211.0
480291818141,3727.0,2136.0,1179.0,195.0,565.0,197.0,1591.0
480291818151,1241.0,670.0,576.0,60.0,34.0,0.0,571.0
480291818152,2085.0,1264.0,948.0,181.0,101.0,34.0,821.0
480291818162,3313.0,1718.0,1306.0,76.0,237.0,99.0,1595.0
480291818171,2309.0,1079.0,655.0,47.0,271.0,106.0,1230.0
480291818181,2390.0,1257.0,897.0,114.0,228.0,18.0,1133.0
480291818182,1977.0,1038.0,586.0,28.0,424.0,0.0,939.0
480291818191,821.0,592.0,294.0,25.0,255.0,18.0,229.0
480291818192,6321.0,3000.0,1831.0,584.0,421.0,164.0,3321.0
480291818202,4833.0,2692.0,1286.0,1062.0,225.0,119.0,2141.0
480291818211,1011.0,502.0,337.0,28.0,92.0,45.0,509.0
480291818221,1345.0,566.0,466.0,12.0,25.0,63.0,779.0
480291818222,1627.0,675.0,608.0,12.0,15.0,40.0,952.0
480291818231,3451.0,1962.0,1019.0,221.0,502.0,220.0,1489.0
480291818241,1307.0,666.0,520.0,140.0,6.0,0.0,641.0
480291912012,1527.0,728.0,716.0,12.0,0.0,0.0,799.0
480291910064,1391.0,30.0,20.0,0.0,0.0,10.0,1361.0
480291912011,1382.0,663.0,565.0,80.0,0.0,18.0,719.0
480291912021,1336.0,612.0,572.0,0.0,0.0,40.0,724.0
480291912022,1850.0,490.0,176.0,192.0,0.0,122.0,1360.0
480291912023,676.0,498.0,498.0,0.0,0.0,0.0,178.0
480291912024,1356.0,674.0,663.0,0.0,11.0,0.0,682.0
480291913031,1779.0,983.0,887.0,38.0,34.0,24.0,796.0
480291913041,835.0,360.0,331.0,0.0,29.0,0.0,475.0
480291913042,1901.0,624.0,278.0,346.0,0.0,0.0,1277.0
480291914062,2166.0,1719.0,1702.0,0.0,0.0,17.0,447.0
480291914063,1920.0,1676.0,1556.0,40.0,32.0,48.0,244.0
480291914082,1047.0,439.0,287.0,65.0,41.0,46.0,608.0
480291914101,1234.0,577.0,325.0,148.0,72.0,32.0,657.0
480291914102,2297.0,859.0,674.0,149.0,0.0,36.0,1438.0
480291914103,1493.0,683.0,286.0,122.0,142.0,133.0,810.0
480291914111,1978.0,1159.0,727.0,162.0,219.0,51.0,819.0
480291914112,2660.0,1738.0,1292.0,326.0,78.0,42.0,922.0
480291818242,2239.0,1070.0,680.0,309.0,20.0,61.0,1169.0
480291818251,1606.0,872.0,709.0,54.0,36.0,73.0,734.0
480291818252,3202.0,2001.0,1237.0,259.0,447.0,58.0,1201.0
480291818261,1892.0,1110.0,824.0,125.0,115.0,46.0,782.0
480291818262,2984.0,1158.0,813.0,15.0,319.0,11.0,1826.0
480291818263,1368.0,690.0,629.0,61.0,0.0,0.0,678.0
480291818264,1730.0,1000.0,671.0,232.0,40.0,57.0,730.0
480291819011,3113.0,1561.0,418.0,496.0,638.0,9.0,1552.0
480291819012,2634.0,1754.0,1432.0,94.0,158.0,70.0,880.0
480291819021,5717.0,4049.0,3191.0,215.0,368.0,275.0,1668.0
480291819022,2714.0,1769.0,1657.0,29.0,16.0,67.0,945.0
480291820011,2368.0,1457.0,1148.0,61.0,238.0,10.0,911.0
480291820012,3493.0,2016.0,1711.0,56.0,191.0,58.0,1477.0
480291820021,5658.0,3658.0,3134.0,116.0,313.0,95.0,2000.0
480291820023,3442.0,2269.0,1436.0,194.0,475.0,164.0,1173.0
480291820032,1531.0,802.0,495.0,95.0,179.0,33.0,729.0
480291821012,2100.0,1813.0,1656.0,0.0,0.0,157.0,287.0
480291821022,2110.0,1676.0,1542.0,26.0,0.0,108.0,434.0
480291821023,4571.0,3203.0,2736.0,186.0,232.0,49.0,1368.0
480291821061,3360.0,1836.0,1546.0,15.0,177.0,98.0,1524.0
480291918142,2413.0,1716.0,1521.0,32.0,98.0,65.0,697.0
480291918151,3027.0,1982.0,1396.0,29.0,424.0,133.0,1045.0
480291918161,1699.0,1308.0,1051.0,49.0,180.0,28.0,391.0
480291918162,1143.0,769.0,659.0,31.0,62.0,17.0,374.0
480291918172,3728.0,2338.0,1632.0,73.0,612.0,21.0,1390.0
480291919001,983.0,469.0,264.0,205.0,0.0,0.0,514.0
480291919003,748.0,338.0,29.0,291.0,0.0,18.0,410.0
480291919004,856.0,194.0,51.0,31.0,0.0,112.0,662.0
480291920001,2170.0,1350.0,1027.0,146.0,88.0,89.0,820.0
480291920002,1302.0,549.0,514.0,0.0,0.0,35.0,753.0
480291920004,492.0,265.0,265.0,0.0,0.0,0.0,227.0
480291920005,302.0,64.0,0.0,64.0,0.0,0.0,238.0
480291921002,979.0,415.0,393.0,8.0,6.0,8.0,564.0
480291922001,1422.0,606.0,216.0,184.0,43.0,163.0,816.0
480291923001,743.0,315.0,271.0,43.0,0.0,1.0,428.0
480291923002,2391.0,1299.0,1062.0,89.0,76.0,72.0,1092.0
480291923003,1049.0,945.0,765.0,0.0,44.0,136.0,104.0
480291923004,824.0,351.0,185.0,141.0,0.0,25.0,473.0
480299800011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480299800021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480299800031,1133.0,963.0,760.0,107.0,49.0,47.0,170.0
480299800041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480299800051,8.0,4.0,4.0,0.0,0.0,0.0,4.0
480299801001,709.0,569.0,458.0,53.0,8.0,50.0,140.0
480291805033,2432.0,63.0,48.0,15.0,0.0,0.0,2369.0
480291704011,1158.0,90.0,39.0,51.0,0.0,0.0,1068.0
480291914081,1905.0,899.0,464.0,255.0,120.0,60.0,1006.0
480291914091,3898.0,1642.0,991.0,381.0,158.0,112.0,2256.0
480291412006,1155.0,183.0,182.0,0.0,1.0,0.0,972.0
480291412003,1169.0,360.0,360.0,0.0,0.0,0.0,809.0
480291501002,1894.0,46.0,46.0,0.0,0.0,0.0,1848.0
480291407002,998.0,250.0,76.0,159.0,0.0,15.0,748.0
480291413002,2992.0,890.0,724.0,149.0,0.0,17.0,2102.0
480291414021,3327.0,886.0,581.0,296.0,0.0,9.0,2441.0
480291806022,2306.0,793.0,531.0,181.0,71.0,10.0,1513.0
480291101003,1691.0,419.0,288.0,78.0,19.0,34.0,1272.0
