block_group,B19001_001E,B19001_002E,B19001_005E_M,B19001_010E_M,B19001_013E_M,B19001_016E_M,B19001_017E
480291511005,280.0,68.0,52.0,139.0,21.0,0.0,0.0
480291511004,377.0,0.0,62.0,120.0,195.0,0.0,0.0
480291918042,947.0,47.0,0.0,73.0,318.0,372.0,137.0
480291918041,483.0,7.0,25.0,35.0,144.0,123.0,149.0
480291210004,401.0,0.0,82.0,111.0,164.0,44.0,0.0
480291210003,853.0,65.0,78.0,294.0,289.0,127.0,0.0
480291210005,589.0,40.0,150.0,110.0,137.0,152.0,0.0
480291210006,429.0,0.0,60.0,69.0,162.0,122.0,16.0
480291211102,516.0,32.0,32.0,89.0,258.0,105.0,0.0
480291215062,275.0,33.0,27.0,61.0,98.0,56.0,0.0
480291215061,396.0,17.0,25.0,96.0,180.0,78.0,0.0
480291305001,192.0,73.0,28.0,61.0,17.0,13.0,0.0
480291305003,795.0,188.0,322.0,167.0,82.0,31.0,5.0
480291305002,302.0,55.0,78.0,77.0,92.0,0.0,0.0
480291305004,222.0,36.0,19.0,104.0,43.0,20.0,0.0
480291904003,389.0,84.0,56.0,66.0,88.0,78.0,17.0
480291211081,419.0,16.0,17.0,44.0,143.0,167.0,32.0
480291211083,1060.0,15.0,220.0,334.0,426.0,65.0,0.0
480291211084,516.0,35.0,87.0,163.0,182.0,49.0,0.0
480291207015,508.0,36.0,46.0,175.0,107.0,105.0,39.0
480291215042,230.0,15.0,0.0,70.0,101.0,44.0,0.0
480291215041,609.0,31.0,206.0,179.0,121.0,58.0,14.0
480291503001,203.0,32.0,27.0,31.0,59.0,42.0,12.0
480291503004,472.0,60.0,76.0,140.0,167.0,22.0,7.0
480291503003,248.0,57.0,41.0,66.0,49.0,35.0,0.0
480291602003,293.0,24.0,94.0,86.0,56.0,33.0,0.0
480291508002,233.0,4.0,0.0,145.0,68.0,11.0,5.0
480291508003,333.0,115.0,128.0,31.0,56.0,3.0,0.0
480291712003,478.0,67.0,217.0,117.0,62.0,15.0,0.0
480291418001,319.0,18.0,54.0,112.0,97.0,13.0,25.0
480291418002,220.0,42.0,44.0,111.0,23.0,0.0,0.0
480291512005,1085.0,0.0,100.0,292.0,428.0,213.0,52.0
480291512003,290.0,0.0,109.0,78.0,52.0,51.0,0.0
480291512001,321.0,14.0,53.0,51.0,166.0,37.0,0.0
480291107001,562.0,185.0,167.0,137.0,67.0,6.0,0.0
480291904001,314.0,5.0,28.0,95.0,76.0,94.0,16.0
480291719121,1668.0,44.0,107.0,151.0,667.0,596.0,103.0
480291817122,527.0,13.0,119.0,68.0,156.0,158.0,13.0
480291816023,445.0,17.0,31.0,237.0,82.0,78.0,0.0
480291816021,323.0,38.0,61.0,42.0,114.0,68.0,0.0
480291818081,689.0,55.0,95.0,122.0,224.0,139.0,54.0
480291821021,448.0,0.0,59.0,84.0,211.0,61.0,33.0
480291911011,370.0,15.0,16.0,23.0,123.0,112.0,81.0
480291911012,335.0,13.0,35.0,45.0,69.0,118.0,55.0
480291219082,632.0,0.0,19.0,68.0,179.0,261.0,105.0
480291219091,1312.0,0.0,63.0,177.0,455.0,562.0,55.0
480291219092,1494.0,63.0,19.0,314.0,561.0,482.0,55.0
480291219101,1842.0,2.0,69.0,150.0,733.0,702.0,186.0
480291219102,373.0,0.0,0.0,23.0,158.0,179.0,13.0
480291304011,275.0,31.0,145.0,35.0,55.0,9.0,0.0
480291304012,341.0,46.0,73.0,123.0,91.0,8.0,0.0
480291304013,428.0,34.0,186.0,109.0,86.0,13.0,0.0
480291304014,260.0,49.0,45.0,91.0,55.0,20.0,0.0
480291304021,332.0,78.0,43.0,89.0,122.0,0.0,0.0
480291304022,518.0,106.0,244.0,150.0,10.0,8.0,0.0
480291304023,429.0,76.0,133.0,89.0,124.0,7.0,0.0
480291314011,1693.0,38.0,87.0,421.0,740.0,362.0,45.0
480291314012,1099.0,79.0,67.0,243.0,569.0,127.0,14.0
480291314021,260.0,31.0,44.0,82.0,80.0,16.0,7.0
480291719182,509.0,14.0,117.0,114.0,205.0,41.0,18.0
480291719184,472.0,0.0,8.0,102.0,218.0,125.0,19.0
480291719191,1348.0,10.0,87.0,418.0,580.0,243.0,10.0
480291719202,1514.0,41.0,147.0,417.0,679.0,203.0,27.0
480291719211,713.0,33.0,81.0,117.0,294.0,174.0,14.0
480291719213,328.0,7.0,19.0,106.0,75.0,115.0,6.0
480291719221,1002.0,18.0,26.0,164.0,395.0,372.0,27.0
480291719232,448.0,30.0,0.0,232.0,68.0,118.0,0.0
480291719233,1130.0,109.0,149.0,382.0,388.0,84.0,18.0
480291719241,2199.0,93.0,235.0,540.0,749.0,431.0,151.0
480291720022,1692.0,25.0,52.0,216.0,788.0,580.0,31.0
480291719242,677.0,26.0,7.0,44.0,372.0,209.0,19.0
480291719252,758.0,17.0,14.0,235.0,269.0,194.0,29.0
480291719254,949.0,13.0,182.0,274.0,325.0,155.0,0.0
480291720031,923.0,28.0,20.0,58.0,235.0,460.0,122.0
480291720032,859.0,7.0,85.0,111.0,329.0,296.0,31.0
480291720051,1567.0,31.0,146.0,404.0,422.0,441.0,123.0
480291720052,1945.0,25.0,121.0,90.0,649.0,866.0,194.0
480291720062,564.0,0.0,18.0,23.0,219.0,257.0,47.0
480291720063,673.0,79.0,96.0,162.0,159.0,143.0,34.0
480291720072,791.0,13.0,31.0,141.0,233.0,337.0,36.0
480291720073,1284.0,46.0,59.0,51.0,305.0,532.0,291.0
480291801012,496.0,17.0,78.0,152.0,148.0,73.0,28.0
480291315031,453.0,56.0,134.0,93.0,136.0,26.0,8.0
480291315032,370.0,10.0,43.0,121.0,140.0,56.0,0.0
480291315041,372.0,24.0,62.0,112.0,126.0,48.0,0.0
480291315042,309.0,22.0,22.0,148.0,64.0,53.0,0.0
480291315051,603.0,0.0,41.0,199.0,271.0,82.0,10.0
480291315052,639.0,23.0,93.0,152.0,244.0,127.0,0.0
480291315062,719.0,12.0,66.0,136.0,285.0,183.0,37.0
480291316081,896.0,32.0,242.0,252.0,241.0,119.0,10.0
480291315071,840.0,61.0,103.0,300.0,331.0,45.0,0.0
480291315073,720.0,21.0,230.0,230.0,171.0,68.0,0.0
480291316012,824.0,8.0,15.0,58.0,260.0,311.0,172.0
480291316082,1053.0,68.0,63.0,152.0,361.0,334.0,75.0
480291316092,637.0,73.0,12.0,96.0,237.0,183.0,36.0
480291316093,825.0,52.0,71.0,76.0,499.0,94.0,33.0
480291316102,628.0,16.0,10.0,110.0,347.0,145.0,0.0
480291316111,352.0,11.0,15.0,82.0,158.0,68.0,18.0
480291316131,522.0,0.0,43.0,116.0,244.0,97.0,22.0
480291316132,832.0,23.0,74.0,249.0,236.0,250.0,0.0
480291316142,146.0,0.0,7.0,13.0,55.0,52.0,19.0
480291316151,1095.0,0.0,52.0,308.0,573.0,162.0,0.0
480291316153,382.0,0.0,13.0,39.0,168.0,148.0,14.0
480291316154,396.0,0.0,37.0,188.0,93.0,47.0,31.0
480291318012,245.0,7.0,6.0,40.0,64.0,77.0,51.0
480291318021,584.0,28.0,36.0,105.0,204.0,180.0,31.0
480291318023,686.0,46.0,100.0,228.0,107.0,186.0,19.0
480291411011,560.0,113.0,262.0,104.0,81.0,0.0,0.0
480291411013,419.0,68.0,42.0,169.0,110.0,30.0,0.0
480291411021,423.0,81.0,153.0,113.0,69.0,7.0,0.0
480291411023,585.0,83.0,109.0,205.0,172.0,8.0,8.0
480291414022,519.0,32.0,53.0,9.0,203.0,222.0,0.0
480291414032,1045.0,107.0,109.0,303.0,387.0,128.0,11.0
480291414041,688.0,63.0,38.0,146.0,231.0,210.0,0.0
480291414043,522.0,259.0,99.0,111.0,48.0,5.0,0.0
480291416002,548.0,29.0,78.0,118.0,264.0,59.0,0.0
480291513011,316.0,28.0,107.0,36.0,89.0,56.0,0.0
480291513012,287.0,8.0,91.0,121.0,61.0,6.0,0.0
480291513013,423.0,52.0,94.0,147.0,89.0,21.0,20.0
480291513014,710.0,6.0,154.0,166.0,270.0,114.0,0.0
480291513021,477.0,40.0,134.0,97.0,176.0,24.0,6.0
480291513022,466.0,50.0,118.0,135.0,126.0,37.0,0.0
480291521003,184.0,20.0,53.0,35.0,62.0,14.0,0.0
480291521004,615.0,24.0,154.0,112.0,266.0,44.0,15.0
480291522011,819.0,92.0,280.0,95.0,171.0,90.0,91.0
480291522012,639.0,62.0,142.0,135.0,233.0,67.0,0.0
480291522013,616.0,8.0,230.0,152.0,170.0,39.0,17.0
480291522021,839.0,29.0,98.0,219.0,399.0,94.0,0.0
480291605011,561.0,230.0,196.0,63.0,72.0,0.0,0.0
480291605012,320.0,27.0,74.0,105.0,99.0,15.0,0.0
480291605021,205.0,33.0,87.0,68.0,17.0,0.0,0.0
480291609013,335.0,43.0,131.0,85.0,36.0,40.0,0.0
480291605022,258.0,48.0,51.0,78.0,61.0,20.0,0.0
480291605024,407.0,16.0,98.0,106.0,126.0,61.0,0.0
480291609011,240.0,58.0,74.0,28.0,60.0,15.0,5.0
480291609021,472.0,26.0,49.0,169.0,228.0,0.0,0.0
480291609023,394.0,43.0,94.0,165.0,80.0,12.0,0.0
480291613022,486.0,6.0,111.0,178.0,153.0,38.0,0.0
480291613032,554.0,46.0,52.0,270.0,180.0,6.0,0.0
480291613041,499.0,0.0,90.0,168.0,220.0,21.0,0.0
480291614001,402.0,21.0,5.0,76.0,201.0,86.0,13.0
480291615031,588.0,42.0,103.0,151.0,166.0,126.0,0.0
480291615033,240.0,37.0,40.0,29.0,117.0,17.0,0.0
480291615041,443.0,12.0,94.0,110.0,210.0,17.0,0.0
480291618011,996.0,20.0,15.0,301.0,322.0,318.0,20.0
480291618012,261.0,30.0,46.0,120.0,65.0,0.0,0.0
480291618022,981.0,126.0,123.0,293.0,411.0,28.0,0.0
480291619011,328.0,8.0,78.0,158.0,62.0,14.0,8.0
480291619022,860.0,0.0,167.0,142.0,421.0,103.0,27.0
480291619023,1074.0,48.0,91.0,226.0,646.0,63.0,0.0
480291620032,418.0,9.0,65.0,161.0,112.0,61.0,10.0
480291620033,304.0,26.0,37.0,122.0,68.0,39.0,12.0
480291620042,594.0,58.0,68.0,185.0,93.0,172.0,18.0
480291713011,252.0,29.0,43.0,121.0,59.0,0.0,0.0
480291713021,204.0,17.0,8.0,75.0,81.0,23.0,0.0
480291713022,306.0,43.0,72.0,127.0,35.0,22.0,7.0
480291716011,527.0,19.0,106.0,214.0,131.0,44.0,13.0
480291716013,449.0,127.0,73.0,209.0,40.0,0.0,0.0
480291716021,685.0,132.0,255.0,153.0,78.0,67.0,0.0
480291719022,1481.0,117.0,21.0,268.0,904.0,171.0,0.0
480291719023,2463.0,479.0,376.0,778.0,542.0,288.0,0.0
480291719131,1297.0,52.0,254.0,389.0,346.0,235.0,21.0
480291719132,489.0,9.0,50.0,268.0,102.0,37.0,23.0
480291719142,642.0,12.0,23.0,128.0,292.0,187.0,0.0
480291719143,555.0,11.0,32.0,102.0,294.0,88.0,28.0
480291719161,1040.0,61.0,71.0,89.0,389.0,376.0,54.0
480291719162,493.0,33.0,22.0,113.0,217.0,84.0,24.0
480291719171,1285.0,40.0,36.0,205.0,496.0,387.0,121.0
480291719172,1454.0,0.0,87.0,239.0,595.0,445.0,88.0
480291215053,650.0,46.0,65.0,94.0,336.0,104.0,5.0
480291216051,487.0,29.0,73.0,133.0,189.0,59.0,4.0
480291216052,251.0,9.0,24.0,78.0,105.0,35.0,0.0
480291216062,1266.0,13.0,213.0,386.0,433.0,167.0,54.0
480291216063,398.0,30.0,59.0,75.0,177.0,40.0,17.0
480291217011,502.0,47.0,65.0,86.0,167.0,137.0,0.0
480291217012,328.0,0.0,19.0,57.0,160.0,83.0,9.0
480291217014,423.0,35.0,143.0,66.0,127.0,52.0,0.0
480291217021,1268.0,0.0,103.0,74.0,438.0,506.0,147.0
480291217023,1009.0,17.0,124.0,255.0,271.0,312.0,30.0
480291218081,224.0,0.0,0.0,17.0,137.0,70.0,0.0
480291218091,280.0,18.0,43.0,92.0,53.0,46.0,28.0
480291218092,801.0,16.0,55.0,155.0,376.0,173.0,26.0
480291218101,1051.0,44.0,100.0,120.0,356.0,372.0,59.0
480291218102,433.0,16.0,13.0,32.0,284.0,79.0,9.0
480291218112,342.0,0.0,57.0,32.0,151.0,81.0,21.0
480291218121,1184.0,26.0,181.0,376.0,257.0,333.0,11.0
480291219032,1041.0,45.0,30.0,125.0,184.0,505.0,152.0
480291218123,288.0,12.0,0.0,53.0,188.0,35.0,0.0
480291218124,194.0,0.0,0.0,11.0,113.0,70.0,0.0
480291219031,957.0,21.0,29.0,280.0,287.0,301.0,39.0
480291219042,733.0,0.0,52.0,50.0,271.0,192.0,168.0
480291219051,788.0,31.0,49.0,150.0,107.0,332.0,119.0
480291219061,1010.0,0.0,34.0,50.0,400.0,338.0,188.0
480291219062,1043.0,46.0,110.0,173.0,372.0,313.0,29.0
480291219072,3415.0,47.0,48.0,595.0,1206.0,1079.0,440.0
480291219081,627.0,47.0,0.0,120.0,186.0,129.0,145.0
480291209024,608.0,73.0,167.0,104.0,156.0,108.0,0.0
480291211103,481.0,0.0,23.0,120.0,170.0,145.0,23.0
480291211183,740.0,0.0,0.0,152.0,188.0,322.0,78.0
480291211192,1240.0,53.0,28.0,305.0,417.0,390.0,47.0
480291211193,702.0,38.0,100.0,69.0,402.0,62.0,31.0
480291211202,764.0,16.0,17.0,147.0,278.0,306.0,0.0
480291211211,597.0,8.0,8.0,81.0,129.0,292.0,79.0
480291211212,408.0,0.0,9.0,39.0,123.0,167.0,70.0
480291211221,563.0,0.0,64.0,55.0,176.0,171.0,97.0
480291211222,533.0,28.0,23.0,46.0,201.0,190.0,45.0
480291211223,781.0,0.0,27.0,93.0,365.0,239.0,57.0
480291215014,691.0,33.0,65.0,174.0,349.0,45.0,25.0
480291713023,288.0,0.0,126.0,113.0,40.0,0.0,9.0
480291713024,304.0,62.0,112.0,68.0,43.0,19.0,0.0
480291714012,698.0,115.0,98.0,150.0,275.0,44.0,16.0
480291714021,730.0,68.0,184.0,203.0,257.0,18.0,0.0
480291714023,554.0,52.0,44.0,178.0,164.0,116.0,0.0
480291715011,432.0,56.0,108.0,125.0,126.0,17.0,0.0
480291715021,361.0,73.0,32.0,138.0,87.0,31.0,0.0
480291715022,245.0,0.0,95.0,128.0,22.0,0.0,0.0
480291715024,398.0,66.0,130.0,83.0,86.0,33.0,0.0
480291914121,765.0,0.0,0.0,25.0,120.0,276.0,344.0
480291914131,1195.0,26.0,84.0,335.0,296.0,342.0,112.0
480291914132,1409.0,78.0,100.0,406.0,419.0,223.0,183.0
480291915031,941.0,4.0,43.0,122.0,346.0,338.0,88.0
480291915032,723.0,95.0,13.0,80.0,293.0,206.0,36.0
480291915033,589.0,9.0,11.0,98.0,271.0,200.0,0.0
480291915041,461.0,27.0,4.0,48.0,66.0,151.0,165.0
480291915042,429.0,12.0,5.0,30.0,39.0,35.0,308.0
480291915051,334.0,5.0,0.0,10.0,104.0,141.0,74.0
480291915052,478.0,5.0,5.0,52.0,103.0,115.0,198.0
480291915061,1054.0,119.0,56.0,181.0,333.0,288.0,77.0
480291915062,1145.0,53.0,216.0,188.0,345.0,203.0,140.0
480291915063,526.0,0.0,33.0,56.0,101.0,266.0,70.0
480291917012,233.0,0.0,4.0,51.0,60.0,49.0,69.0
480291917021,1556.0,0.0,121.0,153.0,832.0,386.0,64.0
480291917023,407.0,15.0,27.0,39.0,113.0,196.0,17.0
480291917024,572.0,1.0,24.0,183.0,87.0,169.0,108.0
480291918061,364.0,10.0,32.0,33.0,28.0,84.0,177.0
480291918062,645.0,20.0,110.0,0.0,220.0,132.0,163.0
480291918071,1653.0,81.0,183.0,141.0,147.0,508.0,593.0
480291918072,1101.0,103.0,130.0,89.0,310.0,380.0,89.0
480291918082,639.0,13.0,69.0,106.0,234.0,172.0,45.0
480291918091,1656.0,72.0,31.0,179.0,419.0,543.0,412.0
480291918101,967.0,37.0,24.0,141.0,298.0,349.0,118.0
480291918102,764.0,8.0,17.0,80.0,269.0,268.0,122.0
480291918121,765.0,19.0,31.0,43.0,116.0,326.0,230.0
480291918122,411.0,0.0,0.0,36.0,117.0,167.0,91.0
480291918132,792.0,54.0,49.0,192.0,241.0,197.0,59.0
480291821062,1085.0,9.0,28.0,70.0,292.0,439.0,247.0
480291905031,467.0,23.0,39.0,138.0,148.0,68.0,51.0
480291905033,525.0,47.0,78.0,117.0,188.0,57.0,38.0
480291905041,517.0,47.0,62.0,173.0,155.0,66.0,14.0
480291906031,431.0,45.0,99.0,110.0,140.0,29.0,8.0
480291906032,490.0,29.0,92.0,188.0,130.0,43.0,8.0
480291906042,385.0,16.0,47.0,185.0,129.0,8.0,0.0
480291906043,454.0,66.0,86.0,117.0,157.0,22.0,6.0
480291910052,331.0,12.0,55.0,120.0,89.0,55.0,0.0
480291910061,285.0,68.0,18.0,40.0,144.0,15.0,0.0
480291910063,695.0,70.0,143.0,273.0,146.0,63.0,0.0
480291801014,230.0,0.0,42.0,27.0,44.0,80.0,37.0
480291801015,337.0,11.0,121.0,57.0,61.0,78.0,9.0
480291801021,293.0,17.0,28.0,40.0,86.0,91.0,31.0
480291806044,250.0,18.0,16.0,77.0,115.0,24.0,0.0
480291801022,407.0,58.0,27.0,105.0,125.0,71.0,21.0
480291806041,662.0,70.0,59.0,223.0,183.0,84.0,43.0
480291806042,790.0,204.0,92.0,214.0,221.0,59.0,0.0
480291806045,306.0,0.0,64.0,54.0,126.0,62.0,0.0
480291810033,1228.0,241.0,90.0,342.0,406.0,90.0,59.0
480291813032,648.0,98.0,206.0,253.0,91.0,0.0,0.0
480291814032,1066.0,68.0,85.0,443.0,403.0,67.0,0.0
480291814033,533.0,0.0,86.0,55.0,206.0,186.0,0.0
480291814042,748.0,127.0,148.0,108.0,246.0,119.0,0.0
480291815032,2092.0,221.0,235.0,780.0,656.0,195.0,5.0
480291817112,714.0,0.0,18.0,129.0,314.0,204.0,49.0
480291817113,1153.0,110.0,21.0,77.0,444.0,449.0,52.0
480291817153,427.0,0.0,28.0,161.0,211.0,27.0,0.0
480291817162,514.0,9.0,71.0,169.0,218.0,47.0,0.0
480291817163,906.0,52.0,87.0,208.0,396.0,163.0,0.0
480291817164,249.0,0.0,15.0,71.0,130.0,33.0,0.0
480291817183,645.0,35.0,45.0,162.0,230.0,164.0,9.0
480291817201,1219.0,13.0,15.0,95.0,368.0,603.0,125.0
480291817202,203.0,0.0,20.0,8.0,106.0,61.0,8.0
480291817211,631.0,0.0,0.0,30.0,186.0,387.0,28.0
480291817212,463.0,7.0,0.0,58.0,226.0,172.0,0.0
480291817231,515.0,27.0,19.0,96.0,246.0,112.0,15.0
480291817221,617.0,0.0,12.0,154.0,195.0,251.0,5.0
480291817222,415.0,0.0,11.0,35.0,226.0,143.0,0.0
480291817223,451.0,10.0,29.0,53.0,139.0,177.0,43.0
480291817232,327.0,13.0,9.0,72.0,121.0,94.0,18.0
480291817233,702.0,47.0,33.0,67.0,405.0,122.0,28.0
480291817241,802.0,0.0,8.0,89.0,256.0,401.0,48.0
480291817242,750.0,0.0,21.0,93.0,183.0,424.0,29.0
480291817251,1142.0,11.0,328.0,580.0,210.0,13.0,0.0
480291817261,757.0,38.0,19.0,87.0,373.0,228.0,12.0
480291817262,1190.0,93.0,106.0,179.0,455.0,323.0,34.0
480291817271,904.0,26.0,25.0,258.0,443.0,152.0,0.0
480291817272,273.0,0.0,7.0,114.0,140.0,12.0,0.0
480291817282,1301.0,0.0,43.0,100.0,678.0,439.0,41.0
480291817291,2646.0,0.0,77.0,198.0,1087.0,1160.0,124.0
480291817302,940.0,18.0,19.0,199.0,513.0,170.0,21.0
480291817311,570.0,0.0,0.0,16.0,184.0,320.0,50.0
480291817313,707.0,44.0,90.0,37.0,254.0,257.0,25.0
480291817314,477.0,0.0,0.0,33.0,167.0,256.0,21.0
480291818131,1131.0,113.0,298.0,139.0,395.0,102.0,84.0
480291818133,1145.0,209.0,209.0,251.0,241.0,235.0,0.0
480291818141,1947.0,282.0,92.0,452.0,820.0,274.0,27.0
480291818151,535.0,0.0,39.0,34.0,200.0,234.0,28.0
480291818152,777.0,23.0,62.0,195.0,250.0,205.0,42.0
480291818162,1083.0,10.0,152.0,140.0,325.0,397.0,59.0
480291818171,919.0,66.0,131.0,199.0,285.0,170.0,68.0
480291818181,950.0,121.0,91.0,214.0,323.0,184.0,17.0
480291818182,575.0,13.0,58.0,91.0,27.0,375.0,11.0
480291818191,221.0,42.0,0.0,28.0,56.0,95.0,0.0
480291818192,2159.0,188.0,422.0,543.0,490.0,435.0,81.0
480291818202,1451.0,275.0,325.0,275.0,309.0,219.0,48.0
480291818211,368.0,28.0,24.0,38.0,183.0,65.0,30.0
480291818221,393.0,0.0,38.0,44.0,162.0,142.0,7.0
480291818222,577.0,30.0,34.0,84.0,201.0,187.0,41.0
480291818231,1071.0,160.0,229.0,189.0,335.0,143.0,15.0
480291818241,460.0,4.0,26.0,56.0,160.0,198.0,16.0
480291912012,473.0,0.0,74.0,68.0,166.0,136.0,29.0
480291910064,395.0,11.0,75.0,85.0,215.0,9.0,0.0
480291912011,488.0,19.0,16.0,184.0,173.0,69.0,27.0
480291912021,596.0,76.0,156.0,51.0,203.0,90.0,20.0
480291912022,836.0,123.0,249.0,238.0,186.0,40.0,0.0
480291912023,250.0,56.0,14.0,17.0,91.0,54.0,18.0
480291912024,512.0,16.0,88.0,116.0,191.0,89.0,12.0
480291913031,767.0,20.0,74.0,203.0,247.0,184.0,39.0
480291913041,336.0,17.0,55.0,70.0,92.0,74.0,28.0
480291913042,788.0,91.0,250.0,379.0,68.0,0.0,0.0
480291914062,748.0,0.0,14.0,84.0,57.0,281.0,312.0
480291914063,761.0,45.0,38.0,109.0,141.0,271.0,157.0
480291914082,550.0,22.0,67.0,205.0,159.0,97.0,0.0
480291914101,687.0,97.0,135.0,264.0,175.0,16.0,0.0
480291914102,1112.0,13.0,135.0,482.0,399.0,71.0,12.0
480291914103,859.0,0.0,282.0,323.0,238.0,16.0,0.0
480291914111,869.0,82.0,115.0,279.0,165.0,170.0,58.0
480291914112,1192.0,57.0,118.0,167.0,545.0,207.0,98.0
480291818242,638.0,25.0,57.0,230.0,143.0,157.0,26.0
480291818251,710.0,0.0,84.0,159.0,325.0,124.0,18.0
480291818252,1077.0,65.0,31.0,88.0,454.0,315.0,124.0
480291818261,567.0,16.0,22.0,34.0,373.0,64.0,58.0
480291818262,778.0,0.0,41.0,90.0,421.0,132.0,94.0
480291818263,409.0,0.0,0.0,0.0,308.0,101.0,0.0
480291818264,503.0,0.0,0.0,69.0,217.0,157.0,60.0
480291819011,918.0,135.0,306.0,196.0,241.0,40.0,0.0
480291819012,1278.0,44.0,9.0,288.0,217.0,589.0,131.0
480291819021,1918.0,24.0,111.0,85.0,337.0,607.0,754.0
480291819022,845.0,16.0,20.0,55.0,135.0,424.0,195.0
480291820011,805.0,3.0,33.0,95.0,230.0,416.0,28.0
480291820012,930.0,10.0,42.0,114.0,239.0,454.0,71.0
480291820021,1735.0,62.0,105.0,184.0,391.0,652.0,341.0
480291820023,993.0,0.0,0.0,58.0,120.0,483.0,332.0
480291820032,549.0,38.0,36.0,34.0,170.0,127.0,144.0
480291821012,971.0,0.0,120.0,161.0,122.0,384.0,184.0
480291821022,678.0,0.0,13.0,122.0,186.0,233.0,124.0
480291821023,1302.0,30.0,0.0,74.0,236.0,581.0,381.0
480291821061,969.0,7.0,35.0,73.0,197.0,380.0,277.0
480291918142,665.0,0.0,9.0,8.0,158.0,427.0,63.0
480291918151,952.0,39.0,64.0,64.0,215.0,333.0,237.0
480291918161,935.0,26.0,59.0,236.0,282.0,205.0,127.0
480291918162,559.0,0.0,31.0,139.0,196.0,117.0,76.0
480291918172,1118.0,34.0,0.0,96.0,409.0,401.0,178.0
480291919001,428.0,53.0,50.0,52.0,95.0,127.0,51.0
480291919003,248.0,44.0,66.0,116.0,9.0,5.0,8.0
480291919004,230.0,58.0,55.0,63.0,54.0,0.0,0.0
480291920001,478.0,13.0,42.0,84.0,101.0,176.0,62.0
480291920002,696.0,71.0,176.0,243.0,39.0,167.0,0.0
480291920004,259.0,17.0,86.0,68.0,24.0,64.0,0.0
480291920005,153.0,27.0,90.0,0.0,0.0,36.0,0.0
480291921002,544.0,14.0,62.0,169.0,162.0,98.0,39.0
480291922001,668.0,84.0,28.0,291.0,183.0,48.0,34.0
480291923001,328.0,32.0,32.0,96.0,110.0,58.0,0.0
480291923002,1066.0,0.0,116.0,150.0,307.0,339.0,154.0
480291923003,429.0,17.0,0.0,11.0,76.0,103.0,222.0
480291923004,395.0,42.0,43.0,126.0,113.0,33.0,38.0
480299800011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480299800021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480299800031,222.0,11.0,6.0,80.0,101.0,24.0,0.0
480299800041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480299800051,4.0,0.0,0.0,0.0,0.0,4.0,0.0
480299801001,66.0,0.0,17.0,11.0,26.0,12.0,0.0
480291805033,585.0,19.0,57.0,160.0,267.0,82.0,0.0
480291704011,297.0,28.0,44.0,81.0,144.0,0.0,0.0
480291914081,879.0,67.0,131.0,418.0,202.0,51.0,10.0
480291914091,1576.0,98.0,259.0,526.0,419.0,248.0,26.0
480291412006,363.0,0.0,14.0,126.0,88.0,118.0,17.0
480291412003,340.0,0.0,29.0,156.0,155.0,0.0,0.0
480291501002,533.0,36.0,184.0,165.0,123.0,25.0,0.0
480291407002,449.0,128.0,106.0,128.0,76.0,11.0,0.0
480291413002,847.0,17.0,177.0,225.0,167.0,252.0,9.0
480291414021,1008.0,92.0,107.0,169.0,300.0,340.0,0.0
480291806022,780.0,211.0,144.0,155.0,176.0,94.0,0.0
480291101003,707.0,71.0,153.0,115.0,273.0,69.0,26.0
480291211121,1189.0,60.0,156.0,466.0,341.0,159.0,7.0
480291519002,1469.0,145.0,177.0,453.0,333.0,295.0,66.0
480291409001,350.0,30.0,109.0,123.0,88.0,0.0,0.0
480291505011,199.0,0.0,30.0,91.0,68.0,10.0,0.0
480291505013,352.0,28.0,77.0,131.0,102.0,14.0,0.0
480291110001,353.0,90.0,71.0,95.0,88.0,5.0,4.0
480291204002,285.0,0.0,36.0,62.0,33.0,42.0,112.0
480291204006,497.0,0.0,102.0,58.0,208.0,89.0,40.0
480291204004,351.0,19.0,0.0,0.0,0.0,136.0,196.0
480291710005,245.0,79.0,75.0,66.0,17.0,8.0,0.0
480291710003,416.0,16.0,203.0,158.0,15.0,24.0,0.0
480291717005,309.0,17.0,36.0,76.0,122.0,58.0,0.0
480291213004,500.0,16.0,32.0,68.0,223.0,72.0,89.0
480291215012,746.0,55.0,37.0,116.0,219.0,239.0,80.0
480291215073,306.0,16.0,31.0,77.0,115.0,67.0,0.0
480291312001,636.0,159.0,198.0,152.0,101.0,26.0,0.0
480291404003,310.0,36.0,37.0,93.0,84.0,60.0,0.0
480291101001,451.0,66.0,56.0,195.0,67.0,39.0,28.0
480291209023,875.0,67.0,157.0,447.0,188.0,16.0,0.0
480291214032,380.0,21.0,47.0,158.0,122.0,32.0,0.0
480291216041,1504.0,44.0,55.0,516.0,455.0,434.0,0.0
480291216044,626.0,28.0,0.0,183.0,155.0,201.0,59.0
480291207023,574.0,0.0,95.0,106.0,170.0,126.0,77.0
480291213002,408.0,48.0,57.0,74.0,106.0,123.0,0.0
480291703001,394.0,72.0,125.0,92.0,85.0,20.0,0.0
480291704022,355.0,28.0,118.0,139.0,28.0,42.0,0.0
480291704023,399.0,50.0,109.0,162.0,78.0,0.0,0.0
480291706002,381.0,25.0,98.0,69.0,140.0,49.0,0.0
