block_group,B19051_000E,B19051_001E_R,B19051_002E,B19051_003E,B19052_001E_R,B19052_002E,B19052_003E,B19055_001E_R,B19055_002E,B19055_003E,B19056_001E_R,B19056_002E,B19056_003E,B19057_001E_R,B19057_002E,B19057_003E,B19058_001E_R,B19058_002E,B19058_003E,B19059_001E_R,B19059_002E,B19059_003E
480291208006,406.0,0.8399014778325123,341.0,65.0,0.7561576354679803,307.0,99.0,0.17733990147783252,72.0,334.0,0.0,0.0,406.0,0.0,0.0,406.0,0.0,0.0,406.0,0.15763546798029557,64.0,342.0
480291208001,275.0,0.7090909090909091,195.0,80.0,0.6509090909090909,179.0,96.0,0.5236363636363637,144.0,131.0,0.0,0.0,275.0,0.0,0.0,275.0,0.0,0.0,275.0,0.24,66.0,209.0
480291208002,490.0,0.5551020408163265,272.0,218.0,0.5551020408163265,272.0,218.0,0.49795918367346936,244.0,246.0,0.0,0.0,490.0,0.0,0.0,490.0,0.0,0.0,490.0,0.29183673469387755,143.0,347.0
480291208005,262.0,0.8473282442748091,222.0,40.0,0.8473282442748091,222.0,40.0,0.2480916030534351,65.0,197.0,0.0,0.0,262.0,0.0,0.0,262.0,0.0,0.0,262.0,0.183206106870229,48.0,214.0
480291208007,318.0,0.9119496855345912,290.0,28.0,0.8238993710691824,262.0,56.0,0.3113207547169811,99.0,219.0,0.0,0.0,318.0,0.0,0.0,318.0,0.031446540880503145,10.0,308.0,0.0440251572327044,14.0,304.0
480291208003,602.0,0.6993355481727574,421.0,181.0,0.6777408637873754,408.0,194.0,0.23421926910299004,141.0,461.0,0.0,0.0,602.0,0.0,0.0,602.0,0.0,0.0,602.0,0.21926910299003322,132.0,470.0
480291211113,521.0,0.9117082533589251,475.0,46.0,0.9117082533589251,475.0,46.0,0.1420345489443378,74.0,447.0,0.036468330134357005,19.0,502.0,0.14395393474088292,75.0,446.0,0.18042226487523993,94.0,427.0,0.1324376199616123,69.0,452.0
480291211111,397.0,0.9496221662468514,377.0,20.0,0.8664987405541562,344.0,53.0,0.34005037783375314,135.0,262.0,0.05793450881612091,23.0,374.0,0.0,0.0,397.0,0.030226700251889168,12.0,385.0,0.2141057934508816,85.0,312.0
480291211112,727.0,0.828060522696011,602.0,125.0,0.828060522696011,602.0,125.0,0.24759284731774414,180.0,547.0,0.055020632737276476,40.0,687.0,0.0,0.0,727.0,0.0,0.0,727.0,0.24346629986244842,177.0,550.0
480291211114,688.0,0.8270348837209303,569.0,119.0,0.8270348837209303,569.0,119.0,0.32122093023255816,221.0,467.0,0.1816860465116279,125.0,563.0,0.040697674418604654,28.0,660.0,0.09302325581395349,64.0,624.0,0.10901162790697674,75.0,613.0
480291211161,763.0,0.9226736566186108,704.0,59.0,0.8558322411533421,653.0,110.0,0.11926605504587157,91.0,672.0,0.0,0.0,763.0,0.022280471821756225,17.0,746.0,0.1598951507208388,122.0,641.0,0.057667103538663174,44.0,719.0
480291211164,685.0,0.7751824817518248,531.0,154.0,0.7138686131386861,489.0,196.0,0.37664233576642336,258.0,427.0,0.052554744525547446,36.0,649.0,0.0,0.0,685.0,0.03941605839416058,27.0,658.0,0.2671532846715328,183.0,502.0
480291211162,230.0,0.5260869565217391,121.0,109.0,0.4608695652173913,106.0,124.0,0.5,115.0,115.0,0.0,0.0,230.0,0.0,0.0,230.0,0.0,0.0,230.0,0.22608695652173913,52.0,178.0
480291211181,626.0,0.829073482428115,519.0,107.0,0.829073482428115,519.0,107.0,0.2731629392971246,171.0,455.0,0.04472843450479233,28.0,598.0,0.0,0.0,626.0,0.0,0.0,626.0,0.34345047923322686,215.0,411.0
480291211182,1072.0,0.9757462686567164,1046.0,26.0,0.9757462686567164,1046.0,26.0,0.05690298507462686,61.0,1011.0,0.0,0.0,1072.0,0.0,0.0,1072.0,0.08675373134328358,93.0,979.0,0.024253731343283583,26.0,1046.0
480291212031,346.0,0.6242774566473989,216.0,130.0,0.5953757225433526,206.0,140.0,0.25722543352601157,89.0,257.0,0.0,0.0,346.0,0.0,0.0,346.0,0.06069364161849711,21.0,325.0,0.21676300578034682,75.0,271.0
480291212032,521.0,0.763915547024952,398.0,123.0,0.7236084452975048,377.0,144.0,0.2399232245681382,125.0,396.0,0.1381957773512476,72.0,449.0,0.019193857965451054,10.0,511.0,0.16122840690978887,84.0,437.0,0.13051823416506717,68.0,453.0
480291212051,920.0,0.8565217391304348,788.0,132.0,0.8565217391304348,788.0,132.0,0.23152173913043478,213.0,707.0,0.03695652173913044,34.0,886.0,0.01956521739130435,18.0,902.0,0.15217391304347827,140.0,780.0,0.24565217391304348,226.0,694.0
480291817182,543.0,0.9355432780847146,508.0,35.0,0.9355432780847146,508.0,35.0,0.21915285451197053,119.0,424.0,0.020257826887661142,11.0,532.0,0.0,0.0,543.0,0.07366482504604052,40.0,503.0,0.17863720073664824,97.0,446.0
480291818111,1168.0,0.8613013698630136,1006.0,162.0,0.8424657534246576,984.0,184.0,0.2654109589041096,310.0,858.0,0.04195205479452055,49.0,1119.0,0.01113013698630137,13.0,1155.0,0.09931506849315068,116.0,1052.0,0.1875,219.0,949.0
480291902003,429.0,0.965034965034965,414.0,15.0,0.965034965034965,414.0,15.0,0.12354312354312354,53.0,376.0,0.0,0.0,429.0,0.0,0.0,429.0,0.03496503496503497,15.0,414.0,0.10256410256410256,44.0,385.0
480291902004,401.0,0.7605985037406484,305.0,96.0,0.6658354114713217,267.0,134.0,0.14463840399002495,58.0,343.0,0.08478802992518704,34.0,367.0,0.0,0.0,401.0,0.11970074812967581,48.0,353.0,0.0798004987531172,32.0,369.0
480291902001,311.0,0.7138263665594855,222.0,89.0,0.6430868167202572,200.0,111.0,0.24115755627009647,75.0,236.0,0.03215434083601286,10.0,301.0,0.0,0.0,311.0,0.13504823151125403,42.0,269.0,0.24437299035369775,76.0,235.0
480291802021,660.0,0.4863636363636364,321.0,339.0,0.4863636363636364,321.0,339.0,0.4015151515151515,265.0,395.0,0.019696969696969695,13.0,647.0,0.11666666666666667,77.0,583.0,0.3393939393939394,224.0,436.0,0.08181818181818182,54.0,606.0
480291802023,703.0,0.5903271692745377,415.0,288.0,0.5903271692745377,415.0,288.0,0.37695590327169276,265.0,438.0,0.1593172119487909,112.0,591.0,0.03556187766714083,25.0,678.0,0.3712660028449502,261.0,442.0,0.26458036984352773,186.0,517.0
480291805013,395.0,0.6835443037974683,270.0,125.0,0.6835443037974683,270.0,125.0,0.5518987341772152,218.0,177.0,0.0,0.0,395.0,0.02531645569620253,10.0,385.0,0.07341772151898734,29.0,366.0,0.30632911392405066,121.0,274.0
480291805012,188.0,0.8351063829787234,157.0,31.0,0.8351063829787234,157.0,31.0,0.25,47.0,141.0,0.0425531914893617,8.0,180.0,0.0,0.0,188.0,0.0,0.0,188.0,0.2925531914893617,55.0,133.0
480291805011,780.0,0.6089743589743589,475.0,305.0,0.5871794871794872,458.0,322.0,0.36666666666666664,286.0,494.0,0.1935897435897436,151.0,629.0,0.0,0.0,780.0,0.3717948717948718,290.0,490.0,0.09871794871794871,77.0,703.0
480291808002,555.0,0.7135135135135136,396.0,159.0,0.654054054054054,363.0,192.0,0.17477477477477477,97.0,458.0,0.21081081081081082,117.0,438.0,0.03963963963963964,22.0,533.0,0.34594594594594597,192.0,363.0,0.05045045045045045,28.0,527.0
480291808001,407.0,0.8427518427518428,343.0,64.0,0.8206388206388207,334.0,73.0,0.28992628992628994,118.0,289.0,0.051597051597051594,21.0,386.0,0.03931203931203931,16.0,391.0,0.2457002457002457,100.0,307.0,0.0171990171990172,7.0,400.0
480291708002,272.0,0.6654411764705882,181.0,91.0,0.6470588235294118,176.0,96.0,0.35294117647058826,96.0,176.0,0.16176470588235295,44.0,228.0,0.025735294117647058,7.0,265.0,0.3014705882352941,82.0,190.0,0.022058823529411766,6.0,266.0
480291106002,765.0,0.44052287581699345,337.0,428.0,0.4300653594771242,329.0,436.0,0.49019607843137253,375.0,390.0,0.23790849673202613,182.0,583.0,0.10196078431372549,78.0,687.0,0.5098039215686274,390.0,375.0,0.036601307189542485,28.0,737.0
480291504001,174.0,0.8045977011494253,140.0,34.0,0.6609195402298851,115.0,59.0,0.11494252873563218,20.0,154.0,0.16091954022988506,28.0,146.0,0.0,0.0,174.0,0.1206896551724138,21.0,153.0,0.12643678160919541,22.0,152.0
480291504002,256.0,0.609375,156.0,100.0,0.609375,156.0,100.0,0.65625,168.0,88.0,0.13671875,35.0,221.0,0.0625,16.0,240.0,0.33203125,85.0,171.0,0.09765625,25.0,231.0
480291510001,333.0,0.9069069069069069,302.0,31.0,0.7957957957957958,265.0,68.0,0.42342342342342343,141.0,192.0,0.1021021021021021,34.0,299.0,0.015015015015015015,5.0,328.0,0.15315315315315314,51.0,282.0,0.0990990990990991,33.0,300.0
480291521002,338.0,0.7840236686390533,265.0,73.0,0.6952662721893491,235.0,103.0,0.3254437869822485,110.0,228.0,0.020710059171597635,7.0,331.0,0.0,0.0,338.0,0.25443786982248523,86.0,252.0,0.17751479289940827,60.0,278.0
480291521001,307.0,0.8957654723127035,275.0,32.0,0.8762214983713354,269.0,38.0,0.15960912052117263,49.0,258.0,0.13680781758957655,42.0,265.0,0.0,0.0,307.0,0.12052117263843648,37.0,270.0,0.1758957654723127,54.0,253.0
480291607024,376.0,0.675531914893617,254.0,122.0,0.675531914893617,254.0,122.0,0.3723404255319149,140.0,236.0,0.10372340425531915,39.0,337.0,0.0,0.0,376.0,0.5026595744680851,189.0,187.0,0.14627659574468085,55.0,321.0
480291607023,531.0,0.7457627118644068,396.0,135.0,0.696798493408663,370.0,161.0,0.3954802259887006,210.0,321.0,0.1751412429378531,93.0,438.0,0.018832391713747645,10.0,521.0,0.2994350282485876,159.0,372.0,0.15819209039548024,84.0,447.0
480291616002,754.0,0.7917771883289124,597.0,157.0,0.7851458885941645,592.0,162.0,0.2612732095490716,197.0,557.0,0.11538461538461539,87.0,667.0,0.08753315649867374,66.0,688.0,0.34615384615384615,261.0,493.0,0.08753315649867374,66.0,688.0
480291616001,480.0,0.8541666666666666,410.0,70.0,0.8395833333333333,403.0,77.0,0.3541666666666667,170.0,310.0,0.17291666666666666,83.0,397.0,0.03958333333333333,19.0,461.0,0.22916666666666666,110.0,370.0,0.22708333333333333,109.0,371.0
480291216012,517.0,0.8317214700193424,430.0,87.0,0.8317214700193424,430.0,87.0,0.344294003868472,178.0,339.0,0.10444874274661509,54.0,463.0,0.061895551257253385,32.0,485.0,0.06963249516441006,36.0,481.0,0.2572533849129594,133.0,384.0
480291216013,500.0,0.782,391.0,109.0,0.782,391.0,109.0,0.27,135.0,365.0,0.09,45.0,455.0,0.052,26.0,474.0,0.09,45.0,455.0,0.302,151.0,349.0
480291216014,435.0,0.7770114942528735,338.0,97.0,0.735632183908046,320.0,115.0,0.17471264367816092,76.0,359.0,0.09195402298850575,40.0,395.0,0.0,0.0,435.0,0.18850574712643678,82.0,353.0,0.14482758620689656,63.0,372.0
480291218021,825.0,0.9006060606060606,743.0,82.0,0.9006060606060606,743.0,82.0,0.11393939393939394,94.0,731.0,0.0,0.0,825.0,0.024242424242424242,20.0,805.0,0.024242424242424242,20.0,805.0,0.11272727272727273,93.0,732.0
480291218023,975.0,0.9302564102564103,907.0,68.0,0.8625641025641025,841.0,134.0,0.22256410256410256,217.0,758.0,0.0,0.0,975.0,0.0,0.0,975.0,0.04205128205128205,41.0,934.0,0.14358974358974358,140.0,835.0
480291303002,288.0,0.7256944444444444,209.0,79.0,0.7256944444444444,209.0,79.0,0.2638888888888889,76.0,212.0,0.22916666666666666,66.0,222.0,0.020833333333333332,6.0,282.0,0.4513888888888889,130.0,158.0,0.2743055555555556,79.0,209.0
480291303001,220.0,0.7772727272727272,171.0,49.0,0.6272727272727273,138.0,82.0,0.40454545454545454,89.0,131.0,0.00909090909090909,2.0,218.0,0.05454545454545454,12.0,208.0,0.09545454545454546,21.0,199.0,0.08181818181818182,18.0,202.0
480291307002,333.0,0.7597597597597597,253.0,80.0,0.7357357357357357,245.0,88.0,0.29429429429429427,98.0,235.0,0.08708708708708708,29.0,304.0,0.024024024024024024,8.0,325.0,0.0960960960960961,32.0,301.0,0.1981981981981982,66.0,267.0
480291307001,486.0,0.6646090534979424,323.0,163.0,0.6563786008230452,319.0,167.0,0.21193415637860083,103.0,383.0,0.15637860082304528,76.0,410.0,0.09053497942386832,44.0,442.0,0.4547325102880658,221.0,265.0,0.0720164609053498,35.0,451.0
480291702004,214.0,0.7710280373831776,165.0,49.0,0.7102803738317757,152.0,62.0,0.19626168224299065,42.0,172.0,0.16822429906542055,36.0,178.0,0.028037383177570093,6.0,208.0,0.37850467289719625,81.0,133.0,0.08411214953271028,18.0,196.0
480291702006,288.0,0.6840277777777778,197.0,91.0,0.6354166666666666,183.0,105.0,0.6909722222222222,199.0,89.0,0.15625,45.0,243.0,0.1284722222222222,37.0,251.0,0.3263888888888889,94.0,194.0,0.0763888888888889,22.0,266.0
480291702002,233.0,0.8454935622317596,197.0,36.0,0.8454935622317596,197.0,36.0,0.4978540772532189,116.0,117.0,0.0944206008583691,22.0,211.0,0.0,0.0,233.0,0.3948497854077253,92.0,141.0,0.03862660944206009,9.0,224.0
480291702005,379.0,0.27440633245382584,104.0,275.0,0.27440633245382584,104.0,275.0,0.49076517150395776,186.0,193.0,0.2612137203166227,99.0,280.0,0.0395778364116095,15.0,364.0,0.5725593667546174,217.0,162.0,0.1820580474934037,69.0,310.0
480291702001,225.0,0.9111111111111111,205.0,20.0,0.8755555555555555,197.0,28.0,0.2311111111111111,52.0,173.0,0.18222222222222223,41.0,184.0,0.04888888888888889,11.0,214.0,0.19555555555555557,44.0,181.0,0.035555555555555556,8.0,217.0
480291316011,281.0,0.7259786476868327,204.0,77.0,0.6298932384341637,177.0,104.0,0.2775800711743772,78.0,203.0,0.11387900355871886,32.0,249.0,0.0,0.0,281.0,0.09608540925266904,27.0,254.0,0.3309608540925267,93.0,188.0
480291317001,285.0,0.9649122807017544,275.0,10.0,0.9649122807017544,275.0,10.0,0.042105263157894736,12.0,273.0,0.0,0.0,285.0,0.0,0.0,285.0,0.0,0.0,285.0,0.028070175438596492,8.0,277.0
480291412004,255.0,0.5607843137254902,143.0,112.0,0.5607843137254902,143.0,112.0,0.2784313725490196,71.0,184.0,0.26666666666666666,68.0,187.0,0.0,0.0,255.0,0.3058823529411765,78.0,177.0,0.13333333333333333,34.0,221.0
480291412001,576.0,0.7378472222222222,425.0,151.0,0.7378472222222222,425.0,151.0,0.2777777777777778,160.0,416.0,0.13541666666666666,78.0,498.0,0.027777777777777776,16.0,560.0,0.3802083333333333,219.0,357.0,0.06944444444444445,40.0,536.0
480291412005,476.0,0.7058823529411765,336.0,140.0,0.7058823529411765,336.0,140.0,0.3760504201680672,179.0,297.0,0.06302521008403361,30.0,446.0,0.0,0.0,476.0,0.1092436974789916,52.0,424.0,0.11764705882352941,56.0,420.0
480291412002,409.0,0.8117359413202934,332.0,77.0,0.7139364303178484,292.0,117.0,0.19559902200489,80.0,329.0,0.0,0.0,409.0,0.04645476772616137,19.0,390.0,0.28361858190709044,116.0,293.0,0.08801955990220049,36.0,373.0
480291501003,350.0,0.6457142857142857,226.0,124.0,0.62,217.0,133.0,0.48857142857142855,171.0,179.0,0.045714285714285714,16.0,334.0,0.045714285714285714,16.0,334.0,0.38285714285714284,134.0,216.0,0.045714285714285714,16.0,334.0
480291309002,429.0,0.6107226107226107,262.0,167.0,0.6107226107226107,262.0,167.0,0.5710955710955711,245.0,184.0,0.15151515151515152,65.0,364.0,0.0,0.0,429.0,0.23076923076923078,99.0,330.0,0.20745920745920746,89.0,340.0
480291309003,461.0,0.8546637744034707,394.0,67.0,0.8373101952277657,386.0,75.0,0.2559652928416486,118.0,343.0,0.10629067245119306,49.0,412.0,0.0,0.0,461.0,0.27765726681127983,128.0,333.0,0.09327548806941431,43.0,418.0
480291310003,236.0,0.8813559322033898,208.0,28.0,0.8347457627118644,197.0,39.0,0.1864406779661017,44.0,192.0,0.18220338983050846,43.0,193.0,0.0,0.0,236.0,0.19915254237288135,47.0,189.0,0.1271186440677966,30.0,206.0
480291310004,294.0,0.5578231292517006,164.0,130.0,0.5510204081632653,162.0,132.0,0.24489795918367346,72.0,222.0,0.07482993197278912,22.0,272.0,0.0,0.0,294.0,0.24489795918367346,72.0,222.0,0.09863945578231292,29.0,265.0
480291310001,955.0,0.6146596858638743,587.0,368.0,0.5612565445026177,536.0,419.0,0.4293193717277487,410.0,545.0,0.19267015706806281,184.0,771.0,0.0387434554973822,37.0,918.0,0.36544502617801045,349.0,606.0,0.22408376963350785,214.0,741.0
480291310002,283.0,0.7031802120141343,199.0,84.0,0.5901060070671378,167.0,116.0,0.49469964664310956,140.0,143.0,0.1413427561837456,40.0,243.0,0.0,0.0,283.0,0.29328621908127206,83.0,200.0,0.26855123674911663,76.0,207.0
480291405003,450.0,0.74,333.0,117.0,0.74,333.0,117.0,0.36444444444444446,164.0,286.0,0.044444444444444446,20.0,430.0,0.04888888888888889,22.0,428.0,0.1111111111111111,50.0,400.0,0.27111111111111114,122.0,328.0
480291405002,453.0,0.9161147902869757,415.0,38.0,0.9161147902869757,415.0,38.0,0.1390728476821192,63.0,390.0,0.12141280353200883,55.0,398.0,0.039735099337748346,18.0,435.0,0.18101545253863136,82.0,371.0,0.15673289183222958,71.0,382.0
480291405001,286.0,0.7867132867132867,225.0,61.0,0.7237762237762237,207.0,79.0,0.46503496503496505,133.0,153.0,0.0,0.0,286.0,0.0,0.0,286.0,0.11888111888111888,34.0,252.0,0.08041958041958042,23.0,263.0
480291405004,199.0,0.9346733668341709,186.0,13.0,0.8844221105527639,176.0,23.0,0.3417085427135678,68.0,131.0,0.16080402010050251,32.0,167.0,0.035175879396984924,7.0,192.0,0.1457286432160804,29.0,170.0,0.12060301507537688,24.0,175.0
480291406002,284.0,0.7007042253521126,199.0,85.0,0.6267605633802817,178.0,106.0,0.3732394366197183,106.0,178.0,0.08098591549295775,23.0,261.0,0.017605633802816902,5.0,279.0,0.23591549295774647,67.0,217.0,0.20422535211267606,58.0,226.0
480291406001,540.0,0.8203703703703704,443.0,97.0,0.7851851851851852,424.0,116.0,0.17592592592592593,95.0,445.0,0.08333333333333333,45.0,495.0,0.016666666666666666,9.0,531.0,0.29259259259259257,158.0,382.0,0.1574074074074074,85.0,455.0
480291407003,373.0,0.40214477211796246,150.0,223.0,0.40214477211796246,150.0,223.0,0.34316353887399464,128.0,245.0,0.225201072386059,84.0,289.0,0.04825737265415549,18.0,355.0,0.4101876675603217,153.0,220.0,0.15281501340482573,57.0,316.0
480291407001,411.0,0.8248175182481752,339.0,72.0,0.8248175182481752,339.0,72.0,0.20437956204379562,84.0,327.0,0.0,0.0,411.0,0.0,0.0,411.0,0.07542579075425791,31.0,380.0,0.17518248175182483,72.0,339.0
